ml;pH;sec;°C
0.000;7.970;0.0;24.6
7.500;4.938;21.7;24.6
7.500;4.935;22.1;24.6
7.544;5.019;23.2;24.6
7.590;5.048;24.3;24.6
7.635;5.019;25.5;24.6
7.681;4.968;26.6;24.6
7.727;4.939;27.8;24.6
7.772;4.906;28.9;24.6
7.818;4.864;30.0;24.6
7.864;4.783;31.2;24.6
7.909;4.744;32.3;24.6
7.955;4.694;33.5;24.6
8.001;4.656;34.6;24.6
8.047;4.575;35.9;24.6
8.047;4.596;40.1;24.7
8.047;4.596;40.1;24.7
8.047;4.596;40.3;24.7
8.084;4.581;41.5;24.7
8.104;4.533;46.2;24.7
8.124;4.511;48.9;24.7
8.144;4.485;51.7;24.7
8.164;4.462;54.4;24.7
8.184;4.437;57.0;24.7
8.204;4.416;60.1;24.7
8.224;4.389;62.8;24.7
8.244;4.367;65.6;24.7
8.264;4.344;68.3;24.7
8.284;4.324;70.9;24.7
8.304;4.302;73.6;24.7
8.324;4.281;76.3;24.7
8.344;4.258;79.1;24.8
8.364;4.236;82.0;24.7
8.384;4.213;85.0;24.8
8.404;4.192;87.8;24.8
8.424;4.174;90.5;24.8
8.444;4.153;93.2;24.7
8.464;4.134;95.8;24.7
8.484;4.117;98.5;24.8
8.504;4.097;101.2;24.8
8.524;4.080;103.8;24.7
8.544;4.058;106.5;24.7
8.564;4.043;109.1;24.8
8.584;4.027;111.8;24.8
8.604;4.010;114.5;24.7
8.624;3.993;117.1;24.8
8.644;3.979;119.8;24.8
8.664;3.966;122.5;24.7
8.684;3.952;125.1;24.8
8.704;3.939;127.8;24.8
8.724;3.923;130.4;24.8
8.744;3.909;133.1;24.8
8.764;3.895;135.8;24.8
8.784;3.883;138.4;24.8
8.804;3.868;141.1;24.8
8.824;3.857;143.8;24.8
8.844;3.846;146.4;24.8
8.864;3.834;149.1;24.8
8.884;3.824;151.7;24.8
8.904;3.813;154.4;24.8
8.924;3.801;157.1;24.8
8.944;3.790;159.7;24.8
8.964;3.779;162.4;24.8
8.984;3.768;165.0;24.8
9.004;3.758;167.7;24.8
9.024;3.749;170.4;24.8
9.044;3.740;173.0;24.8
9.064;3.731;175.7;24.8
9.084;3.721;178.4;24.8
9.104;3.713;181.0;24.8
9.124;3.703;183.7;24.8
9.144;3.695;186.3;24.8
9.164;3.685;189.0;24.8
9.184;3.677;191.7;24.8
9.204;3.668;194.3;24.8
9.224;3.660;197.0;24.8
9.244;3.652;199.7;24.8
9.264;3.645;202.3;24.8
9.284;3.637;205.0;24.8
9.304;3.630;207.6;24.8
9.324;3.623;210.3;24.8
9.344;3.614;213.0;24.8
9.364;3.608;215.6;24.8
9.384;3.601;218.3;24.9
9.404;3.594;220.9;24.8
9.424;3.587;223.6;24.8
9.444;3.580;226.3;24.8
9.464;3.574;228.9;24.9
9.484;3.567;231.6;24.9
9.504;3.560;234.3;24.9
9.524;3.555;237.1;24.9
9.544;3.549;239.8;24.9
9.564;3.541;242.4;24.8
9.584;3.535;245.1;24.8
9.604;3.528;247.8;24.8
9.624;3.524;250.4;24.9
9.644;3.518;253.1;24.9
9.664;3.512;255.7;24.8
9.684;3.507;258.4;24.8
9.704;3.502;261.1;24.9
9.724;3.496;263.7;24.9
9.744;3.490;266.4;24.8
9.764;3.484;269.0;24.8
9.764;3.485;269.2;24.8
