ml;pH;sec;°C
0.000;7.958;0.0;25.9
7.500;5.010;12.0;25.9
7.500;5.108;12.4;25.9
7.543;5.255;13.5;25.9
7.589;5.227;14.7;25.9
7.635;5.180;15.8;25.9
7.680;5.092;17.0;25.9
7.726;5.028;18.1;25.9
7.772;4.967;19.3;25.9
7.817;4.877;20.4;25.9
7.863;4.788;21.5;25.9
7.909;4.749;22.7;25.9
7.954;4.670;23.8;25.9
8.000;4.601;25.0;25.9
8.016;4.563;25.5;25.9
8.036;4.547;33.0;25.8
8.056;4.514;35.6;25.8
8.076;4.490;38.3;25.8
8.096;4.468;41.1;25.8
8.116;4.443;43.8;25.8
8.136;4.415;46.5;25.8
8.156;4.397;49.1;25.9
8.176;4.368;51.8;25.8
8.196;4.354;54.6;25.9
8.216;4.322;57.3;25.9
8.236;4.305;60.0;25.8
8.256;4.288;62.6;25.8
8.276;4.269;65.3;25.9
8.296;4.245;67.9;25.9
8.316;4.225;70.6;25.9
8.336;4.203;73.4;25.9
8.356;4.183;76.1;25.9
8.376;4.158;78.8;25.8
8.396;4.139;81.4;25.9
8.416;4.120;84.1;25.9
8.436;4.101;86.8;25.9
8.456;4.084;89.4;25.8
8.476;4.068;92.7;25.9
8.496;4.052;95.3;25.8
8.516;4.037;98.0;25.9
8.536;4.018;100.6;25.9
8.556;4.000;103.3;25.9
8.576;3.983;106.0;25.8
8.596;3.968;108.6;25.9
8.616;3.954;112.0;25.9
8.636;3.941;114.7;25.9
8.656;3.926;117.4;25.9
8.676;3.915;120.0;25.9
8.696;3.902;122.7;25.9
8.716;3.891;125.4;25.9
8.736;3.877;128.0;25.9
8.756;3.863;130.7;25.9
8.776;3.853;133.3;25.9
8.796;3.841;136.0;25.9
8.816;3.829;138.7;25.9
8.836;3.818;142.3;25.9
8.856;3.808;145.9;25.9
8.876;3.798;148.6;25.9
8.896;3.788;152.0;25.9
8.916;3.780;154.6;25.9
8.936;3.769;157.3;25.9
8.956;3.759;160.0;25.9
8.976;3.748;162.6;25.9
8.996;3.740;165.5;25.9
9.016;3.731;168.1;25.9
9.036;3.721;170.8;25.9
9.056;3.713;173.5;25.9
9.076;3.706;176.1;25.9
9.096;3.697;179.7;25.9
9.116;3.689;182.4;25.9
9.136;3.680;185.8;25.9
9.156;3.672;188.5;25.9
9.176;3.664;191.1;25.9
9.196;3.657;193.8;25.9
9.216;3.648;196.5;25.9
9.236;3.642;199.1;25.9
9.256;3.635;201.8;25.9
9.276;3.628;204.4;25.9
9.296;3.620;207.1;25.9
9.316;3.613;209.8;25.9
9.336;3.607;212.4;25.9
9.356;3.601;215.1;25.9
9.376;3.593;217.8;25.9
9.396;3.586;220.4;25.9
9.416;3.580;223.1;25.9
9.436;3.574;225.7;25.9
9.456;3.567;228.4;25.9
9.476;3.561;231.1;25.9
9.496;3.556;233.7;25.9
9.516;3.550;236.4;25.9
9.536;3.543;239.1;25.9
9.556;3.538;241.7;25.9
9.576;3.533;244.4;26.0
9.596;3.526;247.0;25.9
9.616;3.520;249.7;25.9
9.636;3.514;252.4;25.9
9.656;3.509;255.0;25.9
9.676;3.505;257.7;25.9
9.696;3.500;260.3;25.9
9.716;3.494;263.0;25.9
9.736;3.488;266.4;25.9
9.736;3.489;266.6;25.9
