ml;pH;sec;°C
0.000;7.962;0.0;26.4
7.500;5.026;12.0;26.4
7.500;5.071;12.4;26.4
7.545;5.271;13.5;26.4
7.591;5.282;14.7;26.4
7.636;5.256;15.8;26.4
7.682;5.203;17.0;26.4
7.728;5.122;18.1;26.4
7.773;5.046;19.3;26.4
7.819;4.990;20.4;26.4
7.865;4.908;21.5;26.4
7.910;4.819;22.7;26.4
7.956;4.752;23.8;26.4
8.001;4.679;25.0;26.4
8.047;4.608;26.1;26.4
8.063;4.574;26.7;26.4
8.083;4.415;37.3;26.3
8.103;4.392;40.6;26.3
8.123;4.361;43.2;26.3
8.143;4.337;45.9;26.3
8.163;4.316;48.5;26.3
8.183;4.296;51.4;26.3
8.203;4.275;54.1;26.3
8.223;4.250;56.7;26.3
8.243;4.228;59.4;26.3
8.263;4.210;62.2;26.3
8.283;4.192;64.9;26.3
8.303;4.173;67.6;26.3
8.323;4.150;70.2;26.3
8.343;4.133;72.9;26.3
8.363;4.110;76.7;26.3
8.383;4.092;79.3;26.3
8.403;4.075;82.0;26.3
8.423;4.062;84.7;26.3
8.443;4.046;87.3;26.3
8.463;4.031;90.0;26.3
8.483;4.016;92.7;26.3
8.503;4.002;95.3;26.3
8.523;3.985;98.0;26.3
8.543;3.970;100.6;26.2
8.563;3.956;103.3;26.3
8.583;3.939;106.5;26.3
8.603;3.928;109.2;26.3
8.623;3.916;112.0;26.3
8.643;3.903;114.7;26.3
8.663;3.891;117.4;26.3
8.683;3.877;120.0;26.3
8.703;3.866;122.7;26.3
8.723;3.854;125.4;26.3
8.743;3.841;128.0;26.3
8.763;3.829;130.7;26.3
8.783;3.816;133.3;26.2
8.803;3.804;136.0;26.3
8.823;3.793;138.7;26.3
8.843;3.784;141.3;26.3
8.863;3.776;144.0;26.3
8.883;3.765;146.7;26.2
8.903;3.756;149.3;26.3
8.923;3.744;152.0;26.3
8.943;3.734;154.6;26.3
8.963;3.726;157.3;26.3
8.983;3.717;160.0;26.2
9.003;3.707;162.6;26.2
9.023;3.699;165.3;26.2
9.043;3.692;167.9;26.3
9.063;3.685;170.6;26.3
9.083;3.677;173.3;26.3
9.103;3.669;175.9;26.2
9.123;3.660;178.6;26.2
9.143;3.651;181.3;26.2
9.163;3.645;183.9;26.3
9.183;3.636;186.6;26.3
9.203;3.629;190.2;26.2
9.223;3.623;192.9;26.2
9.243;3.616;195.5;26.2
9.263;3.610;198.2;26.3
9.283;3.601;200.8;26.3
9.303;3.596;203.5;26.3
9.323;3.590;206.2;26.3
9.343;3.583;208.8;26.2
9.363;3.575;211.5;26.2
9.383;3.570;214.1;26.3
9.403;3.564;216.8;26.3
9.423;3.558;219.5;26.3
9.443;3.552;222.1;26.3
9.463;3.546;224.8;26.2
9.483;3.540;227.5;26.2
9.503;3.535;230.1;26.3
9.523;3.529;232.8;26.3
9.543;3.523;235.4;26.3
9.563;3.517;238.1;26.3
9.583;3.511;240.8;26.2
9.603;3.506;243.4;26.3
9.623;3.502;246.1;26.3
9.643;3.496;248.7;26.3
9.663;3.491;251.4;26.3
9.683;3.486;254.1;26.2
9.683;3.486;254.3;26.2
