ml;pH;sec;°C
0.000;7.943;0.0;26.1
7.500;4.684;12.0;26.1
7.500;4.710;12.4;26.1
7.542;4.833;13.5;26.1
7.588;4.898;14.7;26.1
7.634;4.891;15.8;26.1
7.679;4.869;17.0;26.1
7.725;4.828;18.1;26.1
7.771;4.794;19.2;26.1
7.816;4.739;20.4;26.1
7.862;4.675;21.5;26.1
7.907;4.637;22.7;26.1
7.953;4.597;23.8;26.1
7.969;4.578;24.4;26.1
7.989;4.533;29.5;26.1
8.009;4.507;32.4;26.0
8.029;4.484;35.2;26.1
8.049;4.457;37.9;26.0
8.069;4.439;40.6;26.0
8.089;4.415;43.2;26.0
8.109;4.393;46.1;26.1
8.129;4.369;48.9;26.1
8.149;4.344;52.0;26.1
8.169;4.321;54.6;26.0
8.189;4.300;57.3;26.0
8.209;4.277;59.9;26.1
8.229;4.255;62.6;26.1
8.249;4.235;65.3;26.1
8.269;4.219;67.9;26.0
8.289;4.198;70.8;26.1
8.309;4.174;73.4;26.0
8.329;4.157;76.1;26.0
8.349;4.140;78.8;26.1
8.369;4.119;81.4;26.1
8.389;4.102;84.1;26.0
8.409;4.084;86.9;26.1
8.429;4.067;89.6;26.0
8.449;4.050;92.3;26.0
8.469;4.035;94.9;26.1
8.489;4.019;97.6;26.1
8.509;4.004;100.2;26.1
8.529;3.987;102.9;26.1
8.549;3.974;105.6;26.0
8.569;3.958;108.2;26.0
8.589;3.945;110.9;26.1
8.609;3.931;113.6;26.1
8.629;3.918;116.2;26.0
8.649;3.907;118.9;26.0
8.669;3.894;121.5;26.1
8.689;3.883;124.2;26.1
8.709;3.872;126.9;26.1
8.729;3.859;129.5;26.0
8.749;3.848;132.2;26.0
8.769;3.835;134.8;26.1
8.789;3.824;137.5;26.1
8.809;3.813;140.2;26.0
8.829;3.802;142.8;26.0
8.849;3.794;145.5;26.1
8.869;3.786;148.2;26.1
8.889;3.774;150.8;26.0
8.909;3.766;153.5;26.1
8.929;3.756;156.1;26.1
8.949;3.747;158.8;26.1
8.969;3.737;161.5;26.0
8.989;3.728;164.1;26.0
9.009;3.720;166.8;26.1
9.029;3.711;169.5;26.1
9.049;3.702;172.1;26.0
9.069;3.694;174.8;26.0
9.089;3.687;177.4;26.1
9.109;3.679;180.1;26.1
9.129;3.672;182.8;26.1
9.149;3.664;185.4;26.0
9.169;3.657;188.1;26.1
9.189;3.649;190.8;26.1
9.209;3.642;193.4;26.1
9.229;3.634;196.1;26.0
9.249;3.628;198.7;26.0
9.269;3.622;201.4;26.1
9.289;3.615;204.1;26.1
9.309;3.608;206.7;26.0
9.329;3.602;209.4;26.0
9.349;3.595;212.0;26.0
9.369;3.589;214.7;26.1
9.389;3.582;217.4;26.1
9.409;3.575;220.0;26.0
9.429;3.569;222.7;26.0
9.449;3.564;225.4;26.0
9.469;3.559;228.0;26.1
9.489;3.553;230.7;26.1
9.509;3.547;233.3;26.0
9.529;3.541;236.0;26.0
9.549;3.536;238.7;26.1
9.569;3.530;241.3;26.1
9.589;3.524;244.0;26.0
9.609;3.519;246.7;26.0
9.629;3.514;249.3;26.0
9.649;3.508;252.0;26.0
9.669;3.504;254.6;26.1
9.689;3.499;257.3;26.0
9.709;3.493;260.0;26.0
9.729;3.488;262.6;26.0
9.729;3.489;262.8;26.0
