ml;pH;sec;°C
0.000;7.971;0.0;25.6
7.500;5.190;12.0;25.6
7.500;5.193;12.4;25.6
7.543;5.214;13.5;25.6
7.589;5.178;14.7;25.6
7.634;5.126;15.8;25.6
7.680;5.087;17.0;25.6
7.726;5.032;18.1;25.6
7.771;4.981;19.3;25.6
7.817;4.914;20.4;25.6
7.863;4.859;21.5;25.6
7.908;4.800;22.7;25.6
7.954;4.731;23.8;25.6
8.000;4.663;25.0;25.6
8.045;4.652;26.1;25.6
8.091;4.614;27.3;25.6
8.115;4.570;28.0;25.6
8.115;4.617;32.2;25.7
8.115;4.617;32.2;25.7
8.115;4.618;32.4;25.7
8.145;4.557;33.3;25.7
8.165;4.561;41.5;25.7
8.185;4.538;44.2;25.7
8.205;4.513;46.8;25.7
8.225;4.487;49.5;25.7
8.245;4.468;52.2;25.7
8.265;4.445;54.8;25.7
8.285;4.428;57.5;25.7
8.305;4.403;60.1;25.7
8.325;4.378;62.8;25.7
8.345;4.359;67.0;25.7
8.365;4.331;69.7;25.7
8.385;4.313;73.3;25.7
8.405;4.290;77.4;25.7
8.425;4.267;80.1;25.7
8.445;4.249;82.8;25.7
8.465;4.226;85.4;25.7
8.485;4.208;88.1;25.7
8.505;4.191;90.8;25.7
8.525;4.171;93.4;25.7
8.545;4.149;96.1;25.7
8.565;4.129;98.7;25.7
8.585;4.112;102.3;25.7
8.605;4.093;105.0;25.7
8.625;4.076;107.7;25.7
8.645;4.062;111.3;25.7
8.665;4.046;113.9;25.7
8.685;4.030;116.6;25.7
8.705;4.014;119.3;25.7
8.725;4.000;121.9;25.7
8.745;3.984;125.5;25.7
8.765;3.970;128.2;25.7
8.785;3.956;130.9;25.7
8.805;3.942;133.5;25.7
8.825;3.929;136.8;25.7
8.845;3.916;140.4;25.7
8.865;3.903;143.0;25.7
8.885;3.893;145.7;25.7
8.905;3.880;148.4;25.7
8.925;3.869;151.0;25.7
8.945;3.856;153.7;25.7
8.965;3.846;156.3;25.7
8.985;3.833;159.0;25.7
9.005;3.824;161.7;25.7
9.025;3.813;164.3;25.7
9.045;3.804;167.0;25.7
9.065;3.794;169.7;25.7
9.085;3.784;172.3;25.7
9.105;3.776;175.0;25.7
9.125;3.766;177.6;25.7
9.145;3.756;180.3;25.7
9.165;3.747;183.0;25.7
9.185;3.737;185.6;25.7
9.205;3.728;188.3;25.7
9.225;3.720;190.9;25.7
9.245;3.713;193.6;25.7
9.265;3.705;196.3;25.7
9.285;3.697;198.9;25.7
9.305;3.689;201.6;25.7
9.325;3.681;204.3;25.7
9.345;3.673;206.9;25.7
9.365;3.664;209.6;25.7
9.385;3.657;212.6;25.7
9.405;3.650;215.3;25.7
9.425;3.642;217.9;25.7
9.445;3.635;220.6;25.7
9.465;3.628;223.3;25.7
9.485;3.621;225.9;25.7
9.505;3.615;228.6;25.7
9.525;3.606;231.3;25.7
9.545;3.598;233.9;25.7
9.565;3.590;236.6;25.7
9.585;3.583;239.2;25.7
9.605;3.577;241.9;25.7
9.625;3.569;244.6;25.7
9.645;3.563;247.2;25.7
9.665;3.558;250.3;25.7
9.685;3.552;252.9;25.7
9.705;3.546;255.6;25.7
9.725;3.539;258.3;25.7
9.745;3.533;260.9;25.7
9.765;3.527;263.6;25.7
9.785;3.521;266.2;25.7
9.805;3.515;268.9;25.7
9.825;3.510;272.1;25.7
9.845;3.504;274.8;25.7
9.865;3.499;277.5;25.7
9.885;3.495;280.1;25.7
9.905;3.489;282.8;25.7
9.905;3.489;283.0;25.7
