assemblages;jar;run;day;file_name;TA;dTA;swd;temp;sal;;;
Pve-F1 | Mdi-C1 | Pcy-B1;jar1;run1;day9;Alkalinity_preT7_5[1]_02_08_19-09_36_53.csv;2,56004146;0,06043272774970;1062,93885;26,08333333;35,5;;;
Pve-A1 | Mdi-A1 | Pcy-C1;jar2;run1;day9;Alkalinity_preT7_5[1]_02_08_19-09_47_21.csv;2,546353669;0,07412051843650;1062,93885;26,08333333;35,5;;;
Pve-B1 | Mdi-D1 | Pcy-A1;jar3;run1;day9;Alkalinity_preT7_5[1]_02_08_19-09_55_10.csv;2,538057252;0,08241693506845;1062,93885;26,08333333;35,5;;;
Pda-A1 | Amu-D1 | Pru-D1;jar4;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_02_15.csv;2,610361905;0,01011228229728;1062,93885;26,08333333;35,5;;;
Pda-B1 | Amu-B1 | Pru-E2;jar5;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_15_12.csv;2,589555867;0,03091832006870;1062,93885;26,08333333;35,5;;;
Pda-D1 | Amu-A1 | Pru-A1;jar6;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_22_33.csv;2,615585647;0,00488854061470;1062,93885;26,08333333;35,5;;;
Spi-A1 | Acy-B1 | Plo-B1;jar7;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_29_17.csv;2,583033492;0,03744069544894;1062,93885;26,08333333;35,5;;;
Spi-B1 | Acy-D1 | Plo-C1;jar8;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_36_11.csv;2,557798113;0,06267607422362;1062,93885;26,08333333;35,5;;;
Spi-D1 | Acy-A1 | Plo-D1;jar9;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_45_42.csv;2,593897052;0,02657713563719;1062,93885;26,08333333;35,5;;;
control;jar10;run1;day9;Alkalinity_preT7_5[1]_02_08_19-10_53_09.csv;2,620474188;;1062,93885;26,08333333;35,5;;;
Pve-F3 | Mdi-C3 | Pcy-B2;jar1;run2;day9;Alkalinity_preT7_5[1]_02_08_19-11_58_31.csv;2,548014648;0,08570245071890;1062,93885;26,08333333;35,5;;;
Pve-A2 | Mdi-A3 | Pcy-C3;jar2;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_07_13.csv;2,544755781;0,08896131823289;1062,93885;26,08333333;35,5;;;
Pve-B3 | Mdi-D3 | Pcy-A2;jar3;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_13_42.csv;2,541831715;0,09188538403116;1062,93885;26,08333333;35,5;;;
Pda-A2 | Amu-D2 | Pru-D3;jar4;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_19_51.csv;2,596804729;0,03691237034043;1062,93885;26,08333333;35,5;;;
Pda-B2 | Amu-B2 | Pru-E3;jar5;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_27_04.csv;2,582218073;0,05149902564322;1062,93885;26,08333333;35,5;;;
Pda-D2 | Amu-A2 | Pru-A3;jar6;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_37_42.csv;2,585208517;0,04850858165734;1062,93885;26,08333333;35,5;;;
Spi-A2 | Acy-B3 | Plo-B2;jar7;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_47_51.csv;2,577024974;0,05669212522719;1062,93885;26,08333333;35,5;;;
Spi-B2 | Acy-D2 | Plo-C2;jar8;run2;day9;Alkalinity_preT7_5[1]_02_08_19-12_54_14.csv;2,547576235;0,08614086446502;1062,93885;26,08333333;35,5;;;
Spi-D2 | Acy-A2 | Plo-D2;jar9;run2;day9;Alkalinity_preT7_5[1]_02_08_19-13_00_43.csv;2,573658828;0,06005827129889;1062,93885;26,08333333;35,5;;;
control;jar10;run2;day9;Alkalinity_preT7_5[1]_02_08_19-14_11_11.csv;2,633717099;;1062,93885;26,08333333;35,5;;;
Pve-F4 | Mdi-C4 | Pcy-B4;jar1;run3;day9;Alkalinity_preT7_5[1]_02_08_19-14_53_10.csv;2,553356925;0,05556463594434;1062,93885;26,08333333;35,5;;;
Pve-A4 | Mdi-A4 | Pcy-C4;jar2;run3;day9;Alkalinity_preT7_5[1]_02_08_19-15_01_58.csv;2,546071827;0,06284973353080;1062,93885;26,08333333;35,5;;;
Pve-B4 | Mdi-D4 | Pcy-A4;jar3;run3;day9;Alkalinity_preT7_5[1]_02_08_19-15_08_19.csv;2,539722538;0,06919902286798;1062,93885;26,08333333;35,5;;;
Pda-A4 | Amu-D3 | Pru-D4;jar4;run3;day9;Alkalinity_preT7_5[1]_02_08_19-15_15_11.csv;2,603954721;0,00496684014155;1062,93885;26,08333333;35,5;;;
