assemblages;jar;run;day;file_name;TA;dTA;swd;temp;sal;;;
Pve_F1 | Pve_F3 | Pve_F4;jar1;run1;day4;Alkalinity_preT7_5[1]_26_07_19-10_31_50.csv;2,497609974;0,09519158270858;1061,947863;26,67;34,6;;;
Pda_A1 | Pda_A2 | Pda_A4;jar2;run1;day4;Alkalinity_preT7_5[1]_26_07_19-10_39_01.csv;2,572721417;0,02008014008928;1061,947863;26,67;34,6;;;
Spi_A1 |  Spi_A2 |  Spi_A4;jar3;run1;day4;Alkalinity_preT7_5[1]_26_07_19-10_45_56.csv;2,502295462;0,09050609436974;1061,947863;26,67;34,6;;;
Amu_D1 | Amu_D2 | Amu_D3;jar4;run1;day4;Alkalinity_preT7_5[1]_26_07_19-10_52_22.csv;2,576367254;0,01643430236973;1061,947863;26,67;34,6;;;
Acy_B1 | Acy_B3 | Acy_B4;jar5;run1;day4;Alkalinity_preT7_5[1]_26_07_19-10_58_59.csv;2,585688344;0,00711321224859;1061,947863;26,67;34,6;;;
Mdi_C1 | Mdi_C3 | Mdi_C4;jar6;run1;day4;Alkalinity_preT7_5[1]_26_07_19-11_05_21.csv;2,544048626;0,04875293080449;1061,947863;26,67;34,6;;;
Plo_B1 |   Plo_B2 |  Plo_B3;jar7;run1;day4;Alkalinity_preT7_5[1]_26_07_19-11_11_49.csv;2,559927248;0,03287430889104;1061,947863;26,67;34,6;;;
Pcy_B1 | Pcy_B2 | Pcy_B4;jar8;run1;day4;Alkalinity_preT7_5[1]_26_07_19-11_21_58.csv;2,59449974;-0,00169818295804;1061,947863;26,67;34,6;;;
Pru_D1 | Pru_D3 | Pru_D4;jar9;run1;day4;Alkalinity_preT7_5[1]_26_07_19-11_28_11.csv;2,569411073;0,02339048367119;1061,947863;26,67;34,6;;;
control;jar10;run1;day4;Alkalinity_preT7_5[1]_26_07_19-11_35_10.csv;2,592801557;;1061,947863;26,67;34,6;;;
