assemblages;jar;run;day;file_name;TA;dTA;swd;temp;sal;;;
Pve_A1 | Pve_A2 | Pve_A4;jar1;run2;day4;Alkalinity_preT7_5[1]_26_07_19-12_47_44.csv;2,467550202;0,10451026500267;1061,947863;26,67;34,6;;;
Pda_B1 | Pda_B2 | Pda_B4;jar2;run2;day4;Alkalinity_preT7_5[1]_26_07_19-12_55_07.csv;2,487401228;0,08465923947186;1061,947863;26,67;34,6;;;
Spi_B1  | Spi_B2  | Spi_B3;jar3;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_02_13.csv;2,462189524;0,10987094356754;1061,947863;26,67;34,6;;;
Amu_B1 | Amu_B2 | Amu_B4;jar4;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_07_58.csv;2,574806994;-0,00274652646902;1061,947863;26,67;34,6;;;
Mdi_A1 | Mdi_A3 | Mdi_A4;jar5;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_15_32.csv;2,494056186;0,07800428116428;1061,947863;26,67;34,6;;;
Plo_C1 |  Plo_C2 |  Plo_C3;jar6;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_24_14.csv;2,526654544;0,04540592343169;1061,947863;26,67;34,6;;;
Pcy_C1 | Pcy_C3 | Pcy_C4;jar7;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_31_01.csv;2,532101288;0,03995917959549;1061,947863;26,67;34,6;;;
Pru_E2 | Pru_E3 | Pru_E4;jar8;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_37_51.csv;2,538393852;0,03366661491585;1061,947863;26,67;34,6;;;
Acy_D1 | Acy_D2 | Acy_D3;jar9;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_44_57.csv;2,578816079;-0,00675561192906;1061,947863;26,67;34,6;;;
control;jar10;run2;day4;Alkalinity_preT7_5[1]_26_07_19-13_53_14.csv;2,572060467;;1061,947863;26,67;34,6;;;
Pve_B1 | Pve_B3 | Pve_B4;jar1;run3;day4;Alkalinity_preT7_5[1]_26_07_19-15_25_58.csv;2,419054087;0,12835664631541;1061,947863;26,67;34,6;;;
Pda_D1 | Pda_D2 | Pda_D4;jar2;run3;day4;Alkalinity_preT7_5[1]_26_07_19-15_33_50.csv;2,524754873;0,02265586062896;1061,947863;26,67;34,6;;;
Spi_D1 |   Spi_D2 |  Spi_D4;jar3;run3;day4;Alkalinity_preT7_5[1]_26_07_19-15_41_54.csv;2,465350984;0,08205974963871;1061,947863;26,67;34,6;;;
Amu_A1 | Amu_A2 | Amu_A3;jar4;run3;day4;Alkalinity_preT7_5[1]_26_07_19-15_49_27.csv;2,506015612;0,04139512173490;1061,947863;26,67;34,6;;;
Acy_A1 | Acy_A2 | Acy_A3;jar5;run3;day4;Alkalinity_preT7_5[1]_26_07_19-15_58_59.csv;2,545764431;0,00164630243640;1061,947863;26,67;34,6;;;
Mdi_D1 | Mdi_D3 | Mdi_D4;jar6;run3;day4;Alkalinity_preT7_5[1]_26_07_19-16_06_24.csv;2,484744987;0,06266574615357;1061,947863;26,67;34,6;;;
Plo_D1 | Plo_D2 | Plo_D3;jar7;run3;day4;Alkalinity_preT7_5[1]_26_07_19-16_15_52.csv;2,526762117;0,02064861671160;1061,947863;26,67;34,6;;;
Pcy_A1 | Pcy_A2 | Pcy_A4;jar8;run3;day4;Alkalinity_preT7_5[1]_26_07_19-16_23_43.csv;2,5220108;0,02539993331410;1061,947863;26,67;34,6;;;
Pru_A1 | Pru_A3 | Pru_A4;jar9;run3;day4;Alkalinity_preT7_5[1]_26_07_19-16_30_56.csv;2,525096839;0,02231389493083;1061,947863;26,67;34,6;;;
control;jar10;run3;day4;Alkalinity_preT7_5[1]_26_07_19-16_40_32.csv;2,547410734;;1061,947863;26,67;34,6;;;
