assemblages;jar;run;day;file_name;TA;dTA;swd;temp;sal;;;
Pda-A2;jar1;run1;day11;Alkalinity_preT7_5[1]_05_08_19-09_33_46.csv;2,4950645;0,02305068823057;1062,792294;26,45517241;35,5;;;
Pda-B2;jar2;run1;day11;Alkalinity_preT7_5[1]_05_08_19-09_42_52.csv;2,484178493;0,03393669506573;1062,792294;26,45517241;35,5;;;
Pda-D2;jar3;run1;day11;NA;NA;NA;1062,792294;26,45517241;35,5;glass umgekippt, wird an tag 16 wiederholt;;
Acy-B3;jar4;run1;day11;Alkalinity_preT7_5[1]_05_08_19-09_55_11.csv;2,495377752;0,02273743542765;1062,792294;26,45517241;35,5;;;
Acy-D2;jar5;run1;day11;Alkalinity_preT7_5[1]_05_08_19-10_02_27.csv;2,505823727;0,01229146104612;1062,792294;26,45517241;35,5;;;
Acy-A2;jar6;run1;day11;Alkalinity_preT7_5[1]_05_08_19-10_08_47.csv;2,504092941;0,01402224727385;1062,792294;26,45517241;35,5;;;
Pcy-B2;jar7;run1;day11;Alkalinity_preT7_5[1]_05_08_19-10_15_06.csv;2,486202539;0,03191264908487;1062,792294;26,45517241;35,5;;;
Pcy-C3;jar8;run1;day11;Alkalinity_preT7_5[1]_05_08_19-10_21_07.csv;2,485708619;0,03240656913675;1062,792294;26,45517241;35,5;;;
Pcy-A2;jar9;run1;day11;Alkalinity_preT7_5[1]_05_08_19-10_29_27.csv;2,499945024;0,01817016352066;1062,792294;26,45517241;35,5;;;
control;jar10;run1;day11;Alkalinity_preT7_5[1]_05_08_19-10_37_34.csv;2,518115188;;1062,792294;26,45517241;35,5;;;
Pda-A4;jar1;run2;day11;Alkalinity_preT7_5[1]_05_08_19-11_29_06.csv;2,482966606;-0,00286297306912;1062,792294;26,45517241;35,5;;;
Pda-B4;jar2;run2;day11;Alkalinity_preT7_5[1]_05_08_19-11_41_05.csv;2,469198961;0,01090467139900;1062,792294;26,45517241;35,5;;;
Pda-D4;jar3;run2;day11;Alkalinity_preT7_5[1]_05_08_19-11_48_31.csv;2,518621125;-0,03851749241690;1062,792294;26,45517241;35,5;;;
Acy-B4;jar4;run2;day11;Alkalinity_preT7_5[1]_05_08_19-11_55_07.csv;2,494420822;-0,01431718929453;1062,792294;26,45517241;35,5;;;
Acy-D3;jar5;run2;day11;Alkalinity_preT7_5[1]_05_08_19-12_03_11.csv;2,490395336;-0,01029170305389;1062,792294;26,45517241;35,5;;;
Acy-A3;jar6;run2;day11;Alkalinity_preT7_5[1]_05_08_19-12_10_02.csv;2,493133717;-0,01303008372387;1062,792294;26,45517241;35,5;;;
Pcy-B4;jar7;run2;day11;Alkalinity_preT7_5[1]_05_08_19-12_16_27.csv;2,478018194;0,00208543875964;1062,792294;26,45517241;35,5;;;
Pcy-C4;jar8;run2;day11;Alkalinity_preT7_5[1]_05_08_19-12_22_38.csv;2,489117431;-0,00901379847203;1062,792294;26,45517241;35,5;;;
Pcy-A4;jar9;run2;day11;Alkalinity_preT7_5[1]_05_08_19-12_28_45.csv;2,47730761;0,00279602254342;1062,792294;26,45517241;35,5;;;
control;jar10;run2;day11;Alkalinity_preT7_5[1]_05_08_19-12_34_38.csv;2,480103633;;1062,792294;26,45517241;35,5;;;
Pda-A1;jar1;run3;day11;Alkalinity_preT7_5[1]_05_08_19-13_25_13.csv;2,507075545;0,00399789495143;1062,792294;26,45517241;35,5;;;
Pda-B1;jar2;run3;day11;Alkalinity_preT7_5[1]_05_08_19-13_42_59.csv;2,491002864;0,02007057539659;1062,792294;26,45517241;35,5;;;
Pda-D1;jar3;run3;day11;Alkalinity_preT7_5[1]_05_08_19-13_50_32.csv;2,509985439;0,00108800051941;1062,792294;26,45517241;35,5;;;
Acy-B1;jar4;run3;day11;Alkalinity_preT7_5[1]_05_08_19-13_57_37.csv;2,509752399;0,00132104019978;1062,792294;26,45517241;35,5;;;
Acy-D1;jar5;run3;day11;Alkalinity_preT7_5[1]_05_08_19-14_05_16.csv;2,510052785;0,00102065414019;1062,792294;26,45517241;35,5;;;
Acy-A1;jar6;run3;day11;Alkalinity_preT7_5[1]_05_08_19-14_11_51.csv;2,51552745;-0,00445401021268;1062,792294;26,45517241;35,5;;;
Pcy-B1;jar7;run3;day11;Alkalinity_preT7_5[1]_05_08_19-14_18_20.csv;2,509325077;0,00174836243290;1062,792294;26,45517241;35,5;;;
Pcy-C1;jar8;run3;day11;Alkalinity_preT7_5[1]_05_08_19-14_24_33.csv;2,501001401;0,01007203875095;1062,792294;26,45517241;35,5;;;
Pcy-A1;jar9;run3;day11;Alkalinity_preT7_5[1]_05_08_19-14_30_41.csv;2,511833552;-0,00076011248950;1062,792294;26,45517241;35,5;;;
control;jar10;run3;day11;Alkalinity_preT7_5[1]_05_08_19-14_37_13.csv;2,511073439;;1062,792294;26,45517241;35,5;;;
