assemblages;jar;run;day;file_name;TA;dTA;swd;temp;sal;;;
Pve-F1 | Acy-B1 | Pru-D1;jar1;run1;day8;Alkalinity_preT7_5[1]_01_08_19-09_26_13.csv;2,652581401;0,06431237801389;1062,903329;25,99333333;35,4;;;
Pve-A1 | Acy-D1 | Pru-E2;jar2;run1;day8;Alkalinity_preT7_5[1]_01_08_19-09_34_08.csv;2,662209755;0,05468402467132;1062,903329;25,99333333;35,4;;;
Pve-B1 | Acy-A1 | Pru-A1;jar3;run1;day8;Alkalinity_preT7_5[1]_01_08_19-09_41_01.csv;2,651342484;0,06555129547325;1062,903329;25,99333333;35,4;;;
Pda-A1 | Mdi-C1 | Plo-B1;jar4;run1;day8;Alkalinity_preT7_5[1]_01_08_19-09_48_13.csv;2,680351514;0,03654226472468;1062,903329;25,99333333;35,4;;;
Pda-B1 | Mdi-A1 | Plo-C1;jar5;run1;day8;Alkalinity_preT7_5[1]_01_08_19-09_55_14.csv;2,655804178;0,06108960121716;1062,903329;25,99333333;35,4;;;
Pda-D1 | Mdi-D1 | Plo-D1;jar6;run1;day8;Alkalinity_preT7_5[1]_01_08_19-10_02_40.csv;2,695354852;0,02153892748847;1062,903329;25,99333333;35,4;;;
Spi-A1 | Amu-D1 | Pcy-B1;jar7;run1;day8;Alkalinity_preT7_5[1]_01_08_19-10_10_46.csv;2,674842577;0,04205120222328;1062,903329;25,99333333;35,4;;;
Spi-B1 | Amu-B1 | Pcy-C1;jar8;run1;day8;Alkalinity_preT7_5[1]_01_08_19-10_18_47.csv;2,659120902;0,05777287704208;1062,903329;25,99333333;35,4;;;
Spi-D1 | Amu-A1 | Pcy-A1;jar9;run1;day8;Alkalinity_preT7_5[1]_01_08_19-10_25_20.csv;2,670908159;0,04598562029993;1062,903329;25,99333333;35,4;;;
control;jar10;run1;day8;Alkalinity_preT7_5[1]_01_08_19-10_32_18.csv;2,716893779;;1062,903329;25,99333333;35,4;;;
Pve-F3 | Acy-B3 | Pru-D3;jar1;run2;day8;Alkalinity_preT7_5[1]_01_08_19-11_22_32.csv;2,645973261;0,04827043004504;1062,903329;25,99333333;35,4;;;
Pve-A2 | Acy-D2 | Pru-E3;jar2;run2;day8;Alkalinity_preT7_5[1]_01_08_19-11_29_50.csv;2,660047464;0,03419622749887;1062,903329;25,99333333;35,4;;;
Pve-B3 | Acy-A2 | Pru-A3;jar3;run2;day8;Alkalinity_preT7_5[1]_01_08_19-11_38_05.csv;2,64891491;0,04532878167978;1062,903329;25,99333333;35,4;;;
Pda-A2 | Mdi-C3 | Plo-B2;jar4;run2;day8;Alkalinity_preT7_5[1]_01_08_19-11_44_47.csv;2,671097663;0,02314602862986;1062,903329;25,99333333;35,4;;;
Pda-B2 | Mdi-A3 | Plo-C2;jar5;run2;day8;Alkalinity_preT7_5[1]_01_08_19-11_50_42.csv;2,634067721;0,06017596997446;1062,903329;25,99333333;35,4;;;
Pda-D2 | Mdi-D3 | Plo-D2;jar6;run2;day8;Alkalinity_preT7_5[1]_01_08_19-11_58_56.csv;2,665273209;0,02897048210584;1062,903329;25,99333333;35,4;;;
Spi-A2 | Amu-D2 | Pcy-B2;jar7;run2;day8;Alkalinity_preT7_5[1]_01_08_19-12_05_44.csv;2,636115894;0,05812779682538;1062,903329;25,99333333;35,4;;;
Spi-B2 | Amu-B2 | Pcy-C3;jar8;run2;day8;Alkalinity_preT7_5[1]_01_08_19-12_14_08.csv;2,639383567;0,05486012421694;1062,903329;25,99333333;35,4;;;
Spi-D2 | Amu-A2 | Pcy-A2;jar9;run2;day8;Alkalinity_preT7_5[1]_01_08_19-12_23_56.csv;2,634137735;0,06010595601663;1062,903329;25,99333333;35,4;;;
control;jar10;run2;day8;Alkalinity_preT7_5[1]_01_08_19-12_30_16.csv;2,694243691;;1062,903329;25,99333333;35,4;;;
Pve-F4 | Acy-B4 | Pru-D4;jar1;run3;day8;Alkalinity_preT7_5[1]_01_08_19-13_30_01.csv;2,631926949;0,05380247874520;1062,903329;25,99333333;35,4;;;
Pve-A4 | Acy-D3 | Pru-E4;jar2;run3;day8;Alkalinity_preT7_5[1]_01_08_19-13_41_00.csv;2,630877517;0,05485191042898;1062,903329;25,99333333;35,4;;;
Pve-B4 | Acy-A3 | Pru-A4;jar3;run3;day8;Alkalinity_preT7_5[1]_01_08_19-13_50_19.csv;2,631211972;0,05451745546021;1062,903329;25,99333333;35,4;;;
Pda-A4 | Mdi-C4 | Plo-B3;jar4;run3;day8;Alkalinity_preT7_5[1]_01_08_19-13_57_59.csv;2,637387987;0,04834144034812;1062,903329;25,99333333;35,4;;;
Pda-B4 | Mdi-A4 | Plo-C3;jar5;run3;day8;Alkalinity_preT7_5[1]_01_08_19-14_04_34.csv;2,635541217;0,05018821068747;1062,903329;25,99333333;35,4;;;
Pda-D4 | Mdi-D4 | Plo-D3;jar6;run3;day8;Alkalinity_preT7_5[1]_01_08_19-14_10_30.csv;2,643962858;0,04176656905020;1062,903329;25,99333333;35,4;;;
Spi-A4 | Amu-D3 | Pcy-B4;jar7;run3;day8;Alkalinity_preT7_5[1]_01_08_19-14_17_37.csv;2,611026618;0,07470280997881;1062,903329;25,99333333;35,4;;;
Spi-B3 | Amu-B4 | Pcy-C4;jar8;run3;day8;Alkalinity_preT7_5[1]_01_08_19-14_25_05.csv;2,629803511;0,05592591617984;1062,903329;25,99333333;35,4;;;
Spi-D4 | Amu-A3 | Pcy-A4;jar9;run3;day8;Alkalinity_preT7_5[1]_01_08_19-14_31_39.csv;2,625310457;0,06041897061583;1062,903329;25,99333333;35,4;;;
