ml;pH;sec;°C
0.000;8.053;0.0;26.0
7.500;4.976;12.0;26.0
7.500;5.051;12.4;26.0
7.541;5.152;13.5;26.0
7.587;5.053;14.7;26.0
7.633;5.013;15.8;26.0
7.678;4.954;17.0;26.0
7.724;4.898;18.1;26.0
7.769;4.826;19.2;26.0
7.815;4.749;20.4;26.0
7.861;4.660;21.5;26.0
7.906;4.634;22.7;26.0
7.952;4.596;23.8;26.0
7.968;4.566;24.4;26.0
7.968;4.618;29.0;26.1
7.968;4.618;29.0;26.1
7.968;4.618;29.1;26.1
7.999;4.554;30.1;26.1
8.019;4.554;36.5;26.1
8.039;4.533;39.4;26.0
8.059;4.508;42.1;26.1
8.079;4.483;44.7;26.0
8.099;4.457;47.4;26.0
8.119;4.432;50.0;26.1
8.139;4.413;54.6;26.0
8.159;4.377;57.3;26.0
8.179;4.362;60.1;26.0
8.199;4.343;64.7;26.1
8.219;4.314;67.3;26.1
8.239;4.294;70.0;26.0
8.259;4.277;72.9;26.1
8.279;4.257;75.5;26.1
8.299;4.231;78.2;26.1
8.319;4.205;80.8;26.1
8.339;4.194;85.2;26.1
8.359;4.172;89.0;26.0
8.379;4.153;91.7;26.1
8.399;4.134;96.0;26.1
8.419;4.116;99.8;26.1
8.439;4.099;103.8;26.1
8.459;4.076;106.5;26.1
8.479;4.062;109.2;26.1
8.499;4.051;113.0;26.1
8.519;4.031;115.6;26.1
8.539;4.016;118.3;26.1
8.559;4.001;120.9;26.1
8.579;3.985;123.6;26.1
8.599;3.970;126.3;26.1
8.619;3.956;128.9;26.1
8.639;3.945;131.6;26.1
8.659;3.933;134.3;26.1
8.679;3.919;137.7;26.1
8.699;3.904;140.3;26.1
8.719;3.893;143.8;26.1
8.739;3.878;146.4;26.1
8.759;3.863;149.1;26.1
8.779;3.852;151.7;26.1
8.799;3.838;154.4;26.1
8.819;3.829;157.1;26.1
8.839;3.818;160.1;26.1
8.859;3.807;162.8;26.1
8.879;3.796;166.6;26.1
8.899;3.785;169.2;26.1
8.919;3.775;172.7;26.1
8.939;3.764;175.3;26.1
8.959;3.755;178.0;26.1
8.979;3.745;181.0;26.1
8.999;3.736;184.4;26.1
9.019;3.728;187.1;26.1
9.039;3.718;189.8;26.1
9.059;3.709;192.4;26.1
9.079;3.702;195.1;26.1
9.099;3.693;197.7;26.1
9.119;3.685;200.4;26.1
9.139;3.676;203.1;26.1
9.159;3.668;205.7;26.1
9.179;3.660;208.4;26.1
9.199;3.653;211.1;26.1
9.219;3.645;213.7;26.1
9.239;3.638;216.4;26.1
9.259;3.631;219.0;26.1
9.279;3.624;221.7;26.1
9.299;3.617;224.9;26.1
9.319;3.609;227.6;26.1
9.339;3.603;230.3;26.2
9.359;3.596;232.9;26.1
9.379;3.589;235.6;26.1
9.399;3.582;238.8;26.1
9.419;3.576;241.5;26.1
9.439;3.570;244.1;26.1
9.459;3.564;247.6;26.1
9.479;3.559;250.2;26.2
9.499;3.552;252.9;26.1
9.519;3.546;255.5;26.1
9.539;3.540;258.2;26.2
9.559;3.533;260.9;26.1
9.579;3.528;263.5;26.1
9.599;3.523;266.9;26.2
9.619;3.516;269.6;26.1
9.639;3.511;272.3;26.1
9.659;3.506;274.9;26.2
9.679;3.501;277.6;26.1
9.699;3.496;281.0;26.1
9.719;3.491;283.7;26.2
9.739;3.486;286.3;26.1
9.739;3.486;286.5;26.1
