ml;pH;sec;°C
0.000;8.004;0.0;26.1
7.500;4.556;12.0;26.1
7.500;4.647;12.4;26.1
7.544;4.788;13.5;26.1
7.589;4.757;14.7;26.1
7.635;4.736;15.8;26.1
7.680;4.687;17.0;26.1
7.726;4.639;18.1;26.1
7.773;4.582;19.4;26.1
7.773;4.675;23.2;26.1
7.773;4.675;23.2;26.1
7.773;4.675;23.4;26.1
7.818;4.574;24.8;26.1
7.818;4.623;28.2;26.1
7.818;4.623;28.2;26.1
7.818;4.624;28.4;26.1
7.847;4.558;29.3;26.1
7.847;4.591;32.7;26.1
7.847;4.591;32.7;26.1
7.847;4.591;32.9;26.1
7.861;4.559;33.5;26.1
7.881;4.554;40.7;26.1
7.901;4.531;44.7;26.1
7.921;4.509;48.5;26.2
7.941;4.484;52.3;26.1
7.961;4.460;56.3;26.2
7.981;4.436;60.5;26.1
8.001;4.414;64.5;26.1
8.021;4.391;68.3;26.1
8.041;4.370;72.1;26.2
8.061;4.349;75.3;26.1
8.081;4.326;78.0;26.2
8.101;4.306;82.0;26.2
8.121;4.284;85.8;26.2
8.141;4.262;89.4;26.2
8.161;4.240;93.0;26.1
8.181;4.220;96.6;26.1
8.201;4.199;99.3;26.1
8.221;4.181;102.9;26.1
8.241;4.163;106.5;26.2
8.261;4.145;110.1;26.2
8.281;4.127;113.7;26.2
8.301;4.109;116.9;26.2
8.321;4.089;120.2;26.2
8.341;4.070;123.6;26.2
8.361;4.052;126.8;26.2
8.381;4.034;130.3;26.2
8.401;4.018;133.7;26.2
8.421;4.004;136.3;26.2
8.441;3.988;139.6;26.2
8.461;3.975;142.6;26.2
8.481;3.960;145.3;26.2
8.501;3.947;148.5;26.2
8.521;3.932;151.2;26.2
8.541;3.918;154.2;26.2
8.561;3.906;157.6;26.2
8.581;3.892;160.7;26.2
8.601;3.880;163.7;26.2
8.621;3.869;166.8;26.2
8.641;3.857;170.0;26.2
8.661;3.846;173.2;26.2
8.681;3.836;176.3;26.2
8.701;3.825;179.5;26.2
8.721;3.814;182.5;26.2
8.741;3.803;185.2;26.2
8.761;3.792;188.2;26.2
8.781;3.783;191.1;26.2
8.801;3.772;193.7;26.2
8.821;3.763;196.8;26.2
8.841;3.754;200.0;26.2
8.861;3.745;203.1;26.2
8.881;3.737;205.7;26.2
8.901;3.728;208.8;26.2
8.921;3.719;211.4;26.2
8.941;3.710;214.7;26.2
8.961;3.702;217.7;26.2
8.981;3.693;220.7;26.2
9.001;3.685;223.4;26.2
9.021;3.676;226.4;26.2
9.041;3.669;229.7;26.2
9.061;3.662;232.5;26.2
9.081;3.654;235.2;26.2
9.101;3.647;238.0;26.2
9.121;3.640;240.9;26.2
9.141;3.632;243.6;26.2
9.161;3.624;246.6;26.2
9.181;3.618;249.3;26.2
9.201;3.611;252.5;26.2
9.221;3.605;255.2;26.2
9.241;3.599;257.8;26.2
9.261;3.592;260.5;26.2
9.281;3.586;263.1;26.2
9.301;3.579;266.0;26.2
9.321;3.573;268.8;26.2
9.341;3.567;271.9;26.2
9.361;3.560;274.9;26.2
9.381;3.554;278.0;26.2
9.401;3.548;281.0;26.2
9.421;3.542;283.7;26.2
9.441;3.537;286.3;26.2
9.461;3.532;289.0;26.2
9.481;3.526;291.7;26.2
9.501;3.521;294.7;26.2
9.521;3.515;297.5;26.2
9.541;3.510;300.2;26.2
9.561;3.504;302.9;26.2
9.581;3.498;305.5;26.2
9.601;3.493;308.2;26.2
9.621;3.488;311.0;26.2
9.621;3.489;311.2;26.2
