ml;pH;sec;°C
0.000;7.937;0.0;25.9
7.500;5.222;12.0;25.9
7.500;5.183;12.4;25.9
7.544;5.179;13.5;25.9
7.590;5.133;14.7;25.9
7.635;5.081;15.8;25.9
7.681;5.005;17.0;25.9
7.727;4.942;18.1;25.9
7.772;4.901;19.2;25.9
7.818;4.841;20.4;25.9
7.864;4.782;21.5;25.9
7.909;4.727;22.7;25.9
7.955;4.685;23.8;25.9
8.000;4.628;25.0;25.9
8.032;4.581;25.9;25.9
8.052;4.546;30.7;26.0
8.072;4.523;33.3;25.9
8.092;4.503;36.0;26.0
8.112;4.481;38.7;26.0
8.132;4.455;41.3;26.0
8.152;4.432;44.0;26.0
8.172;4.406;46.6;26.0
8.192;4.384;49.3;26.0
8.212;4.362;52.0;26.0
8.232;4.341;54.8;26.0
8.252;4.320;57.7;26.0
8.272;4.301;60.5;26.0
8.292;4.279;63.4;26.0
8.312;4.256;66.0;26.0
8.332;4.234;68.7;26.0
8.352;4.213;71.4;26.0
8.372;4.193;74.0;26.0
8.392;4.172;76.7;26.0
8.412;4.153;79.3;26.0
8.432;4.133;82.0;26.0
8.452;4.115;84.7;26.0
8.472;4.100;87.3;26.0
8.492;4.082;90.0;26.0
8.512;4.067;92.6;26.0
8.532;4.049;95.3;26.0
8.552;4.033;98.0;26.0
8.572;4.016;100.6;26.0
8.592;4.001;103.3;26.0
8.612;3.986;106.0;26.0
8.632;3.971;108.6;26.0
8.652;3.958;111.3;26.0
8.672;3.945;113.9;26.0
8.692;3.932;116.6;26.0
8.712;3.919;119.3;26.0
8.732;3.906;121.9;26.0
8.752;3.893;124.6;26.0
8.772;3.881;127.2;26.0
8.792;3.869;129.9;26.0
8.812;3.857;132.6;26.0
8.832;3.847;135.2;26.0
8.852;3.837;137.9;26.0
8.872;3.827;140.6;26.0
8.892;3.816;143.2;26.0
8.912;3.805;145.9;26.0
8.932;3.794;148.5;26.0
8.952;3.784;151.2;26.0
8.972;3.773;153.9;26.0
8.992;3.764;156.5;26.0
9.012;3.753;159.2;26.0
9.032;3.742;161.9;26.0
9.052;3.732;164.5;26.0
9.072;3.724;167.2;26.0
9.092;3.716;169.8;26.0
9.112;3.706;172.5;26.0
9.132;3.697;175.2;26.0
9.152;3.689;177.8;26.0
9.172;3.680;180.5;26.0
9.192;3.671;183.1;26.0
9.212;3.663;185.8;26.0
9.232;3.656;188.5;26.1
9.252;3.649;191.1;26.0
9.272;3.640;193.8;26.0
9.292;3.633;196.5;26.0
9.312;3.626;199.1;26.0
9.332;3.619;201.8;26.1
9.352;3.611;204.4;26.0
9.372;3.604;207.1;26.0
9.392;3.597;209.8;26.1
9.412;3.591;212.4;26.1
9.432;3.585;215.1;26.0
9.452;3.578;217.7;26.0
9.472;3.572;220.4;26.0
9.492;3.566;223.1;26.1
9.512;3.560;225.7;26.1
9.532;3.553;228.4;26.0
9.552;3.547;231.1;26.0
9.572;3.542;233.7;26.1
9.592;3.536;236.4;26.1
9.612;3.530;239.0;26.0
9.632;3.524;241.7;26.0
9.652;3.519;244.4;26.1
9.672;3.514;247.0;26.1
9.692;3.509;249.7;26.0
9.712;3.503;252.3;26.0
9.732;3.498;255.0;26.1
9.752;3.492;257.7;26.1
9.772;3.487;260.3;26.1
9.772;3.487;260.5;26.1
