ml;pH;sec;°C
0.000;7.937;0.0;26.4
7.500;6.310;12.0;26.4
7.500;6.207;12.4;26.4
7.545;6.180;13.5;26.4
7.590;6.108;14.7;26.4
7.636;5.997;15.8;26.4
7.681;5.859;17.0;26.4
7.727;5.729;18.1;26.4
7.773;5.569;19.3;26.4
7.818;5.474;20.4;26.4
7.864;5.349;21.5;26.4
7.910;5.251;22.7;26.4
7.955;5.166;23.8;26.4
8.001;4.993;25.0;26.4
8.046;4.896;26.1;26.4
8.092;4.818;27.3;26.4
8.138;4.750;28.4;26.4
8.183;4.653;29.5;26.4
8.229;4.609;30.7;26.4
8.253;4.555;31.4;26.4
8.273;4.336;44.0;26.3
8.293;4.312;48.0;26.3
8.313;4.287;50.6;26.3
8.333;4.250;53.3;26.3
8.353;4.228;56.0;26.3
8.373;4.223;58.6;26.3
8.393;4.198;61.5;26.3
8.413;4.178;64.1;26.3
8.433;4.160;67.0;26.3
8.453;4.143;69.8;26.3
8.473;4.125;72.7;26.3
8.493;4.106;75.4;26.3
8.513;4.091;78.0;26.3
8.533;4.071;81.8;26.3
8.553;4.055;84.5;26.3
8.573;4.036;87.1;26.3
8.593;4.019;90.6;26.3
8.613;4.005;93.2;26.3
8.633;3.984;95.9;26.3
8.653;3.977;98.6;26.3
8.673;3.964;101.2;26.3
8.693;3.948;103.9;26.3
8.713;3.938;106.5;26.3
8.733;3.924;109.4;26.3
8.753;3.905;112.1;26.3
8.773;3.891;114.7;26.3
8.793;3.885;117.4;26.3
8.813;3.872;120.4;26.3
8.833;3.862;123.1;26.3
8.853;3.851;125.7;26.3
8.873;3.842;128.4;26.3
8.893;3.831;131.1;26.3
8.913;3.821;133.7;26.3
8.933;3.810;136.4;26.3
8.953;3.799;139.1;26.3
8.973;3.789;141.7;26.3
8.993;3.780;144.4;26.3
9.013;3.770;147.0;26.3
9.033;3.759;149.7;26.3
9.053;3.749;152.4;26.3
9.073;3.742;155.0;26.3
9.093;3.731;157.7;26.3
9.113;3.723;160.3;26.2
9.133;3.715;163.0;26.3
9.153;3.704;165.7;26.3
9.173;3.695;168.3;26.3
9.193;3.686;171.0;26.3
9.213;3.676;173.7;26.3
9.233;3.667;176.3;26.3
9.253;3.661;179.0;26.3
9.273;3.651;181.6;26.3
9.293;3.645;184.3;26.3
9.313;3.637;187.9;26.3
9.333;3.630;190.6;26.3
9.353;3.623;193.2;26.3
9.373;3.616;195.9;26.3
9.393;3.609;198.6;26.3
9.413;3.601;201.2;26.2
9.433;3.594;203.9;26.3
9.453;3.589;206.5;26.3
9.473;3.582;209.2;26.3
9.493;3.576;211.9;26.3
9.513;3.570;214.5;26.2
9.533;3.565;217.2;26.3
9.553;3.558;219.9;26.3
9.573;3.552;222.5;26.3
9.593;3.544;225.9;26.2
9.613;3.536;228.6;26.2
9.633;3.533;231.3;26.2
9.653;3.529;233.9;26.3
9.673;3.523;236.6;26.3
9.693;3.516;239.2;26.3
9.713;3.511;241.9;26.2
9.733;3.504;244.6;26.3
9.753;3.501;247.2;26.3
9.773;3.495;249.9;26.3
9.793;3.490;252.6;26.3
9.793;3.489;252.7;26.3
