ml;pH;sec;°C
0.000;8.034;0.0;25.8
7.500;5.282;12.0;25.8
7.500;5.314;12.4;25.8
7.544;5.429;13.5;25.8
7.589;5.431;14.7;25.8
7.635;5.368;15.8;25.8
7.681;5.318;17.0;25.8
7.726;5.249;18.1;25.8
7.772;5.165;19.3;25.8
7.818;5.080;20.4;25.8
7.863;4.969;21.5;25.8
7.909;4.911;22.7;25.8
7.955;4.837;23.8;25.8
8.000;4.774;25.0;25.8
8.046;4.721;26.1;25.8
8.092;4.665;27.3;25.8
8.137;4.613;28.4;25.8
8.161;4.575;29.2;25.8
8.181;4.500;35.4;25.8
8.201;4.472;38.3;25.9
8.221;4.448;41.3;25.8
8.241;4.421;44.2;25.9
8.261;4.400;46.8;25.8
8.281;4.380;49.7;25.9
8.301;4.358;52.5;25.9
8.321;4.331;55.4;25.8
8.341;4.308;58.2;25.8
8.361;4.284;61.1;25.9
8.381;4.260;63.8;25.9
8.401;4.244;66.6;25.9
8.421;4.218;69.3;25.9
8.441;4.200;71.9;25.8
8.461;4.179;74.6;25.8
8.481;4.161;77.3;25.9
8.501;4.143;79.9;25.9
8.521;4.125;82.6;25.8
8.541;4.104;85.2;25.8
8.561;4.083;87.9;25.9
8.581;4.068;90.6;25.9
8.601;4.052;93.4;25.9
8.621;4.034;96.1;25.9
8.641;4.018;98.7;25.8
8.661;4.003;101.4;25.9
8.681;3.988;104.1;25.9
8.701;3.974;106.7;25.8
8.721;3.959;109.4;25.8
8.741;3.945;112.0;25.9
8.761;3.930;114.7;25.9
8.781;3.916;117.4;25.8
8.801;3.903;120.0;25.8
8.821;3.891;122.7;25.9
8.841;3.879;125.4;25.9
8.861;3.869;128.0;25.8
8.881;3.857;130.7;25.8
8.901;3.843;133.3;25.9
8.921;3.833;136.0;25.9
8.941;3.820;138.7;25.8
8.961;3.811;141.3;25.8
8.981;3.799;144.0;25.9
9.001;3.788;146.7;25.8
9.021;3.778;149.3;25.8
9.041;3.769;152.0;25.9
9.061;3.761;154.6;25.9
9.081;3.750;157.3;25.8
9.101;3.741;160.0;25.8
9.121;3.733;162.6;25.9
9.141;3.723;165.3;25.9
9.161;3.714;167.9;25.8
9.181;3.705;170.6;25.8
9.201;3.697;173.3;25.9
9.221;3.688;175.9;25.9
9.241;3.679;178.6;25.8
9.261;3.672;181.3;25.8
9.281;3.666;183.9;25.9
9.301;3.657;186.6;25.8
9.321;3.650;189.2;25.8
9.341;3.643;191.9;25.9
9.361;3.635;194.6;25.9
9.381;3.626;197.2;25.8
9.401;3.620;199.9;25.9
9.421;3.613;202.5;25.9
9.441;3.607;205.2;25.8
9.461;3.600;207.9;25.8
9.481;3.594;210.5;25.9
9.501;3.587;213.2;25.9
9.521;3.581;215.9;25.8
9.541;3.574;218.5;25.8
9.561;3.568;221.2;25.9
9.581;3.562;223.8;25.9
9.601;3.555;226.5;25.8
9.621;3.550;229.2;25.9
9.641;3.544;231.8;25.9
9.661;3.539;234.5;25.9
9.681;3.533;237.2;25.8
9.701;3.527;240.6;25.9
9.721;3.523;243.2;25.9
9.741;3.516;245.9;25.8
9.761;3.510;248.6;25.8
9.781;3.506;251.2;25.9
9.801;3.500;253.9;25.9
9.821;3.495;256.5;25.8
9.841;3.490;259.2;25.8
9.861;3.486;261.9;25.9
9.861;3.486;262.1;25.9
