ml;pH;sec;°C
0.000;7.992;0.0;26.2
7.500;5.260;12.0;26.2
7.500;5.263;12.4;26.2
7.543;5.254;13.5;26.2
7.589;5.188;14.7;26.2
7.634;5.095;15.8;26.2
7.680;5.038;17.0;26.2
7.726;4.961;18.1;26.2
7.771;4.863;19.3;26.2
7.817;4.799;20.4;26.2
7.862;4.734;21.5;26.2
7.908;4.637;22.7;26.2
7.940;4.570;23.6;26.2
7.940;4.626;27.3;26.2
7.940;4.626;27.3;26.2
7.940;4.626;27.4;26.2
7.970;4.556;28.4;26.2
7.990;4.546;35.4;26.2
8.010;4.521;39.4;26.2
8.030;4.494;43.8;26.2
8.050;4.467;46.4;26.2
8.070;4.450;50.6;26.2
8.090;4.429;54.4;26.2
8.110;4.396;57.1;26.2
8.130;4.379;59.8;26.2
8.150;4.357;63.9;26.2
8.170;4.333;68.3;26.2
8.190;4.309;72.5;26.2
8.210;4.287;76.1;26.2
8.230;4.268;79.3;26.2
8.250;4.247;83.7;26.2
8.270;4.227;86.7;26.2
8.290;4.207;90.7;26.2
8.310;4.186;94.7;26.2
8.330;4.164;97.4;26.2
8.350;4.146;100.0;26.2
8.370;4.126;103.3;26.2
8.390;4.107;106.9;26.2
8.410;4.090;110.7;26.2
8.430;4.073;113.9;26.2
8.450;4.057;117.3;26.2
8.470;4.042;120.8;26.3
8.490;4.024;123.4;26.2
8.510;4.010;126.8;26.2
8.530;3.993;129.5;26.2
8.550;3.979;133.1;26.2
8.570;3.964;136.7;26.2
8.590;3.949;140.0;26.2
8.610;3.934;143.9;26.2
8.630;3.921;147.6;26.2
8.650;3.909;150.2;26.2
8.670;3.898;153.8;26.2
8.690;3.884;156.5;26.2
8.710;3.874;159.7;26.2
8.730;3.862;162.4;26.2
8.750;3.850;165.8;26.2
8.770;3.839;169.0;26.2
8.790;3.827;172.3;26.2
8.810;3.817;175.7;26.2
8.830;3.806;178.9;26.2
8.850;3.796;181.6;26.3
8.870;3.787;184.6;26.2
8.890;3.777;187.3;26.2
8.910;3.766;190.3;26.2
8.930;3.757;193.6;26.2
8.950;3.748;196.8;26.2
8.970;3.738;199.8;26.2
8.990;3.727;202.5;26.2
9.010;3.718;205.7;26.2
9.030;3.708;208.4;26.2
9.050;3.700;211.6;26.2
9.070;3.690;214.8;26.2
9.090;3.682;217.9;26.2
9.110;3.673;220.5;26.2
9.130;3.665;223.2;26.2
9.150;3.656;225.9;26.2
9.170;3.649;228.5;26.2
9.190;3.640;231.2;26.2
9.210;3.635;233.8;26.2
9.230;3.628;236.5;26.3
9.250;3.621;239.6;26.2
9.270;3.613;242.6;26.2
9.290;3.607;245.4;26.2
9.310;3.599;248.1;26.2
9.330;3.593;251.0;26.2
9.350;3.585;254.4;26.2
9.370;3.578;257.0;26.2
9.390;3.572;260.1;26.2
9.410;3.565;262.7;26.2
9.430;3.560;266.0;26.2
9.450;3.554;268.6;26.2
9.470;3.547;271.3;26.2
9.490;3.542;274.0;26.2
9.510;3.536;277.0;26.2
9.530;3.530;279.7;26.2
9.550;3.524;283.1;26.2
9.570;3.518;285.7;26.2
9.590;3.513;288.4;26.2
9.610;3.508;291.1;26.2
9.630;3.502;293.7;26.2
9.650;3.497;297.0;26.2
9.670;3.492;299.6;26.2
9.690;3.486;302.3;26.2
9.690;3.487;302.5;26.2
