ml;pH;sec;°C
0.000;7.960;0.0;26.1
7.500;5.196;12.0;26.1
7.500;5.216;12.4;26.1
7.545;5.238;13.5;26.1
7.590;5.197;14.7;26.1
7.636;5.119;15.8;26.1
7.682;5.039;17.0;26.1
7.727;4.967;18.1;26.1
7.773;4.889;19.3;26.1
7.819;4.834;20.4;26.1
7.864;4.760;21.5;26.1
7.910;4.721;22.7;26.1
7.956;4.670;23.8;26.1
8.001;4.601;25.0;26.1
8.017;4.567;25.5;26.1
8.037;4.493;32.9;26.1
8.057;4.468;36.2;26.1
8.077;4.445;39.4;26.1
8.097;4.423;42.3;26.1
8.117;4.399;45.1;26.1
8.137;4.373;48.2;26.1
8.157;4.350;50.8;26.1
8.177;4.325;54.0;26.1
8.197;4.302;56.7;26.1
8.217;4.280;60.1;26.1
8.237;4.258;62.8;26.1
8.257;4.239;65.5;26.1
8.277;4.218;68.3;26.1
8.297;4.199;71.4;26.2
8.317;4.178;74.2;26.1
8.337;4.158;77.4;26.1
8.357;4.137;80.1;26.2
8.377;4.119;82.8;26.2
8.397;4.100;85.6;26.2
8.417;4.082;88.5;26.2
8.437;4.066;91.1;26.2
8.457;4.049;94.2;26.1
8.477;4.034;96.8;26.1
8.497;4.019;99.5;26.2
8.517;4.003;102.2;26.2
8.537;3.986;105.2;26.1
8.557;3.971;108.1;26.2
8.577;3.955;110.7;26.2
8.597;3.941;113.6;26.1
8.617;3.927;116.2;26.2
8.637;3.913;118.9;26.2
8.657;3.898;121.6;26.1
8.677;3.886;124.2;26.2
8.697;3.872;126.9;26.2
8.717;3.859;129.5;26.2
8.737;3.846;132.2;26.2
8.757;3.834;134.9;26.2
8.777;3.822;137.5;26.2
8.797;3.810;140.2;26.2
8.817;3.799;142.8;26.2
8.837;3.789;145.5;26.2
8.857;3.778;148.2;26.2
8.877;3.768;150.8;26.1
8.897;3.759;153.5;26.2
8.917;3.748;156.2;26.2
8.937;3.738;158.8;26.2
8.957;3.728;161.5;26.2
8.977;3.718;164.1;26.2
8.997;3.709;166.8;26.2
9.017;3.700;169.5;26.2
9.037;3.692;172.1;26.2
9.057;3.684;174.8;26.2
9.077;3.676;177.5;26.2
9.097;3.667;180.1;26.2
9.117;3.660;182.8;26.2
9.137;3.652;185.4;26.2
9.157;3.643;188.1;26.2
9.177;3.635;190.8;26.2
9.197;3.628;193.4;26.2
9.217;3.620;196.1;26.2
9.237;3.613;198.7;26.2
9.257;3.607;201.4;26.2
9.277;3.600;204.1;26.2
9.297;3.593;206.7;26.2
9.317;3.587;209.4;26.2
9.337;3.580;212.1;26.2
9.357;3.572;214.7;26.2
9.377;3.566;217.4;26.2
9.397;3.559;220.0;26.2
9.417;3.552;222.7;26.2
9.437;3.546;225.4;26.2
9.457;3.541;228.0;26.2
9.477;3.534;230.7;26.2
9.497;3.529;233.4;26.2
9.517;3.524;236.0;26.2
9.537;3.516;238.7;26.2
9.557;3.511;241.3;26.2
9.577;3.505;244.0;26.2
9.597;3.499;246.7;26.2
9.617;3.494;249.3;26.2
9.637;3.489;252.0;26.2
9.637;3.489;252.2;26.2
