ml;pH;sec;°C
0.000;8.072;0.0;26.4
7.500;5.188;12.0;26.4
7.500;5.199;12.4;26.4
7.543;5.219;13.5;26.4
7.589;5.164;14.7;26.4
7.634;5.058;15.8;26.4
7.680;4.975;17.0;26.4
7.726;4.893;18.1;26.4
7.771;4.817;19.3;26.4
7.817;4.751;20.4;26.4
7.862;4.663;21.5;26.4
7.908;4.616;22.7;26.4
7.924;4.555;23.3;26.4
7.944;4.542;28.4;26.5
7.964;4.513;31.0;26.5
7.984;4.484;33.7;26.5
8.004;4.459;36.9;26.5
8.024;4.435;39.6;26.5
8.044;4.412;42.3;26.5
8.064;4.391;44.9;26.5
8.084;4.366;47.6;26.5
8.104;4.342;50.2;26.5
8.124;4.318;53.3;26.5
8.144;4.296;55.9;26.5
8.164;4.271;59.0;26.5
8.184;4.249;61.7;26.5
8.204;4.228;64.3;26.5
8.224;4.208;67.0;26.5
8.244;4.187;69.6;26.5
8.264;4.168;72.3;26.5
8.284;4.148;75.0;26.5
8.304;4.130;77.6;26.6
8.324;4.110;80.5;26.5
8.344;4.092;83.1;26.6
8.364;4.072;86.4;26.5
8.384;4.055;89.0;26.6
8.404;4.037;92.3;26.5
8.424;4.021;95.1;26.5
8.444;4.005;97.8;26.5
8.464;3.991;100.4;26.6
8.484;3.976;103.1;26.6
8.504;3.960;105.8;26.5
8.524;3.946;108.4;26.5
8.544;3.931;111.1;26.5
8.564;3.918;113.7;26.6
8.584;3.904;116.4;26.6
8.604;3.891;119.1;26.5
8.624;3.878;121.7;26.5
8.644;3.866;124.6;26.5
8.664;3.855;127.3;26.5
8.684;3.844;129.9;26.5
8.704;3.832;132.6;26.6
8.724;3.821;135.2;26.5
8.744;3.809;138.3;26.5
8.764;3.798;141.1;26.5
8.784;3.788;143.8;26.5
8.804;3.779;146.5;26.6
8.824;3.768;149.1;26.6
8.844;3.759;151.8;26.5
8.864;3.750;154.4;26.5
8.884;3.741;157.1;26.5
8.904;3.732;159.8;26.5
8.924;3.724;162.4;26.6
8.944;3.714;165.1;26.5
8.964;3.704;167.7;26.5
8.984;3.695;170.6;26.5
9.004;3.686;173.3;26.5
9.024;3.678;176.1;26.5
9.044;3.670;178.8;26.5
9.064;3.662;181.4;26.5
9.084;3.654;184.1;26.6
9.104;3.644;186.8;26.6
9.124;3.635;189.4;26.5
9.144;3.627;192.1;26.5
9.164;3.619;194.7;26.5
9.184;3.611;197.4;26.6
9.204;3.604;200.1;26.6
9.224;3.597;202.7;26.5
9.244;3.590;205.4;26.5
9.264;3.583;208.3;26.5
9.284;3.576;210.9;26.5
9.304;3.570;213.6;26.6
9.324;3.563;216.2;26.6
9.344;3.556;218.9;26.5
9.364;3.550;221.8;26.6
9.384;3.543;224.4;26.5
9.404;3.537;227.1;26.5
9.424;3.531;229.7;26.6
9.444;3.525;232.4;26.6
9.464;3.519;235.1;26.6
9.484;3.514;237.7;26.5
9.504;3.508;240.4;26.6
9.524;3.503;243.0;26.6
9.544;3.497;245.7;26.6
9.564;3.491;248.4;26.5
9.584;3.485;251.0;26.6
9.584;3.485;251.2;26.6
