ml;pH;sec;°C
0.000;8.012;0.0;26.7
7.500;5.909;12.0;26.7
7.500;5.868;12.4;26.7
7.544;5.849;13.5;26.7
7.590;5.758;14.7;26.7
7.635;5.637;15.8;26.7
7.681;5.522;17.0;26.7
7.727;5.342;18.1;26.7
7.772;5.222;19.3;26.7
7.818;5.091;20.4;26.7
7.864;4.937;21.5;26.7
7.909;4.840;22.7;26.7
7.955;4.704;23.8;26.7
8.000;4.613;25.0;26.7
8.017;4.563;25.5;26.7
8.037;4.414;37.9;26.6
8.057;4.390;40.9;26.6
8.077;4.362;43.6;26.6
8.097;4.338;46.3;26.6
8.117;4.315;48.9;26.6
8.137;4.294;51.6;26.6
8.157;4.265;54.2;26.6
8.177;4.247;56.9;26.6
8.197;4.221;59.6;26.6
8.217;4.203;62.2;26.6
8.237;4.184;66.0;26.6
8.257;4.159;68.7;26.6
8.277;4.141;72.5;26.6
8.297;4.127;75.5;26.6
8.317;4.110;78.6;26.6
8.337;4.090;82.2;26.6
8.357;4.068;84.8;26.6
8.377;4.054;87.7;26.6
8.397;4.036;90.4;26.6
8.417;4.017;93.0;26.6
8.437;4.003;95.7;26.6
8.457;3.986;98.3;26.6
8.477;3.970;101.0;26.6
8.497;3.956;103.7;26.6
8.517;3.942;106.3;26.6
8.537;3.926;109.0;26.6
8.557;3.912;111.8;26.6
8.577;3.896;114.5;26.6
8.597;3.884;117.4;26.6
8.617;3.871;120.0;26.6
8.637;3.857;122.7;26.6
8.657;3.846;125.3;26.6
8.677;3.836;128.0;26.6
8.697;3.822;130.7;26.6
8.717;3.813;133.3;26.6
8.737;3.800;136.0;26.6
8.757;3.789;138.7;26.6
8.777;3.780;141.3;26.6
8.797;3.769;144.0;26.6
8.817;3.757;146.6;26.6
8.837;3.749;149.3;26.6
8.857;3.738;152.0;26.6
8.877;3.730;154.6;26.6
8.897;3.721;157.3;26.6
8.917;3.712;159.9;26.6
8.937;3.703;162.6;26.6
8.957;3.694;165.3;26.6
8.977;3.686;167.9;26.6
8.997;3.677;170.6;26.5
9.017;3.668;173.3;26.6
9.037;3.660;175.9;26.6
9.057;3.652;178.6;26.6
9.077;3.645;181.2;26.6
9.097;3.637;183.9;26.6
9.117;3.630;187.1;26.6
9.137;3.623;189.8;26.6
9.157;3.615;192.5;26.6
9.177;3.608;195.1;26.6
9.197;3.600;197.8;26.6
9.217;3.592;200.4;26.6
9.237;3.585;203.1;26.6
9.257;3.579;205.8;26.6
9.277;3.574;208.4;26.6
9.297;3.568;211.1;26.6
9.317;3.561;213.8;26.6
9.337;3.555;216.4;26.6
9.357;3.547;219.1;26.6
9.377;3.542;221.7;26.6
9.397;3.535;224.4;26.6
9.417;3.529;227.1;26.6
9.437;3.523;229.7;26.6
9.457;3.517;232.4;26.6
9.477;3.512;235.1;26.6
9.497;3.507;237.7;26.6
9.517;3.501;240.4;26.6
9.537;3.495;243.0;26.6
9.557;3.489;245.7;26.6
9.557;3.489;245.9;26.6
