ml;pH;sec;°C
0.000;8.051;0.0;26.3
7.500;4.727;12.0;26.3
7.500;4.865;12.4;26.3
7.543;5.010;13.5;26.3
7.589;5.018;14.7;26.3
7.634;4.973;15.8;26.3
7.680;4.911;17.0;26.3
7.726;4.876;18.1;26.3
7.771;4.790;19.3;26.3
7.817;4.689;20.4;26.3
7.863;4.642;21.5;26.3
7.909;4.581;22.9;26.3
7.929;4.564;28.8;26.5
7.949;4.529;32.2;26.5
7.969;4.507;34.8;26.4
7.989;4.480;38.5;26.5
8.009;4.455;42.6;26.5
8.029;4.435;45.3;26.5
8.049;4.405;48.0;26.5
8.069;4.382;50.6;26.5
8.089;4.365;53.3;26.4
8.109;4.342;57.3;26.5
8.129;4.318;62.0;26.5
8.149;4.295;66.2;26.5
8.169;4.274;68.9;26.5
8.189;4.251;71.5;26.5
8.209;4.229;74.8;26.5
8.229;4.206;77.4;26.5
8.249;4.186;80.1;26.5
8.269;4.170;82.8;26.5
8.289;4.150;85.4;26.5
8.309;4.130;88.1;26.5
8.329;4.113;90.7;26.5
8.349;4.093;93.4;26.5
8.369;4.073;96.1;26.5
8.389;4.057;99.5;26.5
8.409;4.038;102.1;26.5
8.429;4.023;105.9;26.5
8.449;4.008;108.6;26.5
8.469;3.993;111.3;26.5
8.489;3.979;113.9;26.5
8.509;3.962;116.6;26.5
8.529;3.950;119.2;26.5
8.549;3.933;122.9;26.5
8.569;3.920;126.1;26.5
8.589;3.907;128.7;26.5
8.609;3.892;132.4;26.5
8.629;3.881;135.0;26.5
8.649;3.869;138.4;26.5
8.669;3.857;141.9;26.5
8.689;3.846;144.5;26.5
8.709;3.834;147.6;26.5
8.729;3.822;150.2;26.5
8.749;3.811;152.9;26.5
8.769;3.801;155.7;26.5
8.789;3.790;158.4;26.5
8.809;3.778;161.1;26.5
8.829;3.768;164.1;26.5
8.849;3.759;166.8;26.5
8.869;3.750;170.0;26.5
8.889;3.741;172.7;26.5
8.909;3.732;175.9;26.5
8.929;3.721;179.3;26.5
8.949;3.712;182.0;26.5
8.969;3.705;184.6;26.5
8.989;3.694;187.3;26.5
9.009;3.686;190.0;26.5
9.029;3.679;192.6;26.5
9.049;3.672;195.3;26.5
9.069;3.663;198.1;26.5
9.089;3.656;200.8;26.5
9.109;3.648;203.5;26.5
9.129;3.640;206.7;26.5
9.149;3.633;209.7;26.5
9.169;3.626;212.4;26.5
9.189;3.618;215.4;26.5
9.209;3.611;218.7;26.5
9.229;3.604;221.3;26.5
9.249;3.598;224.0;26.5
9.269;3.592;226.7;26.5
9.289;3.585;229.3;26.5
9.309;3.578;232.0;26.5
9.329;3.572;235.2;26.5
9.349;3.565;238.3;26.5
9.369;3.559;241.5;26.5
9.389;3.552;244.1;26.5
9.409;3.547;246.8;26.5
9.429;3.541;249.5;26.5
9.449;3.535;252.1;26.5
9.469;3.529;254.8;26.5
9.489;3.524;257.5;26.5
9.509;3.518;260.1;26.5
9.529;3.512;262.8;26.5
9.549;3.506;266.0;26.5
9.569;3.500;268.7;26.5
9.589;3.495;271.3;26.5
9.609;3.490;274.0;26.5
9.629;3.484;277.0;26.5
9.629;3.485;277.2;26.5
