ml;pH;sec;°C
0.000;8.035;0.0;26.4
7.500;5.707;12.0;26.4
7.500;5.535;12.4;26.4
7.544;5.256;13.5;26.4
7.590;5.035;14.7;26.4
7.636;4.869;15.8;26.4
7.681;4.709;17.0;26.4
7.727;4.621;18.1;26.4
7.758;4.574;19.1;26.4
7.778;4.503;23.8;26.7
7.798;4.483;26.7;26.7
7.818;4.459;29.3;26.7
7.838;4.442;32.6;26.7
7.858;4.420;35.6;26.7
7.878;4.398;38.5;26.8
7.898;4.374;41.3;26.8
7.918;4.344;44.0;26.8
7.938;4.318;46.6;26.7
7.958;4.301;49.3;26.7
7.978;4.280;52.7;26.8
7.998;4.257;55.6;26.8
8.018;4.234;59.9;26.8
8.038;4.207;62.6;26.8
8.058;4.193;65.5;26.8
8.078;4.174;68.1;26.8
8.098;4.154;70.8;26.8
8.118;4.136;73.4;26.8
8.138;4.115;76.1;26.8
8.158;4.096;79.0;26.8
8.178;4.079;81.8;26.8
8.198;4.061;84.7;26.8
8.218;4.044;87.3;26.8
8.238;4.028;90.2;26.8
8.258;4.012;92.8;26.8
8.278;3.996;95.5;26.8
8.298;3.981;98.2;26.8
8.318;3.966;100.8;26.8
8.338;3.952;103.7;26.8
8.358;3.937;106.7;26.8
8.378;3.922;109.4;26.8
8.398;3.908;112.2;26.8
8.418;3.897;115.1;26.8
8.438;3.884;117.8;26.8
8.458;3.871;120.4;26.8
8.478;3.860;123.1;26.9
8.498;3.848;125.7;26.8
8.518;3.837;128.4;26.8
8.538;3.825;131.1;26.9
8.558;3.813;133.7;26.8
8.578;3.801;136.4;26.8
8.598;3.792;139.0;26.9
8.618;3.781;141.7;26.9
8.638;3.771;144.4;26.8
8.658;3.762;147.0;26.8
8.678;3.753;149.7;26.9
8.698;3.744;152.4;26.8
8.718;3.734;155.0;26.8
8.738;3.724;157.7;26.8
8.758;3.715;160.3;26.9
8.778;3.706;163.0;26.8
8.798;3.697;165.7;26.8
8.818;3.689;168.3;26.9
8.838;3.681;171.0;26.8
8.858;3.673;173.7;26.8
8.878;3.665;176.3;26.8
8.898;3.658;179.0;26.9
8.918;3.650;181.6;26.8
8.938;3.642;184.3;26.8
8.958;3.633;187.0;26.8
8.978;3.627;189.6;26.9
8.998;3.619;192.3;26.8
9.018;3.612;195.0;26.8
9.038;3.606;197.6;26.9
9.058;3.599;200.3;26.8
9.078;3.592;202.9;26.8
9.098;3.585;205.6;26.8
9.118;3.579;208.3;26.9
9.138;3.573;210.9;26.9
9.158;3.565;213.6;26.8
9.178;3.559;216.3;26.8
9.198;3.553;218.9;26.9
9.218;3.547;221.6;26.8
9.238;3.541;224.2;26.8
9.258;3.535;226.9;26.8
9.278;3.530;229.6;26.9
9.298;3.524;232.2;26.8
9.318;3.518;234.9;26.8
9.338;3.513;237.6;26.8
9.358;3.507;240.2;26.8
9.378;3.501;242.9;26.8
9.398;3.494;245.5;26.8
9.418;3.490;248.2;26.8
9.418;3.490;248.4;26.8
