ml;pH;sec;°C
0.000;8.000;0.0;26.4
7.500;6.497;12.0;26.4
7.500;6.344;12.4;26.4
7.544;5.965;13.5;26.4
7.590;5.632;14.7;26.4
7.635;5.355;15.8;26.4
7.681;5.134;17.0;26.4
7.726;4.965;18.1;26.4
7.772;4.828;19.2;26.4
7.818;4.736;20.4;26.4
7.863;4.663;21.5;26.4
7.909;4.592;22.7;26.4
7.918;4.573;23.1;26.4
7.938;4.485;29.5;26.6
7.958;4.457;32.9;26.6
7.978;4.432;36.2;26.6
7.998;4.408;39.6;26.7
8.018;4.383;42.8;26.7
8.038;4.359;46.1;26.6
8.058;4.339;49.3;26.6
8.078;4.315;52.5;26.7
8.098;4.295;55.8;26.7
8.118;4.273;59.0;26.6
8.138;4.251;62.2;26.6
8.158;4.228;65.5;26.7
8.178;4.207;68.7;26.7
8.198;4.185;71.9;26.6
8.218;4.167;75.0;26.6
8.238;4.147;78.0;26.7
8.258;4.128;81.0;26.7
8.278;4.111;83.9;26.7
8.298;4.094;86.9;26.7
8.318;4.076;90.0;26.7
8.338;4.057;93.0;26.6
8.358;4.039;96.1;26.6
8.378;4.023;99.1;26.7
8.398;4.007;102.1;26.7
8.418;3.992;105.2;26.7
8.438;3.977;108.0;26.7
8.458;3.965;110.7;26.7
8.478;3.950;113.6;26.7
8.498;3.937;116.2;26.7
8.518;3.922;118.9;26.6
8.538;3.909;121.7;26.7
8.558;3.895;124.6;26.7
8.578;3.883;127.4;26.7
8.598;3.872;130.3;26.7
8.618;3.859;133.1;26.7
8.638;3.848;135.8;26.7
8.658;3.837;138.5;26.7
8.678;3.826;141.1;26.7
8.698;3.816;143.8;26.6
8.718;3.805;146.5;26.7
8.738;3.795;149.1;26.7
8.758;3.785;151.8;26.7
8.778;3.774;154.4;26.7
8.798;3.764;157.1;26.7
8.818;3.754;159.8;26.7
8.838;3.746;162.4;26.7
8.858;3.737;165.1;26.7
8.878;3.729;167.8;26.7
8.898;3.718;170.4;26.7
8.918;3.708;173.1;26.7
8.938;3.698;175.7;26.7
8.958;3.688;178.4;26.7
8.978;3.679;181.1;26.6
8.998;3.670;183.7;26.7
9.018;3.663;186.4;26.7
9.038;3.655;189.0;26.7
9.058;3.647;191.7;26.7
9.078;3.640;194.4;26.6
9.098;3.633;197.0;26.7
9.118;3.625;199.7;26.7
9.138;3.618;202.4;26.7
9.158;3.610;205.0;26.7
9.178;3.602;207.7;26.6
9.198;3.595;210.3;26.7
9.218;3.588;213.0;26.7
9.238;3.583;215.7;26.7
9.258;3.576;218.3;26.7
9.278;3.569;221.0;26.6
9.298;3.563;223.7;26.6
9.318;3.556;226.3;26.7
9.338;3.551;229.0;26.7
9.358;3.544;231.6;26.7
9.378;3.538;234.3;26.7
9.398;3.532;237.0;26.6
9.418;3.526;239.6;26.6
9.438;3.520;242.3;26.7
9.458;3.516;244.9;26.7
9.478;3.510;247.6;26.7
9.498;3.504;250.3;26.6
9.518;3.499;252.9;26.6
9.538;3.492;255.6;26.7
9.558;3.488;258.3;26.7
9.558;3.488;258.4;26.7
