ml;pH;sec;°C
0.000;8.055;0.0;26.4
7.500;4.318;12.0;26.4
7.500;4.920;21.1;26.5
7.500;4.920;21.1;26.5
7.500;4.920;21.3;26.5
7.544;4.872;22.5;26.5
7.590;4.760;23.6;26.5
7.636;4.740;24.8;26.5
7.681;4.621;25.9;26.5
7.727;4.614;27.0;26.5
7.751;4.553;27.8;26.5
7.751;4.698;33.2;26.5
7.751;4.698;33.2;26.5
7.751;4.699;33.3;26.5
7.796;4.632;34.5;26.5
7.827;4.559;35.4;26.5
7.827;4.618;39.8;26.6
7.827;4.618;39.8;26.6
7.827;4.618;40.0;26.6
7.857;4.573;40.9;26.6
7.877;4.566;47.6;26.6
7.897;4.541;50.2;26.5
7.917;4.506;52.9;26.5
7.937;4.494;57.6;26.5
7.957;4.472;62.0;26.5
7.977;4.442;64.7;26.6
7.997;4.421;67.3;26.6
8.017;4.392;70.0;26.5
8.037;4.366;72.7;26.5
8.057;4.350;75.3;26.6
8.077;4.322;78.0;26.6
8.097;4.305;80.7;26.5
8.117;4.278;83.3;26.6
8.137;4.257;86.0;26.6
8.157;4.235;88.8;26.6
8.177;4.213;91.5;26.6
8.197;4.185;94.2;26.6
8.217;4.172;97.8;26.6
8.237;4.152;101.6;26.6
8.257;4.132;104.2;26.5
8.277;4.114;106.9;26.6
8.297;4.095;109.6;26.6
8.317;4.077;113.0;26.6
8.337;4.058;115.6;26.5
8.357;4.040;118.3;26.6
8.377;4.026;121.0;26.6
8.397;4.008;124.6;26.6
8.417;3.990;127.2;26.6
8.437;3.976;129.9;26.6
8.457;3.962;132.6;26.6
8.477;3.952;135.2;26.6
8.497;3.934;137.9;26.6
8.517;3.918;140.6;26.6
8.537;3.907;143.2;26.6
8.557;3.893;145.9;26.6
8.577;3.878;148.5;26.6
8.597;3.868;151.2;26.6
8.617;3.855;154.8;26.6
8.637;3.842;157.5;26.6
8.657;3.834;160.7;26.6
8.677;3.821;163.4;26.6
8.697;3.812;166.0;26.6
8.717;3.800;168.7;26.6
8.737;3.790;172.1;26.6
8.757;3.779;175.3;26.6
8.777;3.769;178.0;26.6
8.797;3.759;180.7;26.6
8.817;3.746;183.3;26.6
8.837;3.740;186.0;26.6
8.857;3.731;188.7;26.6
8.877;3.721;191.3;26.6
8.897;3.714;194.0;26.6
8.917;3.705;196.6;26.6
8.937;3.695;199.3;26.6
8.957;3.688;202.0;26.6
8.977;3.677;204.6;26.6
8.997;3.670;207.3;26.6
9.017;3.663;210.5;26.6
9.037;3.655;213.6;26.6
9.057;3.646;216.2;26.6
9.077;3.641;218.9;26.6
9.097;3.631;221.6;26.6
9.117;3.626;224.8;26.6
9.137;3.616;227.4;26.6
9.157;3.610;230.1;26.6
9.177;3.604;232.8;26.6
9.197;3.597;235.4;26.6
9.217;3.588;238.1;26.6
9.237;3.583;240.8;26.6
9.257;3.577;243.4;26.6
9.277;3.571;246.1;26.6
9.297;3.564;248.7;26.6
9.317;3.558;251.4;26.6
9.337;3.552;254.1;26.6
9.357;3.544;256.7;26.6
9.377;3.539;259.4;26.6
9.397;3.533;262.1;26.6
9.417;3.528;264.7;26.6
9.437;3.522;267.4;26.6
9.457;3.517;270.0;26.6
9.477;3.511;272.7;26.6
9.497;3.505;275.4;26.6
9.517;3.500;278.0;26.6
9.537;3.495;280.7;26.6
9.557;3.488;283.4;26.6
9.557;3.489;283.5;26.6
