ml;pH;sec;°C
0.000;7.915;0.0;26.0
7.500;5.827;12.0;26.0
7.500;5.902;12.4;26.0
7.545;5.866;13.5;26.0
7.591;5.732;14.7;26.0
7.636;5.569;15.8;26.0
7.682;5.356;17.0;26.0
7.728;5.183;18.1;26.0
7.773;5.037;19.3;26.0
7.819;4.949;20.4;26.0
7.864;4.844;21.5;26.0
7.910;4.760;22.7;26.0
7.956;4.720;23.8;26.0
8.001;4.629;25.0;26.0
8.040;4.583;26.1;26.0
8.060;4.477;33.7;26.1
8.080;4.448;36.4;26.1
8.100;4.416;40.6;26.0
8.120;4.391;44.5;26.0
8.140;4.365;48.5;26.0
8.160;4.346;51.2;26.1
8.180;4.323;53.9;26.1
8.200;4.296;57.7;26.1
8.220;4.275;60.3;26.1
8.240;4.253;64.1;26.1
8.260;4.232;67.9;26.1
8.280;4.215;70.6;26.1
8.300;4.196;73.3;26.1
8.320;4.172;77.1;26.1
8.340;4.151;80.9;26.1
8.360;4.134;83.5;26.1
8.380;4.114;86.2;26.1
8.400;4.096;88.8;26.1
8.420;4.078;91.5;26.1
8.440;4.059;95.1;26.1
8.460;4.045;97.8;26.1
8.480;4.029;100.4;26.1
8.500;4.014;103.1;26.1
8.520;3.998;105.8;26.1
8.540;3.980;108.4;26.1
8.560;3.966;111.1;26.1
8.580;3.951;113.7;26.1
8.600;3.936;116.4;26.1
8.620;3.924;119.1;26.1
8.640;3.911;121.7;26.1
8.660;3.898;124.4;26.1
8.680;3.885;127.1;26.1
8.700;3.874;129.7;26.1
8.720;3.861;132.4;26.1
8.740;3.848;135.0;26.1
8.760;3.837;137.7;26.1
8.780;3.824;140.8;26.2
8.800;3.814;143.4;26.1
8.820;3.802;146.1;26.1
8.840;3.793;148.7;26.1
8.860;3.783;151.4;26.1
8.880;3.773;154.1;26.1
8.900;3.763;156.7;26.1
8.920;3.753;159.4;26.1
8.940;3.744;162.0;26.1
8.960;3.732;164.7;26.1
8.980;3.722;167.4;26.1
9.000;3.715;170.0;26.1
9.020;3.706;172.7;26.1
9.040;3.698;175.4;26.1
9.060;3.690;178.0;26.1
9.080;3.681;180.7;26.1
9.100;3.674;183.3;26.1
9.120;3.666;186.0;26.1
9.140;3.657;188.7;26.1
9.160;3.649;191.3;26.1
9.180;3.641;194.0;26.1
9.200;3.634;196.6;26.1
9.220;3.627;199.3;26.1
9.240;3.619;202.0;26.1
9.260;3.613;204.6;26.1
9.280;3.607;207.3;26.1
9.300;3.600;210.0;26.1
9.320;3.593;212.6;26.1
9.340;3.585;215.3;26.1
9.360;3.577;217.9;26.1
9.380;3.572;220.6;26.2
9.400;3.565;223.3;26.1
9.420;3.559;225.9;26.1
9.440;3.553;228.6;26.1
9.460;3.547;231.3;26.1
9.480;3.542;233.9;26.1
9.500;3.536;236.6;26.1
9.520;3.529;239.2;26.1
9.540;3.524;241.9;26.1
9.560;3.518;244.6;26.1
9.580;3.512;247.2;26.1
9.600;3.506;249.9;26.1
9.620;3.501;252.5;26.1
9.640;3.496;255.2;26.2
9.660;3.491;257.9;26.2
9.680;3.486;260.5;26.1
9.680;3.486;260.7;26.1
