ml;pH;sec;°C
0.000;7.927;0.0;25.8
7.500;5.246;12.0;25.8
7.500;5.256;12.4;25.8
7.545;5.217;13.5;25.8
7.590;5.103;14.7;25.8
7.636;5.024;15.8;25.8
7.682;4.951;17.0;25.8
7.727;4.889;18.1;25.8
7.773;4.824;19.2;25.8
7.819;4.773;20.4;25.8
7.864;4.705;21.5;25.8
7.910;4.669;22.7;25.8
7.956;4.596;23.8;25.8
7.964;4.582;24.2;25.8
7.984;4.556;29.0;26.0
8.004;4.531;31.6;26.0
8.024;4.507;34.3;26.0
8.044;4.485;37.3;26.0
8.064;4.462;40.6;26.0
8.084;4.442;43.2;26.0
8.104;4.418;46.4;26.0
8.124;4.394;49.7;26.0
8.144;4.372;52.3;26.0
8.164;4.347;55.2;26.0
8.184;4.324;58.2;26.0
8.204;4.303;60.9;26.0
8.224;4.282;63.6;26.1
8.244;4.261;66.4;26.0
8.264;4.242;69.1;26.1
8.284;4.222;72.1;26.1
8.304;4.203;74.8;26.0
8.324;4.181;77.4;26.0
8.344;4.162;80.1;26.1
8.364;4.141;82.8;26.1
8.384;4.122;85.4;26.1
8.404;4.105;88.1;26.0
8.424;4.086;90.7;26.1
8.444;4.070;93.4;26.1
8.464;4.053;96.1;26.1
8.484;4.036;98.7;26.1
8.504;4.018;101.4;26.1
8.524;4.001;104.1;26.1
8.544;3.985;106.7;26.1
8.564;3.969;109.4;26.1
8.584;3.954;112.2;26.1
8.604;3.940;114.9;26.1
8.624;3.926;117.6;26.1
8.644;3.913;120.2;26.1
8.664;3.900;123.1;26.1
8.684;3.888;125.9;26.1
8.704;3.875;128.6;26.1
8.724;3.863;131.2;26.1
8.744;3.850;133.9;26.1
8.764;3.838;136.6;26.1
8.784;3.826;139.2;26.1
8.804;3.815;141.9;26.1
8.824;3.805;144.6;26.1
8.844;3.794;147.2;26.1
8.864;3.785;149.9;26.1
8.884;3.775;152.5;26.1
8.904;3.765;155.2;26.1
8.924;3.755;157.9;26.1
8.944;3.744;160.5;26.1
8.964;3.735;163.2;26.1
8.984;3.726;165.9;26.2
9.004;3.717;168.5;26.1
9.024;3.708;171.2;26.1
9.044;3.699;173.8;26.1
9.064;3.692;176.5;26.2
9.084;3.684;179.2;26.1
9.104;3.675;181.8;26.1
9.124;3.667;184.7;26.1
9.144;3.659;187.3;26.1
9.164;3.651;190.0;26.2
9.184;3.644;192.7;26.2
9.204;3.636;195.3;26.1
9.224;3.628;198.0;26.1
9.244;3.621;200.6;26.1
9.264;3.615;203.3;26.2
9.284;3.608;206.0;26.2
9.304;3.601;208.6;26.2
9.324;3.594;211.3;26.1
9.344;3.587;214.0;26.1
9.364;3.580;216.6;26.2
9.384;3.573;219.3;26.1
9.404;3.567;221.9;26.1
9.424;3.561;224.6;26.2
9.444;3.555;227.3;26.2
9.464;3.549;229.9;26.1
9.484;3.543;232.6;26.1
9.504;3.538;235.3;26.2
9.524;3.532;237.9;26.2
9.544;3.525;240.6;26.1
9.564;3.519;243.2;26.1
9.584;3.514;245.9;26.2
9.604;3.508;248.6;26.2
9.624;3.503;251.2;26.1
9.644;3.497;253.9;26.2
9.664;3.493;256.6;26.2
9.684;3.487;259.2;26.1
9.684;3.488;259.4;26.1
