ml;pH;sec;°C
0.000;7.995;0.0;26.1
7.500;5.994;12.0;26.1
7.500;5.949;12.4;26.1
7.545;5.773;13.5;26.1
7.590;5.609;14.7;26.1
7.636;5.435;15.8;26.1
7.682;5.271;17.0;26.1
7.727;5.128;18.1;26.1
7.773;4.999;19.3;26.1
7.819;4.882;20.4;26.1
7.864;4.774;21.5;26.1
7.910;4.689;22.7;26.1
7.956;4.600;23.8;26.1
7.964;4.578;24.2;26.1
7.984;4.436;33.9;26.3
8.004;4.410;37.1;26.3
8.024;4.384;40.6;26.4
8.044;4.361;44.0;26.3
8.064;4.338;47.4;26.3
8.084;4.315;50.6;26.3
8.104;4.293;53.9;26.4
8.124;4.270;57.3;26.3
8.144;4.247;60.7;26.4
8.164;4.224;63.6;26.3
8.184;4.203;66.8;26.4
8.204;4.183;70.0;26.4
8.224;4.162;73.1;26.3
8.244;4.143;76.1;26.4
8.264;4.125;79.0;26.4
8.284;4.108;82.0;26.4
8.304;4.089;85.2;26.4
8.324;4.070;88.3;26.4
8.344;4.053;91.1;26.4
8.364;4.035;94.4;26.4
8.384;4.019;97.4;26.4
8.404;4.003;100.2;26.4
8.424;3.988;103.3;26.4
8.444;3.972;106.3;26.4
8.464;3.959;109.2;26.4
8.484;3.944;112.2;26.4
8.504;3.930;115.3;26.4
8.524;3.916;118.1;26.4
8.544;3.903;121.0;26.4
8.564;3.890;123.8;26.4
8.584;3.877;126.9;26.4
8.604;3.864;129.5;26.4
8.624;3.852;132.2;26.4
8.644;3.841;134.8;26.4
8.664;3.831;137.5;26.4
8.684;3.820;140.2;26.4
8.704;3.809;143.0;26.4
8.724;3.798;145.7;26.4
8.744;3.786;148.3;26.4
8.764;3.776;151.0;26.4
8.784;3.766;153.7;26.4
8.804;3.756;156.3;26.4
8.824;3.746;159.0;26.4
8.844;3.737;161.7;26.4
8.864;3.729;164.3;26.4
8.884;3.720;167.0;26.4
8.904;3.711;169.6;26.4
8.924;3.702;172.3;26.4
8.944;3.693;175.0;26.4
8.964;3.685;177.6;26.4
8.984;3.676;180.3;26.4
9.004;3.667;183.0;26.4
9.024;3.660;185.6;26.4
9.044;3.653;188.3;26.4
9.064;3.644;190.9;26.4
9.084;3.638;193.6;26.4
9.104;3.631;196.3;26.4
9.124;3.623;198.9;26.4
9.144;3.615;201.6;26.4
9.164;3.608;204.3;26.4
9.184;3.601;206.9;26.4
9.204;3.595;209.6;26.4
9.224;3.588;212.2;26.4
9.244;3.581;214.9;26.4
9.264;3.576;217.6;26.4
9.284;3.569;220.2;26.4
9.304;3.563;222.9;26.4
9.324;3.557;225.6;26.4
9.344;3.550;228.2;26.4
9.364;3.544;230.9;26.4
9.384;3.537;233.5;26.4
9.404;3.532;236.2;26.4
9.424;3.526;238.9;26.4
9.444;3.521;241.5;26.4
9.464;3.515;244.2;26.4
9.484;3.509;246.8;26.4
9.504;3.504;249.5;26.4
9.524;3.499;252.2;26.4
9.544;3.493;254.8;26.4
9.564;3.487;257.5;26.4
9.564;3.488;257.7;26.4
