ml;pH;sec;°C
0.000;7.924;0.0;25.9
7.500;3.964;12.0;25.9
7.500;4.951;21.7;26.0
7.500;4.951;21.7;26.0
7.500;4.952;21.9;26.0
7.545;4.927;23.0;26.0
7.590;4.846;24.2;26.0
7.636;4.778;25.3;26.0
7.682;4.769;26.5;26.0
7.727;4.737;27.6;26.0
7.773;4.697;28.8;26.0
7.819;4.650;29.9;26.0
7.864;4.615;31.0;26.0
7.903;4.574;32.2;26.0
7.903;4.611;36.6;26.0
7.903;4.611;36.6;26.0
7.903;4.611;36.7;26.0
7.941;4.571;37.9;26.0
7.961;4.544;44.3;26.0
7.981;4.520;47.0;26.1
8.001;4.497;49.7;26.0
8.021;4.476;52.3;26.0
8.041;4.451;55.0;26.1
8.061;4.437;59.4;26.1
8.081;4.414;62.0;26.0
8.101;4.389;64.7;26.1
8.121;4.366;67.4;26.1
8.141;4.346;70.0;26.1
8.161;4.323;73.8;26.1
8.181;4.298;76.5;26.1
8.201;4.277;79.1;26.1
8.221;4.257;81.8;26.1
8.241;4.237;84.5;26.1
8.261;4.211;87.1;26.1
8.281;4.198;89.8;26.1
8.301;4.176;92.4;26.1
8.321;4.158;95.1;26.1
8.341;4.136;97.8;26.1
8.361;4.117;100.4;26.1
8.381;4.101;103.1;26.1
8.401;4.083;105.8;26.1
8.421;4.065;108.4;26.1
8.441;4.050;111.1;26.1
8.461;4.033;113.7;26.1
8.481;4.017;116.4;26.1
8.501;4.003;119.1;26.1
8.521;3.986;121.7;26.1
8.541;3.967;124.4;26.1
8.561;3.953;127.1;26.1
8.581;3.937;129.7;26.1
8.601;3.921;132.4;26.1
8.621;3.910;135.0;26.1
8.641;3.897;137.7;26.1
8.661;3.884;140.4;26.1
8.681;3.874;143.0;26.1
8.701;3.861;145.7;26.1
8.721;3.849;148.4;26.1
8.741;3.836;151.0;26.1
8.761;3.822;153.7;26.1
8.781;3.812;156.3;26.1
8.801;3.801;159.0;26.1
8.821;3.791;161.7;26.1
8.841;3.779;164.3;26.1
8.861;3.770;167.0;26.1
8.881;3.760;169.7;26.2
8.901;3.751;172.3;26.1
8.921;3.742;175.0;26.1
8.941;3.731;177.6;26.1
8.961;3.723;180.3;26.1
8.981;3.713;183.0;26.1
9.001;3.704;185.6;26.1
9.021;3.696;188.3;26.1
9.041;3.689;190.9;26.2
9.061;3.680;193.6;26.1
9.081;3.673;196.3;26.1
9.101;3.663;198.9;26.1
9.121;3.656;201.6;26.1
9.141;3.648;204.8;26.1
9.161;3.641;207.5;26.1
9.181;3.633;210.2;26.2
9.201;3.625;212.8;26.1
9.221;3.618;215.5;26.1
9.241;3.611;218.1;26.1
9.261;3.605;220.8;26.2
9.281;3.599;223.5;26.2
9.301;3.592;226.1;26.1
9.321;3.585;228.8;26.1
9.341;3.577;231.4;26.1
9.361;3.572;234.1;26.2
9.381;3.565;236.8;26.1
9.401;3.558;239.4;26.1
9.421;3.552;242.1;26.2
9.441;3.547;244.8;26.1
9.461;3.540;247.4;26.1
9.481;3.535;250.1;26.1
9.501;3.530;252.7;26.2
9.521;3.522;255.4;26.1
9.541;3.517;258.1;26.1
9.561;3.511;260.7;26.1
9.581;3.506;263.4;26.2
9.601;3.500;266.1;26.1
9.621;3.494;268.7;26.1
9.641;3.490;271.4;26.2
9.641;3.490;271.6;26.2
