ml;pH;sec;°C
0.000;7.926;0.0;25.7
7.500;4.151;17.2;25.7
7.500;4.955;25.8;25.6
7.500;4.955;25.8;25.6
7.500;4.956;25.9;25.6
7.545;4.950;27.1;25.6
7.590;4.904;28.2;25.6
7.636;4.844;29.4;25.6
7.682;4.818;30.5;25.6
7.727;4.769;31.7;25.6
7.773;4.722;32.8;25.6
7.819;4.704;33.9;25.6
7.864;4.653;35.1;25.6
7.910;4.609;36.2;25.6
7.941;4.572;37.2;25.6
7.961;4.537;41.9;25.6
7.981;4.521;44.8;25.6
8.001;4.496;47.8;25.6
8.021;4.476;50.9;25.6
8.041;4.454;53.7;25.6
8.061;4.433;56.8;25.6
8.081;4.408;59.4;25.6
8.101;4.388;62.3;25.6
8.121;4.361;65.1;25.5
8.141;4.343;68.4;25.6
8.161;4.317;71.2;25.6
8.181;4.295;74.3;25.6
8.201;4.273;77.5;25.6
8.221;4.247;80.3;25.5
8.241;4.228;83.2;25.5
8.261;4.213;86.2;25.5
8.281;4.191;89.1;25.6
8.301;4.172;92.1;25.5
8.321;4.153;95.2;25.6
8.341;4.129;98.0;25.5
8.361;4.107;100.7;25.5
8.381;4.091;103.3;25.6
8.401;4.074;106.0;25.6
8.421;4.053;108.9;25.6
8.441;4.041;111.5;25.6
8.461;4.024;114.6;25.5
8.481;4.008;117.2;25.5
8.501;3.990;119.9;25.6
8.521;3.977;122.6;25.6
8.541;3.960;125.2;25.5
8.561;3.946;128.1;25.6
8.581;3.930;130.7;25.5
8.601;3.916;133.4;25.5
8.621;3.903;136.2;25.6
8.641;3.890;139.1;25.6
8.661;3.878;141.8;25.6
8.681;3.866;144.4;25.5
8.701;3.855;147.3;25.6
8.721;3.840;149.9;25.5
8.741;3.829;152.6;25.5
8.761;3.817;155.5;25.5
8.781;3.804;158.1;25.5
8.801;3.794;160.8;25.6
8.821;3.782;163.4;25.6
8.841;3.773;166.1;25.5
8.861;3.760;168.8;25.5
8.881;3.753;171.4;25.5
8.901;3.743;174.1;25.6
8.921;3.732;176.9;25.5
8.941;3.724;179.6;25.5
8.961;3.715;182.3;25.6
8.981;3.706;184.9;25.5
9.001;3.694;187.6;25.5
9.021;3.687;190.3;25.5
9.041;3.678;192.9;25.6
9.061;3.671;195.6;25.6
9.081;3.663;198.2;25.5
9.101;3.655;200.9;25.5
9.121;3.646;203.6;25.5
9.141;3.636;206.2;25.6
9.161;3.630;208.9;25.6
9.181;3.623;211.5;25.5
9.201;3.614;214.2;25.5
9.221;3.607;216.9;25.5
9.241;3.601;219.5;25.6
9.261;3.592;222.2;25.5
9.281;3.587;224.9;25.5
9.301;3.580;227.5;25.5
9.321;3.574;230.2;25.5
9.341;3.566;232.8;25.6
9.361;3.559;235.5;25.5
9.381;3.553;238.2;25.5
9.401;3.547;240.8;25.6
9.421;3.540;243.5;25.5
9.441;3.534;246.2;25.5
9.461;3.528;248.8;25.5
9.481;3.523;251.5;25.6
9.501;3.518;254.1;25.5
9.521;3.511;256.8;25.5
9.541;3.506;259.5;25.5
9.561;3.499;262.1;25.6
9.581;3.494;264.8;25.5
9.601;3.487;267.5;25.5
9.601;3.488;267.6;25.5
