ml;pH;sec;°C
0.000;7.998;0.0;26.5
7.500;4.197;12.0;26.5
7.500;4.967;21.3;26.7
7.500;4.967;21.3;26.7
7.500;4.968;21.5;26.7
7.544;4.916;22.7;26.7
7.590;4.841;23.8;26.7
7.636;4.805;25.0;26.7
7.681;4.775;26.1;26.7
7.727;4.742;27.2;26.7
7.773;4.700;28.4;26.7
7.818;4.697;29.5;26.7
7.864;4.667;30.7;26.7
7.910;4.605;31.8;26.7
7.934;4.532;32.6;26.7
7.954;4.563;40.0;26.7
7.974;4.536;42.6;26.7
7.994;4.516;46.3;26.8
8.014;4.498;49.3;26.7
8.034;4.473;52.0;26.7
8.054;4.449;54.6;26.8
8.074;4.426;57.3;26.8
8.094;4.407;59.9;26.8
8.114;4.382;63.2;26.8
8.134;4.357;66.8;26.8
8.154;4.332;69.5;26.8
8.174;4.308;73.1;26.8
8.194;4.286;75.7;26.8
8.214;4.262;79.7;26.8
8.234;4.243;82.8;26.8
8.254;4.221;85.4;26.8
8.274;4.203;88.1;26.8
8.294;4.182;90.7;26.8
8.314;4.165;93.8;26.8
8.334;4.140;96.4;26.8
8.354;4.122;99.1;26.8
8.374;4.104;101.8;26.8
8.394;4.086;104.4;26.8
8.414;4.069;107.1;26.8
8.434;4.051;110.5;26.8
8.454;4.036;113.2;26.8
8.474;4.021;116.4;26.8
8.494;4.007;119.1;26.8
8.514;3.991;122.3;26.8
8.534;3.976;125.2;26.8
8.554;3.961;127.8;26.8
8.574;3.948;130.5;26.8
8.594;3.933;133.1;26.8
8.614;3.920;135.8;26.8
8.634;3.906;139.4;26.8
8.654;3.894;142.7;26.8
8.674;3.883;145.3;26.8
8.694;3.872;148.4;26.8
8.714;3.859;151.8;26.8
8.734;3.848;154.4;26.8
8.754;3.837;157.1;26.8
8.774;3.825;159.8;26.8
8.794;3.814;162.8;26.8
8.814;3.804;165.5;26.8
8.834;3.793;168.1;26.8
8.854;3.784;170.8;26.8
8.874;3.775;173.5;26.8
8.894;3.766;176.1;26.8
8.914;3.755;178.8;26.8
8.934;3.746;181.4;26.8
8.954;3.736;184.3;26.8
8.974;3.728;187.0;26.8
8.994;3.719;189.6;26.8
9.014;3.709;192.3;26.8
9.034;3.702;194.9;26.8
9.054;3.694;197.6;26.9
9.074;3.686;200.3;26.8
9.094;3.678;202.9;26.8
9.114;3.671;205.6;26.8
9.134;3.662;208.3;26.8
9.154;3.654;210.9;26.8
9.174;3.647;213.6;26.8
9.194;3.640;216.2;26.9
9.214;3.633;218.9;26.8
9.234;3.625;221.6;26.8
9.254;3.619;224.2;26.8
9.274;3.613;226.9;26.9
9.294;3.606;229.9;26.8
9.314;3.599;232.6;26.8
9.334;3.592;235.3;26.8
9.354;3.585;237.9;26.8
9.374;3.579;240.6;26.8
9.394;3.572;243.8;26.8
9.414;3.567;246.5;26.8
9.434;3.560;249.1;26.8
9.454;3.555;251.8;26.8
9.474;3.550;254.5;26.9
9.494;3.543;257.3;26.8
9.514;3.538;260.0;26.8
9.534;3.532;262.6;26.8
9.554;3.526;265.3;26.8
9.574;3.520;268.0;26.8
9.594;3.515;271.0;26.9
9.614;3.509;273.7;26.8
9.634;3.504;276.3;26.8
9.654;3.499;279.0;26.8
9.674;3.495;281.6;26.9
9.694;3.490;284.3;26.8
9.694;3.489;284.5;26.8
