ml;pH;sec;°C
0.000;8.042;0.0;26.6
7.500;4.944;12.0;26.6
7.500;4.961;12.4;26.6
7.544;5.017;13.5;26.6
7.589;5.015;14.7;26.6
7.635;4.964;15.8;26.6
7.680;4.890;17.0;26.6
7.726;4.806;18.1;26.6
7.772;4.753;19.3;26.6
7.817;4.688;20.4;26.6
7.863;4.638;21.5;26.6
7.902;4.578;22.7;26.6
7.922;4.565;28.0;26.8
7.942;4.536;30.7;26.9
7.962;4.508;33.3;26.8
7.982;4.486;36.0;26.8
8.002;4.460;38.7;26.9
8.022;4.438;41.3;26.9
8.042;4.416;44.0;26.8
8.062;4.395;46.6;26.9
8.082;4.370;49.3;26.9
8.102;4.348;52.0;26.9
8.122;4.321;54.6;26.8
8.142;4.300;57.3;26.9
8.162;4.276;59.9;26.9
8.182;4.255;62.6;26.9
8.202;4.233;65.3;26.9
8.222;4.212;68.7;26.9
8.242;4.194;71.4;26.9
8.262;4.176;74.0;26.9
8.282;4.157;76.7;26.9
8.302;4.137;79.3;26.9
8.322;4.118;82.0;26.9
8.342;4.098;84.7;26.9
8.362;4.080;87.9;26.9
8.382;4.062;90.6;26.9
8.402;4.045;93.2;26.9
8.422;4.030;95.9;26.9
8.442;4.014;98.5;26.9
8.462;3.999;101.2;26.9
8.482;3.985;103.9;26.9
8.502;3.970;106.5;26.9
8.522;3.955;109.2;26.9
8.542;3.941;111.9;26.9
8.562;3.927;114.5;26.9
8.582;3.912;117.2;26.9
8.602;3.901;119.8;26.9
8.622;3.888;122.5;26.9
8.642;3.876;125.9;26.9
8.662;3.865;128.6;26.9
8.682;3.854;131.2;26.9
8.702;3.842;133.9;26.9
8.722;3.831;136.6;26.9
8.742;3.820;139.2;27.0
8.762;3.808;141.9;26.9
8.782;3.797;144.6;26.9
8.802;3.787;147.2;26.9
8.822;3.778;149.9;26.9
8.842;3.768;152.5;26.9
8.862;3.758;155.2;26.9
8.882;3.750;157.9;26.9
8.902;3.741;160.5;26.9
8.922;3.731;163.2;26.9
8.942;3.723;165.9;26.9
8.962;3.713;168.5;26.9
8.982;3.704;171.2;26.9
9.002;3.696;173.8;26.9
9.022;3.687;176.5;26.9
9.042;3.680;179.2;26.9
9.062;3.673;181.8;26.9
9.082;3.665;184.5;26.9
9.102;3.657;187.2;26.9
9.122;3.650;189.8;26.9
9.142;3.642;192.5;26.9
9.162;3.634;195.1;26.9
9.182;3.627;197.8;26.9
9.202;3.620;200.5;26.9
9.222;3.613;203.1;26.9
9.242;3.606;206.0;26.9
9.262;3.600;208.6;26.9
9.282;3.594;211.3;26.9
9.302;3.587;214.0;26.9
9.322;3.581;216.6;26.9
9.342;3.574;219.3;26.9
9.362;3.567;221.9;26.9
9.382;3.562;224.6;26.9
9.402;3.555;227.3;26.9
9.422;3.550;229.9;26.9
9.442;3.544;232.6;26.9
9.462;3.538;235.3;26.9
9.482;3.532;237.9;26.9
9.502;3.528;240.6;27.0
9.522;3.521;243.2;26.9
9.542;3.515;245.9;26.9
9.562;3.510;248.6;26.9
9.582;3.504;251.2;27.0
9.602;3.499;253.9;26.9
9.622;3.494;256.6;26.9
9.642;3.490;259.2;27.0
9.642;3.489;259.4;27.0
