ml;pH;sec;°C
0.000;7.953;0.0;25.5
7.500;4.649;12.0;25.5
7.500;4.722;12.4;25.5
7.544;4.797;13.5;25.5
7.590;4.818;14.7;25.5
7.636;4.804;15.8;25.5
7.681;4.747;17.0;25.5
7.727;4.702;18.1;25.5
7.773;4.641;19.3;25.5
7.818;4.630;20.4;25.5
7.864;4.600;21.5;25.5
7.880;4.557;22.1;25.5
7.880;4.674;26.7;25.6
7.880;4.674;26.7;25.6
7.880;4.675;26.9;25.6
7.924;4.596;28.0;25.6
7.933;4.493;28.4;25.6
7.933;4.612;33.3;25.7
7.933;4.612;33.3;25.7
7.933;4.613;33.5;25.7
7.971;4.533;34.7;25.7
7.991;4.546;43.8;25.7
8.011;4.522;48.3;25.7
8.031;4.500;53.1;25.7
8.051;4.479;57.3;25.7
8.071;4.458;61.8;25.8
8.091;4.436;66.2;25.7
8.111;4.413;70.8;25.7
8.131;4.390;75.0;25.7
8.151;4.368;79.5;25.8
8.171;4.344;83.7;25.8
8.191;4.320;87.9;25.7
8.211;4.299;91.7;25.7
8.231;4.277;95.9;25.8
8.251;4.253;100.2;25.8
8.271;4.233;103.8;25.7
8.291;4.212;107.8;25.7
8.311;4.191;111.6;25.7
8.331;4.169;116.0;25.8
8.351;4.149;119.8;25.8
8.371;4.128;123.8;25.8
8.391;4.110;127.2;25.8
8.411;4.091;131.2;25.8
8.431;4.074;135.2;25.8
8.451;4.057;139.2;25.8
8.471;4.042;143.0;25.8
8.491;4.027;146.4;25.8
8.511;4.010;150.2;25.8
8.531;3.993;154.0;25.8
8.551;3.979;157.5;25.8
8.571;3.963;161.3;25.8
8.591;3.947;163.9;25.8
8.611;3.934;167.5;25.8
8.631;3.921;170.2;25.8
8.651;3.909;173.8;25.8
8.671;3.897;177.0;25.8
8.691;3.885;180.1;25.8
8.711;3.873;182.7;25.8
8.731;3.860;186.2;25.8
8.751;3.848;189.8;25.8
8.771;3.836;193.2;25.8
8.791;3.825;196.4;25.8
8.811;3.814;200.0;25.9
8.831;3.803;203.5;25.8
8.851;3.794;206.9;25.8
8.871;3.784;210.3;25.9
8.891;3.775;213.5;25.9
8.911;3.764;216.2;25.8
8.931;3.755;219.4;25.9
8.951;3.745;222.9;25.8
8.971;3.735;225.9;25.9
8.991;3.726;229.3;25.9
9.011;3.717;232.9;25.9
9.031;3.709;236.0;25.9
9.051;3.701;239.2;25.9
9.071;3.692;242.6;25.8
9.091;3.685;245.3;25.9
9.111;3.677;248.3;25.9
9.131;3.668;252.1;25.8
9.151;3.660;255.6;25.9
9.171;3.652;258.8;25.8
9.191;3.644;262.0;25.8
9.211;3.637;265.1;25.9
9.231;3.630;268.5;25.9
9.251;3.624;271.3;25.9
9.271;3.617;274.6;25.9
9.291;3.610;277.8;25.8
9.311;3.603;280.8;25.9
9.331;3.596;283.5;25.9
9.351;3.590;286.7;25.9
9.371;3.582;289.8;25.8
9.391;3.576;292.8;25.9
9.411;3.570;295.5;25.9
9.431;3.564;298.7;25.9
9.451;3.558;302.0;25.9
9.471;3.552;304.8;25.9
9.491;3.547;307.5;25.9
9.511;3.540;310.7;25.9
9.531;3.534;313.9;25.9
9.551;3.528;316.6;25.9
9.571;3.523;319.8;25.9
9.591;3.517;322.5;25.9
9.611;3.511;325.5;25.9
9.631;3.506;328.8;25.9
9.651;3.501;332.2;25.9
9.671;3.496;334.9;25.9
9.691;3.490;337.5;25.9
9.711;3.486;340.2;25.9
9.711;3.486;340.4;25.9
