ml;pH;sec;°C
0.000;7.987;0.0;26.3
7.500;4.958;12.0;26.3
7.500;5.052;12.4;26.3
7.545;5.201;13.5;26.3
7.591;5.191;14.7;26.3
7.636;5.153;15.8;26.3
7.682;5.091;17.0;26.3
7.728;4.996;18.1;26.3
7.773;4.922;19.2;26.3
7.819;4.818;20.4;26.3
7.865;4.764;21.5;26.3
7.910;4.717;22.7;26.3
7.956;4.650;23.8;26.3
8.001;4.615;25.0;26.3
8.025;4.571;25.7;26.3
8.045;4.497;32.2;26.6
8.065;4.464;35.0;26.5
8.085;4.439;37.7;26.6
8.105;4.415;40.4;26.6
8.125;4.399;43.2;26.6
8.145;4.372;46.1;26.6
8.165;4.349;49.3;26.5
8.185;4.322;52.0;26.6
8.205;4.302;54.8;26.6
8.225;4.285;57.5;26.6
8.245;4.261;60.3;26.5
8.265;4.239;63.0;26.6
8.285;4.221;66.2;26.6
8.305;4.197;68.9;26.6
8.325;4.180;71.5;26.6
8.345;4.160;74.4;26.6
8.365;4.141;77.0;26.6
8.385;4.118;80.7;26.6
8.405;4.101;83.3;26.6
8.425;4.086;86.0;26.6
8.445;4.067;88.6;26.6
8.465;4.052;91.3;26.6
8.485;4.033;94.2;26.6
8.505;4.023;96.8;26.6
8.525;4.006;99.5;26.6
8.545;3.991;102.1;26.6
8.565;3.975;104.8;26.6
8.585;3.960;107.5;26.6
8.605;3.947;110.1;26.6
8.625;3.932;112.8;26.6
8.645;3.922;115.5;26.6
8.665;3.907;118.1;26.6
8.685;3.896;120.8;26.6
8.705;3.885;123.4;26.6
8.725;3.872;126.1;26.6
8.745;3.860;128.8;26.6
8.765;3.847;131.4;26.6
8.785;3.837;134.1;26.6
8.805;3.825;136.7;26.6
8.825;3.816;139.4;26.6
8.845;3.803;142.1;26.6
8.865;3.796;144.7;26.6
8.885;3.787;147.4;26.6
8.905;3.777;150.1;26.6
8.925;3.767;152.7;26.6
8.945;3.757;155.4;26.6
8.965;3.747;158.0;26.6
8.985;3.739;160.7;26.6
9.005;3.730;163.4;26.6
9.025;3.721;166.0;26.6
9.045;3.713;168.7;26.6
9.065;3.705;171.3;26.6
9.085;3.696;174.0;26.6
9.105;3.688;176.7;26.6
9.125;3.679;179.3;26.6
9.145;3.672;182.0;26.6
9.165;3.665;184.7;26.6
9.185;3.656;187.3;26.6
9.205;3.648;190.0;26.6
9.225;3.643;192.6;26.6
9.245;3.636;195.3;26.6
9.265;3.629;198.0;26.6
9.285;3.622;200.6;26.6
9.305;3.616;203.3;26.6
9.325;3.609;205.9;26.6
9.345;3.602;208.6;26.6
9.365;3.595;211.3;26.6
9.385;3.589;213.9;26.6
9.405;3.582;216.6;26.6
9.425;3.576;219.3;26.6
9.445;3.570;221.9;26.6
9.465;3.564;224.6;26.6
9.485;3.558;227.2;26.6
9.505;3.552;229.9;26.6
9.525;3.547;232.6;26.6
9.545;3.540;235.2;26.6
9.565;3.535;237.9;26.6
9.585;3.529;240.5;26.6
9.605;3.523;243.2;26.6
9.625;3.518;245.9;26.6
9.645;3.513;248.5;26.6
9.665;3.508;251.2;26.6
9.685;3.503;253.8;26.6
9.705;3.498;256.5;26.6
9.725;3.493;259.2;26.6
9.745;3.487;261.8;26.6
9.745;3.487;262.0;26.6
