ml;pH;sec;°C
0.000;8.011;0.0;26.0
7.500;5.488;12.0;26.0
7.500;5.428;12.4;26.0
7.545;5.320;13.5;26.0
7.591;5.152;14.7;26.0
7.636;5.008;15.8;26.0
7.682;4.908;17.0;26.0
7.728;4.802;18.1;26.0
7.773;4.770;19.3;26.0
7.819;4.709;20.4;26.0
7.865;4.655;21.5;26.0
7.910;4.602;22.7;26.0
7.934;4.558;23.4;26.0
7.934;4.624;27.4;26.2
7.934;4.624;27.4;26.2
7.934;4.625;27.6;26.2
7.964;4.553;28.6;26.2
7.984;4.567;36.6;26.3
8.004;4.545;40.2;26.3
8.024;4.523;44.2;26.3
8.044;4.501;48.2;26.3
8.064;4.480;51.6;26.3
8.084;4.456;54.2;26.3
8.104;4.435;58.0;26.3
8.124;4.411;61.8;26.3
8.144;4.388;65.5;26.3
8.164;4.364;68.7;26.3
8.184;4.341;72.3;26.4
8.204;4.319;76.1;26.3
8.224;4.297;78.8;26.3
8.244;4.276;81.4;26.3
8.264;4.256;85.0;26.3
8.284;4.236;87.7;26.4
8.304;4.217;90.4;26.4
8.324;4.195;93.0;26.3
8.344;4.173;95.7;26.3
8.364;4.154;99.1;26.4
8.384;4.134;101.8;26.3
8.404;4.115;104.4;26.3
8.424;4.099;107.5;26.3
8.444;4.082;110.5;26.3
8.464;4.066;113.2;26.3
8.484;4.050;116.4;26.3
8.504;4.034;119.1;26.3
8.524;4.018;121.7;26.3
8.544;4.001;125.0;26.3
8.564;3.987;128.0;26.3
8.584;3.972;130.7;26.3
8.604;3.957;133.3;26.3
8.624;3.944;136.4;26.3
8.644;3.931;139.0;26.3
8.664;3.918;142.3;26.3
8.684;3.906;145.5;26.3
8.704;3.894;148.2;26.3
8.724;3.881;150.8;26.3
8.744;3.870;153.5;26.3
8.764;3.857;156.1;26.4
8.784;3.846;158.8;26.3
8.804;3.834;161.5;26.3
8.824;3.824;164.1;26.3
8.844;3.814;167.2;26.4
8.864;3.804;169.8;26.3
8.884;3.795;172.5;26.4
8.904;3.785;175.2;26.4
8.924;3.775;177.8;26.3
8.944;3.765;180.5;26.4
8.964;3.755;183.2;26.4
8.984;3.746;186.0;26.4
9.004;3.737;188.7;26.4
9.024;3.728;191.3;26.3
9.044;3.719;194.0;26.3
9.064;3.712;196.7;26.4
9.084;3.704;199.3;26.4
9.104;3.696;202.0;26.3
9.124;3.688;204.6;26.4
9.144;3.679;207.3;26.4
9.164;3.671;210.0;26.3
9.184;3.664;212.6;26.3
9.204;3.656;215.3;26.4
9.224;3.649;217.9;26.4
9.244;3.642;220.6;26.3
9.264;3.635;223.5;26.4
9.284;3.628;226.1;26.3
9.304;3.622;228.8;26.4
9.324;3.616;231.4;26.4
9.344;3.608;234.1;26.3
9.364;3.601;236.8;26.3
9.384;3.595;239.4;26.4
9.404;3.588;242.1;26.4
9.424;3.581;244.8;26.3
9.444;3.576;247.4;26.4
9.464;3.570;250.1;26.4
9.484;3.564;252.9;26.4
9.504;3.558;255.6;26.3
9.524;3.552;258.3;26.4
9.544;3.546;260.9;26.4
9.564;3.541;263.6;26.4
9.584;3.534;266.2;26.3
9.604;3.529;268.9;26.3
9.624;3.524;271.6;26.4
9.644;3.519;274.2;26.3
9.664;3.513;276.9;26.3
9.684;3.509;279.6;26.4
9.704;3.504;282.2;26.4
9.724;3.499;284.9;26.3
9.744;3.493;287.5;26.4
9.764;3.489;290.2;26.4
9.764;3.488;290.4;26.4
