ml;pH;sec;°C
0.000;8.030;0.0;26.2
7.500;5.434;12.0;26.2
7.500;5.432;12.4;26.2
7.541;5.396;13.5;26.2
7.587;5.289;14.7;26.2
7.632;5.194;15.8;26.2
7.678;5.101;17.0;26.2
7.724;5.005;18.1;26.2
7.769;4.909;19.3;26.2
7.815;4.816;20.4;26.2
7.861;4.751;21.5;26.2
7.906;4.657;22.7;26.2
7.953;4.576;24.0;26.2
7.973;4.539;28.9;26.2
7.993;4.507;31.6;26.3
8.013;4.481;34.3;26.3
8.033;4.457;36.9;26.2
8.053;4.431;39.6;26.3
8.073;4.410;42.3;26.3
8.093;4.387;46.1;26.2
8.113;4.364;49.1;26.2
8.133;4.340;52.7;26.2
8.153;4.316;56.1;26.3
8.173;4.293;59.9;26.3
8.193;4.270;62.6;26.3
8.213;4.248;66.2;26.3
8.233;4.226;69.8;26.2
8.253;4.206;72.5;26.3
8.273;4.189;75.1;26.3
8.293;4.168;78.8;26.3
8.313;4.148;82.0;26.2
8.333;4.129;85.2;26.3
8.353;4.109;88.3;26.2
8.373;4.090;91.7;26.3
8.393;4.073;94.3;26.3
8.413;4.056;97.4;26.3
8.433;4.040;100.1;26.3
8.453;4.024;103.3;26.3
8.473;4.008;106.5;26.3
8.493;3.994;109.7;26.3
8.513;3.978;112.8;26.3
8.533;3.963;115.8;26.3
8.553;3.949;118.9;26.3
8.573;3.934;121.9;26.3
8.593;3.920;125.0;26.3
8.613;3.908;128.2;26.3
8.633;3.895;131.2;26.3
8.653;3.882;134.3;26.2
8.673;3.871;137.3;26.3
8.693;3.860;140.3;26.3
8.713;3.848;143.2;26.3
8.733;3.836;145.9;26.3
8.753;3.825;148.7;26.3
8.773;3.814;151.8;26.3
8.793;3.803;154.6;26.3
8.813;3.792;157.3;26.3
8.833;3.783;159.9;26.3
8.853;3.773;162.6;26.3
8.873;3.763;165.3;26.3
8.893;3.753;167.9;26.3
8.913;3.744;170.6;26.3
8.933;3.735;173.6;26.3
8.953;3.724;176.3;26.3
8.973;3.713;178.9;26.3
8.993;3.704;181.8;26.3
9.013;3.694;184.5;26.3
9.033;3.685;187.1;26.3
9.053;3.678;189.8;26.3
9.073;3.669;192.4;26.3
9.093;3.661;195.3;26.3
9.113;3.653;197.9;26.3
9.133;3.643;200.6;26.3
9.153;3.635;203.7;26.3
9.173;3.627;206.5;26.3
9.193;3.619;209.2;26.3
9.213;3.612;212.2;26.3
9.233;3.605;214.9;26.3
9.253;3.598;217.5;26.3
9.273;3.591;220.2;26.3
9.293;3.584;223.2;26.3
9.313;3.579;225.9;26.4
9.333;3.572;228.6;26.3
9.353;3.564;231.2;26.3
9.373;3.558;233.9;26.3
9.393;3.552;236.5;26.4
9.413;3.546;239.2;26.3
9.433;3.539;241.9;26.3
9.453;3.534;244.5;26.3
9.473;3.528;247.2;26.4
9.493;3.522;249.9;26.3
9.513;3.516;252.5;26.3
9.533;3.510;255.2;26.3
9.553;3.504;258.0;26.3
9.573;3.498;260.7;26.3
9.593;3.494;263.3;26.4
9.613;3.488;266.0;26.4
9.613;3.487;266.2;26.4
