ml;pH;sec;°C
0.000;7.963;0.0;26.8
7.500;6.079;12.0;26.8
7.500;6.055;12.4;26.8
7.543;6.035;13.5;26.8
7.588;5.970;14.7;26.8
7.634;5.876;15.8;26.8
7.680;5.766;17.0;26.8
7.725;5.648;18.1;26.8
7.771;5.529;19.3;26.8
7.817;5.404;20.4;26.8
7.862;5.277;21.5;26.8
7.908;5.150;22.7;26.8
7.954;5.027;23.8;26.8
7.999;4.909;25.0;26.8
8.045;4.796;26.1;26.8
8.090;4.681;27.3;26.8
8.137;4.562;28.6;26.8
8.157;4.265;42.6;26.7
8.177;4.242;46.1;26.7
8.197;4.217;49.7;26.7
8.217;4.196;53.1;26.7
8.237;4.177;56.5;26.7
8.257;4.157;59.9;26.7
8.277;4.139;63.2;26.7
8.297;4.120;66.4;26.7
8.317;4.101;69.8;26.7
8.337;4.081;73.3;26.6
8.357;4.063;76.5;26.7
8.377;4.046;79.7;26.7
8.397;4.027;83.1;26.6
8.417;4.012;86.2;26.7
8.437;3.996;89.4;26.7
8.457;3.982;92.5;26.7
8.477;3.967;95.5;26.7
8.497;3.953;98.5;26.6
8.517;3.940;101.6;26.7
8.537;3.923;104.8;26.7
8.557;3.911;107.9;26.7
8.577;3.897;110.7;26.7
8.597;3.884;113.7;26.7
8.617;3.871;116.8;26.6
8.637;3.860;119.6;26.6
8.657;3.848;122.7;26.6
8.677;3.837;125.3;26.7
8.697;3.826;128.0;26.6
8.717;3.815;130.9;26.7
8.737;3.804;133.5;26.6
8.757;3.793;136.4;26.7
8.777;3.781;139.2;26.7
8.797;3.771;141.9;26.7
8.817;3.761;144.5;26.6
8.837;3.752;147.2;26.6
8.857;3.742;149.9;26.6
8.877;3.734;152.5;26.7
8.897;3.724;155.2;26.7
8.917;3.715;157.8;26.6
8.937;3.706;160.5;26.6
8.957;3.697;163.2;26.7
8.977;3.688;165.8;26.6
8.997;3.680;168.5;26.6
9.017;3.670;171.2;26.6
9.037;3.664;173.8;26.7
9.057;3.655;176.5;26.7
9.077;3.648;179.1;26.6
9.097;3.641;181.8;26.6
9.117;3.633;184.5;26.7
9.137;3.626;187.1;26.7
9.157;3.617;189.8;26.6
9.177;3.610;192.5;26.6
9.197;3.603;195.1;26.6
9.217;3.597;197.8;26.6
9.237;3.590;200.4;26.6
9.257;3.583;203.1;26.6
9.277;3.577;205.8;26.6
9.297;3.571;208.4;26.6
9.317;3.565;211.1;26.6
9.337;3.557;213.7;26.6
9.357;3.551;216.4;26.6
9.377;3.545;219.1;26.7
9.397;3.539;221.7;26.6
9.417;3.532;224.4;26.6
9.437;3.527;227.1;26.6
9.457;3.521;229.7;26.6
9.477;3.516;232.4;26.6
9.497;3.510;235.0;26.6
9.517;3.504;237.7;26.6
9.537;3.499;240.4;26.6
9.557;3.493;243.0;26.6
9.577;3.487;245.7;26.6
9.577;3.488;245.9;26.6
