ml;pH;sec;°C
0.000;7.927;0.0;25.7
7.500;5.004;12.0;25.7
7.500;5.032;12.4;25.7
7.544;5.116;13.5;25.7
7.590;5.133;14.7;25.7
7.636;5.102;15.8;25.7
7.681;5.075;17.0;25.7
7.727;5.002;18.1;25.7
7.772;4.931;19.2;25.7
7.818;4.902;20.4;25.7
7.864;4.837;21.5;25.7
7.909;4.777;22.7;25.7
7.955;4.728;23.8;25.7
8.001;4.658;25.0;25.7
8.046;4.601;26.1;25.7
8.055;4.574;26.5;25.7
8.075;4.527;32.2;25.7
8.095;4.493;34.9;25.7
8.115;4.466;37.5;25.7
8.135;4.446;40.2;25.7
8.155;4.421;42.8;25.7
8.175;4.394;45.5;25.7
8.195;4.374;48.5;25.7
8.215;4.350;51.4;25.7
8.235;4.328;54.1;25.7
8.255;4.307;56.9;25.7
8.275;4.286;59.9;25.7
8.295;4.261;62.6;25.7
8.315;4.241;65.3;25.7
8.335;4.217;67.9;25.7
8.355;4.197;70.6;25.7
8.375;4.178;73.4;25.7
8.395;4.158;76.3;25.7
8.415;4.138;79.0;25.7
8.435;4.121;81.8;25.7
8.455;4.102;84.5;25.7
8.475;4.086;87.3;25.7
8.495;4.068;90.0;25.7
8.515;4.051;92.8;25.7
8.535;4.033;95.5;25.7
8.555;4.016;98.2;25.7
8.575;3.999;100.8;25.7
8.595;3.986;103.5;25.7
8.615;3.970;106.1;25.7
8.635;3.955;108.8;25.7
8.655;3.942;111.5;25.7
8.675;3.929;114.1;25.7
8.695;3.916;116.8;25.7
8.715;3.901;119.5;25.7
8.735;3.889;122.3;25.7
8.755;3.876;125.0;25.7
8.775;3.863;127.6;25.7
8.795;3.852;130.3;25.7
8.815;3.840;133.0;25.7
8.835;3.828;135.6;25.7
8.855;3.817;138.3;25.7
8.875;3.808;140.9;25.7
8.895;3.798;143.6;25.7
8.915;3.787;146.3;25.7
8.935;3.776;148.9;25.7
8.955;3.766;151.6;25.7
8.975;3.755;154.2;25.7
8.995;3.745;156.9;25.7
9.015;3.736;159.6;25.7
9.035;3.728;162.2;25.7
9.055;3.718;164.9;25.7
9.075;3.710;167.6;25.7
9.095;3.702;170.2;25.7
9.115;3.694;172.9;25.7
9.135;3.685;175.5;25.7
9.155;3.677;178.2;25.7
9.175;3.669;180.9;25.7
9.195;3.660;183.5;25.7
9.215;3.652;186.2;25.7
9.235;3.645;188.9;25.7
9.255;3.638;191.5;25.7
9.275;3.630;194.2;25.7
9.295;3.623;196.8;25.7
9.315;3.617;199.5;25.7
9.335;3.609;202.4;25.7
9.355;3.602;205.0;25.7
9.375;3.595;207.7;25.7
9.395;3.588;210.3;25.7
9.415;3.582;213.0;25.7
9.435;3.576;215.7;25.7
9.455;3.569;218.3;25.7
9.475;3.563;221.0;25.7
9.495;3.558;223.6;25.7
9.515;3.551;226.3;25.7
9.535;3.544;229.0;25.7
9.555;3.539;231.6;25.7
9.575;3.533;234.3;25.7
9.595;3.526;237.0;25.7
9.615;3.521;239.6;25.7
9.635;3.516;242.3;25.7
9.655;3.510;244.9;25.7
9.675;3.505;247.6;25.7
9.695;3.500;250.3;25.7
9.715;3.495;252.9;25.7
9.735;3.489;255.6;25.7
9.735;3.490;255.8;25.7
