ml;pH;sec;°C
0.000;7.978;0.0;25.8
7.500;5.395;12.0;25.8
7.500;5.440;12.4;25.8
7.542;5.489;13.5;25.8
7.588;5.463;14.7;25.8
7.633;5.407;15.8;25.8
7.679;5.334;17.0;25.8
7.725;5.261;18.1;25.8
7.770;5.184;19.3;25.8
7.816;5.100;20.4;25.8
7.862;5.025;21.5;25.8
7.907;4.946;22.7;25.8
7.953;4.866;23.8;25.8
7.999;4.788;25.0;25.8
8.044;4.717;26.1;25.8
8.090;4.644;27.2;25.8
8.137;4.569;28.6;25.8
8.157;4.425;37.9;25.9
8.177;4.398;41.3;26.0
8.197;4.373;44.7;25.9
8.217;4.350;48.2;25.9
8.237;4.327;51.6;26.0
8.257;4.305;54.6;25.9
8.277;4.284;57.5;26.0
8.297;4.261;60.7;26.0
8.317;4.239;63.9;25.9
8.337;4.217;67.0;25.9
8.357;4.195;70.2;26.0
8.377;4.174;73.3;25.9
8.397;4.152;76.3;25.9
8.417;4.135;79.0;26.0
8.437;4.115;81.8;25.9
8.457;4.098;84.7;25.9
8.477;4.081;87.3;25.9
8.497;4.064;90.2;25.9
8.517;4.046;93.2;25.9
8.537;4.028;95.9;25.9
8.557;4.013;98.5;26.0
8.577;3.996;101.4;25.9
8.597;3.980;104.2;25.9
8.617;3.966;106.9;26.0
8.637;3.952;109.6;26.0
8.657;3.938;112.2;25.9
8.677;3.926;115.1;26.0
8.697;3.912;117.7;25.9
8.717;3.898;120.6;26.0
8.737;3.884;123.3;25.9
8.757;3.872;125.9;26.0
8.777;3.860;128.6;26.0
8.797;3.847;131.2;25.9
8.817;3.836;133.9;25.9
8.837;3.825;136.6;26.0
8.857;3.813;139.2;26.0
8.877;3.804;141.9;25.9
8.897;3.793;144.5;25.9
8.917;3.783;147.2;26.0
8.937;3.772;149.9;26.0
8.957;3.762;152.5;25.9
8.977;3.752;155.2;25.9
8.997;3.742;157.9;26.0
9.017;3.733;160.5;26.0
9.037;3.724;163.2;26.0
9.057;3.715;165.8;25.9
9.077;3.706;168.5;26.0
9.097;3.699;171.2;26.0
9.117;3.690;173.8;26.0
9.137;3.681;176.5;25.9
9.157;3.673;179.1;26.0
9.177;3.665;181.8;26.0
9.197;3.656;184.5;26.0
9.217;3.648;187.1;25.9
9.237;3.642;189.8;26.0
9.257;3.635;192.4;26.0
9.277;3.627;195.1;26.0
9.297;3.620;197.8;26.0
9.317;3.613;200.4;26.0
9.337;3.606;203.1;26.0
9.357;3.599;205.8;26.0
9.377;3.591;208.4;25.9
9.397;3.585;211.1;26.0
9.417;3.579;213.7;26.0
9.437;3.572;216.4;26.0
9.457;3.566;219.1;26.0
9.477;3.560;221.7;26.0
9.497;3.554;224.4;26.0
9.517;3.547;227.1;26.0
9.537;3.541;229.7;26.0
9.557;3.535;232.4;26.0
9.577;3.529;235.0;26.0
9.597;3.523;237.7;26.0
9.617;3.518;240.4;26.0
9.637;3.512;243.0;26.0
9.657;3.507;245.7;26.0
9.677;3.502;248.3;26.0
9.697;3.497;251.0;26.0
9.717;3.491;253.7;26.0
9.737;3.486;256.3;26.0
9.737;3.486;256.5;26.0
