ml;pH;sec;°C
0.000;8.034;0.0;26.0
7.500;5.443;12.0;26.0
7.500;5.457;12.4;26.0
7.542;5.504;13.5;26.0
7.587;5.452;14.7;26.0
7.633;5.387;15.8;26.0
7.679;5.310;17.0;26.0
7.724;5.210;18.1;26.0
7.770;5.134;19.2;26.0
7.816;5.045;20.4;26.0
7.861;4.941;21.5;26.0
7.907;4.847;22.7;26.0
7.952;4.769;23.8;26.0
7.998;4.655;25.0;26.0
8.044;4.591;26.1;26.0
8.052;4.569;26.5;26.0
8.072;4.416;36.7;26.1
8.092;4.392;39.8;26.1
8.112;4.361;43.4;26.1
8.132;4.330;46.1;26.1
8.152;4.314;48.7;26.1
8.172;4.291;51.4;26.1
8.192;4.269;54.0;26.1
8.212;4.248;56.9;26.1
8.232;4.226;59.6;26.1
8.252;4.207;62.4;26.2
8.272;4.185;65.1;26.1
8.292;4.166;67.7;26.1
8.312;4.144;70.4;26.1
8.332;4.127;73.1;26.2
8.352;4.108;75.7;26.2
8.372;4.091;78.4;26.1
8.392;4.072;81.0;26.1
8.412;4.052;83.7;26.2
8.432;4.038;86.4;26.1
8.452;4.020;89.0;26.1
8.472;4.007;91.7;26.1
8.492;3.992;94.4;26.1
8.512;3.978;97.0;26.2
8.532;3.964;99.7;26.2
8.552;3.948;102.3;26.1
8.572;3.933;105.0;26.1
8.592;3.918;107.7;26.2
8.612;3.905;110.3;26.2
8.632;3.892;113.0;26.1
8.652;3.881;115.7;26.2
8.672;3.869;118.3;26.2
8.692;3.858;121.0;26.2
8.712;3.846;123.6;26.1
8.732;3.834;126.3;26.1
8.752;3.822;129.0;26.2
8.772;3.809;131.6;26.2
8.792;3.797;134.3;26.1
8.812;3.786;137.0;26.2
8.832;3.775;139.6;26.2
8.852;3.765;142.3;26.2
8.872;3.754;144.9;26.1
8.892;3.746;147.6;26.2
8.912;3.735;150.3;26.2
8.932;3.726;152.9;26.2
8.952;3.715;155.6;26.1
8.972;3.706;158.2;26.2
8.992;3.695;160.9;26.2
9.012;3.687;163.6;26.1
9.032;3.679;166.2;26.2
9.052;3.672;168.9;26.2
9.072;3.664;171.6;26.2
9.092;3.655;174.2;26.2
9.112;3.648;176.9;26.2
9.132;3.638;179.5;26.2
9.152;3.629;182.2;26.1
9.172;3.623;185.2;26.2
9.192;3.616;187.9;26.2
9.212;3.609;190.6;26.2
9.232;3.602;193.2;26.2
9.252;3.595;196.3;26.1
9.272;3.588;198.9;26.2
9.292;3.583;201.6;26.2
9.312;3.575;204.3;26.2
9.332;3.569;206.9;26.2
9.352;3.562;209.6;26.2
9.372;3.556;212.2;26.2
9.392;3.549;214.9;26.2
9.412;3.542;217.6;26.1
9.432;3.537;220.2;26.2
9.452;3.532;222.9;26.2
9.472;3.526;225.5;26.2
9.492;3.519;228.2;26.2
9.512;3.514;230.9;26.2
9.532;3.509;233.5;26.2
9.552;3.502;236.2;26.2
9.572;3.497;238.9;26.2
9.592;3.491;241.5;26.2
9.612;3.486;244.2;26.2
9.612;3.486;244.4;26.2
