"","Filename","jar","run","day","S","TA_mmolL","fragment_ID"
"287","Alkalinity_preT7_5_12_08_19_11_55_30","7","2","17",35.5,2.60014819659845,"PruD1"
"288","Alkalinity_preT7_5_12_08_19_12_02_06","8","2","17",35.5,2.62153791001561,"PruE2"
"289","Alkalinity_preT7_5_12_08_19_12_08_27","9","2","17",35.5,2.60976577047545,"PruA1"
"290","Alkalinity_preT7_5_12_08_19_12_15_11","10","2","17",35.5,2.63140420934341,"control"
"291","Alkalinity_preT7_5_12_08_19_13_08_05","1","3","17",35.5,2.57299369350482,"SpiA2"
"292","Alkalinity_preT7_5_12_08_19_13_19_38","2","3","17",35.5,2.54945504042811,"SpiB2"
"293","Alkalinity_preT7_5_12_08_19_13_26_25","3","3","17",35.5,2.57758340414735,"SpiD2"
"294","Alkalinity_preT7_5_12_08_19_13_33_14","4","3","17",35.5,2.59324781679892,"MdiC3"
"295","Alkalinity_preT7_5_12_08_19_13_40_12","5","3","17",35.5,2.69572512661006,"MdiA3"
"296","Alkalinity_preT7_5_12_08_19_13_47_09","6","3","17",35.5,2.5889156491763,"MdiD3"
"297","Alkalinity_preT7_5_12_08_19_13_54_09","7","3","17",35.5,2.5964970991235,"PruD3"
"298","Alkalinity_preT7_5_12_08_19_14_01_13","8","3","17",35.5,2.60825889473469,"PruE3"
"299","Alkalinity_preT7_5_12_08_19_14_11_14","9","3","17",35.5,2.6113930577657,"PruA3"
"300","Alkalinity_preT7_5_12_08_19_14_17_35","10","3","17",35.5,2.60820405203367,"control"
"301","Alkalinity_preT7_5_22_07_19_11_02_02","1","1","1",34,2.57611858497269,"PveF1"
"302","Alkalinity_preT7_5_22_07_19_11_08_45","2","1","1",34,2.56251142489574,"PveA1"
"303","Alkalinity_preT7_5_22_07_19_11_14_55","3","1","1",34,2.57553941876254,"PveB1"
"304","Alkalinity_preT7_5_22_07_19_11_21_07","4","1","1",34,2.59944969768404,"AmuD1"
"305","Alkalinity_preT7_5_22_07_19_11_27_18","5","1","1",34,2.59934978671922,"AmuB1"
"306","Alkalinity_preT7_5_22_07_19_11_33_28","6","1","1",34,2.58194506099953,"AmuA1"
"307","Alkalinity_preT7_5_22_07_19_11_39_49","7","1","1",34,2.59189006716046,"PloB1"
"308","Alkalinity_preT7_5_22_07_19_11_46_53","8","1","1",34,2.58816768747337,"PloC1"
"309","Alkalinity_preT7_5_22_07_19_11_52_44","9","1","1",34,2.59985103169874,"PloD1"
"310","Alkalinity_preT7_5_22_07_19_11_59_24","10","1","1",34,2.60022224949242,"control"
"311","Alkalinity_preT7_5_22_07_19_13_06_35","1","2","1",34,2.54601511731974,"PveF3"
"312","Alkalinity_preT7_5_22_07_19_13_12_23","2","2","1",34,2.56474907721676,"PveA2"
"313","Alkalinity_preT7_5_22_07_19_13_18_23","3","2","1",34,2.5487452040161,"PveB3"
"314","Alkalinity_preT7_5_22_07_19_13_25_51","4","2","1",34,2.5764853040602,"AmuD2"
"315","Alkalinity_preT7_5_22_07_19_13_33_40","5","2","1",34,2.58613330185746,"AmuB2"
"316","Alkalinity_preT7_5_22_07_19_13_40_51","6","2","1",34,2.57271227173789,"AmuA2"
"317","Alkalinity_preT7_5_22_07_19_13_46_36","7","2","1",34,2.56784797017937,"PloB2"
"318","Alkalinity_preT7_5_22_07_19_13_52_37","8","2","1",34,2.57694515580309,"PloC2"
"319","Alkalinity_preT7_5_22_07_19_13_58_54","9","2","1",34,2.58110121145208,"PloD2"
"320","Alkalinity_preT7_5_22_07_19_14_04_44","10","2","1",34,2.58297144732139,"control"
"321","Alkalinity_preT7_5_22_07_19_15_08_17","1","3","1",34,2.52712058730993,"PveF4"
"322","Alkalinity_preT7_5_22_07_19_15_13_42","2","3","1",34,2.51935973673597,"PveA4"
"323","Alkalinity_preT7_5_22_07_19_15_21_07","3","3","1",34,2.53401261287473,"PveB4"
"324","Alkalinity_preT7_5_22_07_19_15_26_49","4","3","1",34,2.56268612935832,"AmuD3"
"325","Alkalinity_preT7_5_22_07_19_15_33_43","5","3","1",34,2.55596712486326,"AmuB4"
"326","Alkalinity_preT7_5_22_07_19_15_39_24","6","3","1",34,2.55389222655828,"AmuA3"
"327","Alkalinity_preT7_5_22_07_19_15_46_03","7","3","1",34,2.54272130932789,"PloB3"
"328","Alkalinity_preT7_5_22_07_19_15_54_47","8","3","1",34,2.56245658068498,"PloC3"
"329","Alkalinity_preT7_5_22_07_19_16_00_24","9","3","1",34,2.56729397899689,"PloD3"
"330","Alkalinity_preT7_5_22_07_19_16_06_12","10","3","1",34,2.56465382441489,"control"
"331","Alkalinity_preT7_5_23_07_19_10_11_38","1","1","2",34.2,2.58546916251443,"PdaA1"
"332","Alkalinity_preT7_5_23_07_19_10_18_13","2","1","2",34.2,2.57759559772358,"PdaB1"
"333","Alkalinity_preT7_5_23_07_19_10_26_09","3","1","2",34.2,2.59442532687276,"PdaD1"
"334","Alkalinity_preT7_5_23_07_19_10_32_16","4","1","2",34.2,2.60248088997946,"AcyB1"
"335","Alkalinity_preT7_5_23_07_19_10_41_51","5","1","2",34.2,2.60586016479061,"AcyD1"
"336","Alkalinity_preT7_5_23_07_19_10_48_58","6","1","2",34.2,2.61055341704924,"AcyA1"
"337","Alkalinity_preT7_5_23_07_19_10_55_02","7","1","2",34.2,2.59957253529979,"PcyB1"
"338","Alkalinity_preT7_5_23_07_19_11_02_27","8","1","2",34.2,2.59370950977014,"PcyC1"
"339","Alkalinity_preT7_5_23_07_19_11_09_03","9","1","2",34.2,2.60348478552676,"PcyA1"
"340","Alkalinity_preT7_5_23_07_19_11_15_06","10","1","2",34.2,2.59997737444784,"control"
"341","Alkalinity_preT7_5_23_07_19_12_30_37","1","2","2",34.2,2.58715943115194,"PdaA2"
"342","Alkalinity_preT7_5_23_07_19_12_37_39","2","2","2",34.2,2.56353736451415,"PdaB2"
"343","Alkalinity_preT7_5_23_07_19_12_44_08","3","2","2",34.2,2.57898344238935,"PdaD2"
"344","Alkalinity_preT7_5_23_07_19_12_52_39","4","2","2",34.2,2.57916925395658,"AcyB3"
"345","Alkalinity_preT7_5_23_07_19_12_58_56","5","2","2",34.2,2.59658241253367,"AcyD2"
"346","Alkalinity_preT7_5_23_07_19_13_11_25","6","2","2",34.2,2.60311445741921,"AcyA2"
"347","Alkalinity_preT7_5_23_07_19_13_16_52","7","2","2",34.2,2.58274123147073,"PcyB2"
"348","Alkalinity_preT7_5_23_07_19_13_22_24","8","2","2",34.2,2.59737712032442,"PcyC3"
"349","Alkalinity_preT7_5_23_07_19_13_28_25","9","2","2",34.2,2.58519699699565,"PcyA2"
"350","Alkalinity_preT7_5_23_07_19_13_34_44","10","2","2",34.2,2.60083636348563,"control"
"351","Alkalinity_preT7_5_23_07_19_14_35_55","1","3","2",34.2,2.57305561814848,"PdaA4"
"352","Alkalinity_preT7_5_23_07_19_14_43_38","2","3","2",34.2,2.55386220149691,"PdaB4"
"353","Alkalinity_preT7_5_23_07_19_14_49_30","3","3","2",34.2,2.57574445032831,"PdaD4"
"354","Alkalinity_preT7_5_23_07_19_14_55_38","4","3","2",34.2,2.57355385016125,"AcyB4"
"355","Alkalinity_preT7_5_23_07_19_15_01_36","5","3","2",34.2,2.58024196927723,"AcyD3"
"356","Alkalinity_preT7_5_23_07_19_15_08_17","6","3","2",34.2,2.57687037826613,"AcyA3"
"357","Alkalinity_preT7_5_23_07_19_15_17_12","7","3","2",34.2,2.56620567084671,"PcyB4"
"358","Alkalinity_preT7_5_23_07_19_15_23_31","8","3","2",34.2,2.57253187732225,"PcyC4"
"359","Alkalinity_preT7_5_23_07_19_15_29_16","9","3","2",34.2,2.57693403000109,"PcyA4"
"360","Alkalinity_preT7_5_23_07_19_15_35_15","10","3","2",34.2,2.58318864031805,"control"
"361","Alkalinity_preT7_5_24_07_19_10_10_48","1","1","3",34.4,2.57389886288957,"SpiA1"
"362","Alkalinity_preT7_5_24_07_19_10_16_18","2","1","3",34.4,2.57137218098415,"SpiB1"
"363","Alkalinity_preT7_5_24_07_19_10_22_19","3","1","3",34.4,2.58580248589872,"SpiD1"
"364","Alkalinity_preT7_5_24_07_19_10_27_53","4","1","3",34.4,2.57785226326599,"MdiC1"
"365","Alkalinity_preT7_5_24_07_19_10_34_12","5","1","3",34.4,2.58043266594926,"MdiA1"
"366","Alkalinity_preT7_5_24_07_19_10_39_43","6","1","3",34.4,2.5813149522765,"MdiD1"
"367","Alkalinity_preT7_5_24_07_19_10_45_55","7","1","3",34.4,2.5944836695375,"PruD1"
"368","Alkalinity_preT7_5_24_07_19_10_54_38","8","1","3",34.4,2.58964592402341,"PruE2"
"369","Alkalinity_preT7_5_24_07_19_11_03_24","9","1","3",34.4,2.58420892561882,"PruA1"
"370","Alkalinity_preT7_5_24_07_19_11_09_15","10","1","3",34.4,2.60523354341755,"control"
"371","Alkalinity_preT7_5_24_07_19_12_24_29","1","2","3",34.4,2.56892593610784,"SpiA2"
"372","Alkalinity_preT7_5_24_07_19_12_30_49","2","2","3",34.4,2.57034418442543,"SpiB2"
"373","Alkalinity_preT7_5_24_07_19_12_37_57","3","2","3",34.4,2.56631935039605,"SpiD2"
"374","Alkalinity_preT7_5_24_07_19_12_43_41","4","2","3",34.4,2.57750216586187,"MdiC3"
"375","Alkalinity_preT7_5_24_07_19_12_49_51","5","2","3",34.4,2.58363641830273,"MdiA3"
"376","Alkalinity_preT7_5_24_07_19_12_56_54","6","2","3",34.4,2.57414673011929,"MdiD3"
"377","Alkalinity_preT7_5_24_07_19_13_02_28","7","2","3",34.4,2.58962544876985,"PruD3"
"378","Alkalinity_preT7_5_24_07_19_13_08_49","8","2","3",34.4,2.57945361494656,"PruE3"
"379","Alkalinity_preT7_5_24_07_19_13_15_01","9","2","3",34.4,2.59203251706672,"PruA3"
"380","Alkalinity_preT7_5_24_07_19_13_21_26","10","2","3",34.4,2.60351641863187,"control"
"381","Alkalinity_preT7_5_24_07_19_14_41_03","1","3","3",34.4,2.52943620114594,"SpiA4"
"382","Alkalinity_preT7_5_24_07_19_14_49_10","2","3","3",34.4,2.54875203728088,"SpiB3"
"383","Alkalinity_preT7_5_24_07_19_14_55_23","3","3","3",34.4,2.5572218175789,"SpiD4"
"384","Alkalinity_preT7_5_24_07_19_15_01_44","4","3","3",34.4,2.55432485393774,"MdiC4"
"385","Alkalinity_preT7_5_24_07_19_15_08_36","5","3","3",34.4,2.55687629426887,"MdiA4"
"386","Alkalinity_preT7_5_24_07_19_15_14_00","6","3","3",34.4,2.56296399825504,"MdiD4"
"387","Alkalinity_preT7_5_24_07_19_15_20_08","7","3","3",34.4,2.55667426158304,"PruD4"
"388","Alkalinity_preT7_5_24_07_19_15_25_43","8","3","3",34.4,2.57084694460402,"PruE4"
"389","Alkalinity_preT7_5_24_07_19_15_31_25","9","3","3",34.4,2.58186348290567,"PruA4"
"390","Alkalinity_preT7_5_24_07_19_15_37_04","10","3","3",34.4,2.58419615887173,"control"
"391","Alkalinity_preT7_5_26_07_19_10_31_50","1","1","4",34.6,2.52239069025973,"PveF1_PveF3_PveF4"
"392","Alkalinity_preT7_5_26_07_19_10_39_01","2","1","4",34.6,2.61643775100884,"PdaA1_PdaA2_PdaA4"
"393","Alkalinity_preT7_5_26_07_19_10_45_56","3","1","4",34.6,2.54582495540539,"SpiA1_SpiA2_SpiA4"
"394","Alkalinity_preT7_5_26_07_19_10_52_22","4","1","4",34.6,2.6125309365215,"AmuD1_AmuD2_AmuD3"
"395","Alkalinity_preT7_5_26_07_19_10_58_59","5","1","4",34.6,2.62545200389504,"AcyB1_AcyB3_AcyB4"
"396","Alkalinity_preT7_5_26_07_19_11_05_21","6","1","4",34.6,2.55892195680674,"MdiC1_MdiC3_MdiC4"
"397","Alkalinity_preT7_5_26_07_19_11_11_49","7","1","4",34.6,2.59408499432382,"PloB1_PloB2_PloB3"
"398","Alkalinity_preT7_5_26_07_19_11_21_58","8","1","4",34.6,2.5971557432142,"PcyB1_PcyB2_PcyB4"
"399","Alkalinity_preT7_5_26_07_19_11_28_11","9","1","4",34.6,2.60889976841809,"PruD1_PruD3_PruD4"
"400","Alkalinity_preT7_5_26_07_19_11_35_10","10","1","4",34.6,2.63259334879195,"control"
"401","Alkalinity_preT7_5_26_07_19_12_47_44","1","2","4",34.6,2.50879497685493,"PveA1_PveA2_PveA4"
"402","Alkalinity_preT7_5_26_07_19_12_55_07","2","2","4",34.6,2.53488979012905,"PdaB1_PdaB2_PdaB4"
"403","Alkalinity_preT7_5_26_07_19_13_02_13","3","2","4",34.6,2.50820471607594,"SpiB1_SpiB2_SpiB3"
"404","Alkalinity_preT7_5_26_07_19_13_07_58","4","2","4",34.6,2.62059584321653,"AmuB1_AmuB2_AmuB4"
"405","Alkalinity_preT7_5_26_07_19_13_15_32","5","2","4",34.6,2.54230825858305,"MdiA1_MdiA3_MdiA4"
"406","Alkalinity_preT7_5_26_07_19_13_24_14","6","2","4",34.6,2.5762158577547,"PloC1_PloC2_PloC3"
"407","Alkalinity_preT7_5_26_07_19_13_31_01","7","2","4",34.6,2.57584000325635,"PcyC1_PcyC3_PcyC4"
"408","Alkalinity_preT7_5_26_07_19_13_37_51","8","2","4",34.6,2.58230669587375,"PruE2_PruE3_PruE4"
"409","Alkalinity_preT7_5_26_07_19_13_44_57","9","2","4",34.6,2.62317225250089,"AcyD1_AcyD2_AcyD3"
"410","Alkalinity_preT7_5_26_07_19_13_53_14","10","2","4",34.6,2.60101085525096,"control"
"411","Alkalinity_preT7_5_26_07_19_15_25_58","1","3","4",34.6,2.46985974004544,"PveB1_PveB3_PveB4"
"412","Alkalinity_preT7_5_26_07_19_15_33_50","2","3","4",34.6,2.57385376629981,"PdaD1_PdaD2_PdaD4"
"413","Alkalinity_preT7_5_26_07_19_15_41_54","3","3","4",34.6,2.50774402304371,"SpiD1_SpiD2_SpiD4"
"414","Alkalinity_preT7_5_26_07_19_15_49_27","4","3","4",34.6,2.55135581603857,"AmuA1_AmuA2_AmuA3"
"415","Alkalinity_preT7_5_26_07_19_15_58_59","5","3","4",34.6,2.58957742009695,"AcyA1_AcyA2_AcyA3"
"416","Alkalinity_preT7_5_26_07_19_16_06_24","6","3","4",34.6,2.53588982088957,"MdiD1_MdiD3_MdiD4"
"417","Alkalinity_preT7_5_26_07_19_16_15_52","7","3","4",34.6,2.56195424795732,"PloD1_PloD2_PloD3"
"418","Alkalinity_preT7_5_26_07_19_16_23_43","8","3","4",34.6,2.55739193314682,"PcyA1_PcyA2_PcyA4"
"419","Alkalinity_preT7_5_26_07_19_16_30_56","9","3","4",34.6,2.56562121652923,"PruA1_PruA3_PruA4"
"420","Alkalinity_preT7_5_26_07_19_16_40_32","10","3","4",34.6,2.59141162293508,"control"
"421","Alkalinity_preT7_5_29_07_19_10_07_29","1","1","5",35,2.49116262146604,"PveF1_PveA1_PveB1"
"422","Alkalinity_preT7_5_29_07_19_10_22_08","2","1","5",35,2.59856809130213,"PdaA1_PdaB1_PdaD1"
"423","Alkalinity_preT7_5_29_07_19_10_31_11","3","1","5",35,2.55123624867933,"SpiA2_SpiB2_SpiD2"
"424","Alkalinity_preT7_5_29_07_19_10_38_12","4","1","5",35,2.60146049381564,"AmuD1_AmuB1_AmuA1"
"425","Alkalinity_preT7_5_29_07_19_10_53_48","6","1","5",35,2.569690399397,"MdiC1_MdiA1_MdiD1"
"426","Alkalinity_preT7_5_29_07_19_11_02_18","7","1","5",35,2.5982180936384,"PloB1_PloC1_PloD1"
"427","Alkalinity_preT7_5_29_07_19_11_09_22","8","1","5",35,2.59499424195998,"PcyB1_PcyC1_PcyA1"
"428","Alkalinity_preT7_5_29_07_19_11_18_04","9","1","5",35,2.59391332123093,"PruD1_PruE2_PruA1"
"429","Alkalinity_preT7_5_29_07_19_11_24_55","10","1","5",35,2.62151682294644,"control"
"430","Alkalinity_preT7_5_29_07_19_12_39_10","1","2","5",35,2.47288077270893,"PveF3_PveA2_PveB3"
"431","Alkalinity_preT7_5_29_07_19_12_46_15","2","2","5",35,2.56620359486545,"PdaA2_PdaB2_PdaD2"
"432","Alkalinity_preT7_5_29_07_19_12_53_30","3","2","5",35,2.52132319559837,"SpiB1_SpiB2_SpiB3"
"433","Alkalinity_preT7_5_29_07_19_13_01_35","4","2","5",35,2.58358663710042,"AmuD2_AmuB2_AmuA2"
"434","Alkalinity_preT7_5_29_07_19_13_08_27","5","2","5",35,2.60161475909716,"AcyB3_AcyD2_AcyA2"
"435","Alkalinity_preT7_5_29_07_19_13_15_30","6","2","5",35,2.55026110587807,"MdiC3_MdiA3_MdiD3"
"436","Alkalinity_preT7_5_29_07_19_13_21_55","7","2","5",35,2.58006966798717,"PloB2_PloC2_PloD2"
"437","Alkalinity_preT7_5_29_07_19_13_28_15","8","2","5",35,2.56766258264838,"PcyB2_PcyC3_PcyA2"
"438","Alkalinity_preT7_5_29_07_19_13_36_05","9","2","5",35,2.58399579306893,"PruD3_PruE3_PruA3"
"439","Alkalinity_preT7_5_29_07_19_13_42_56","10","2","5",35,2.60805440915078,"control"
"440","Alkalinity_preT7_5_29_07_19_14_53_59","1","3","5",35,2.46357231219283,"PveF4_PveA4_PveB4"
"441","Alkalinity_preT7_5_29_07_19_15_03_00","2","3","5",35,2.54207055288473,"PdaA4_PdaB4_PdaD4"
"442","Alkalinity_preT7_5_29_07_19_15_13_10","3","3","5",35,2.49235181263387,"SpiA4_SpiB3_SpiD4"
"443","Alkalinity_preT7_5_29_07_19_15_20_22","4","3","5",35,2.56315786571349,"AmuD3_AmuB4_AmuA3"
"444","Alkalinity_preT7_5_29_07_19_15_26_56","5","3","5",35,2.5793279685659,"AcyB4_AcyD3_AcyA3"
"445","Alkalinity_preT7_5_29_07_19_15_33_21","6","3","5",35,2.52694551059678,"MdiC4_MdiA4_MdiD4"
"446","Alkalinity_preT7_5_29_07_19_15_39_33","7","3","5",35,2.54577350585766,"PloB3_PloC3_PloD3"
"447","Alkalinity_preT7_5_29_07_19_15_46_45","8","3","5",35,2.55023635804138,"PcyB4_PcyC4_PcyA4"
"448","Alkalinity_preT7_5_29_07_19_15_54_12","9","3","5",35,2.53805095567215,"PruD4_PruE4_PruA4"
"449","Alkalinity_preT7_5_29_07_19_16_00_55","10","3","5",35,2.5779484051655,"control"
"450","Alkalinity_preT7_5_30_07_19_10_00_20","1","1","6",35.1,2.59570947525306,"PveF1_PdaA1_SpiA1"
"451","Alkalinity_preT7_5_30_07_19_10_11_31","2","1","6",35.1,2.56163093343188,"PveA1_PdaB1_SpiB1"
"452","Alkalinity_preT7_5_30_07_19_10_18_24","3","1","6",35.1,2.58898634065639,"PveB1_PdaD1_SpiD1"
"453","Alkalinity_preT7_5_30_07_19_10_26_53","4","1","6",35.1,2.64327448176417,"AmuD1_AcyB1_MdiC1"
"454","Alkalinity_preT7_5_30_07_19_10_34_39","5","1","6",35.1,2.64790512702161,"AmuB1_AcyD1_MdiA1"
"455","Alkalinity_preT7_5_30_07_19_10_41_47","6","1","6",35.1,2.63402480751891,"AmuA1_AcyA1_MdiD1"
"456","Alkalinity_preT7_5_30_07_19_10_49_04","7","1","6",35.1,2.63386461979945,"PloB1_PcyB1_PruD1"
"457","Alkalinity_preT7_5_30_07_19_10_55_46","8","1","6",35.1,2.63394937919599,"PloC1_PcyC1_PruE2"
"458","Alkalinity_preT7_5_30_07_19_11_03_18","9","1","6",35.1,2.63328549292484,"PloD1_PcyA1_PruA1"
"459","Alkalinity_preT7_5_30_07_19_11_16_57","10","1","6",35.1,2.67046561867549,"control"
"460","Alkalinity_preT7_5_30_07_19_12_20_24","1","2","6",35.1,2.55624457326425,"PveF3_PdaA2_SpiA2"
"461","Alkalinity_preT7_5_30_07_19_12_26_53","2","2","6",35.1,2.52076680550725,"PveA2_PdaB2_SpiB2"
"462","Alkalinity_preT7_5_30_07_19_12_33_49","3","2","6",35.1,2.5474660049717,"PveB3_PdaD2_SpiD2"
"463","Alkalinity_preT7_5_30_07_19_12_41_11","4","2","6",35.1,2.61131225856446,"AmuD2_AcyB3_MdiC3"
"464","Alkalinity_preT7_5_30_07_19_12_49_03","5","2","6",35.1,2.62327591797343,"AmuB2_AcyD2_MdiA3"
"465","Alkalinity_preT7_5_30_07_19_12_55_59","6","2","6",35.1,2.61166641240742,"AmuA2_AcyA2_MdiD3"
"466","Alkalinity_preT7_5_30_07_19_13_04_02","7","2","6",35.1,2.60752947131349,"PloB2_PcyB2_PruD3"
"467","Alkalinity_preT7_5_30_07_19_13_13_49","8","2","6",35.1,2.60839789751715,"PloC2_PcyC3_PruE3"
"468","Alkalinity_preT7_5_30_07_19_13_21_19","9","2","6",35.1,2.61005800169189,"PloD2_PcyA2_PruA3"
"469","Alkalinity_preT7_5_30_07_19_13_28_07","10","2","6",35.1,2.64594915691056,"control"
"470","Alkalinity_preT7_5_30_07_19_14_41_15","1","3","6",35.1,2.51962399285556,"PveF4_PdaA4_SpiA4"
"471","Alkalinity_preT7_5_30_07_19_14_47_45","2","3","6",35.1,2.51253280811398,"PveA4_PdaB4_SpiB3"
"472","Alkalinity_preT7_5_30_07_19_14_58_35","3","3","6",35.1,2.55621705198197,"PveB4_PdaD4_SpiD4"
"473","Alkalinity_preT7_5_30_07_19_15_05_25","4","3","6",35.1,2.59814750508763,"AmuD3_AcyB4_MdiC4"
"474","Alkalinity_preT7_5_30_07_19_15_12_55","5","3","6",35.1,2.61501566214593,"AmuB4_AcyD3_MdiA4"
"475","Alkalinity_preT7_5_30_07_19_15_20_15","6","3","6",35.1,2.5835325240874,"AmuA3_AcyA3_MdiD4"
"476","Alkalinity_preT7_5_30_07_19_15_26_57","7","3","6",35.1,2.60622659486065,"PloB3_PcyB4_PruD4"
"477","Alkalinity_preT7_5_30_07_19_15_36_06","8","3","6",35.1,2.59837822226745,"PloC3_PcyC4_PruE4"
"478","Alkalinity_preT7_5_30_07_19_15_43_26","9","3","6",35.1,2.59340025633656,"PloD3_PcyA4_PruA4"
"479","Alkalinity_preT7_5_30_07_19_15_50_36","10","3","6",35.1,2.622616426994,"control"
"480","Alkalinity_preT7_5_31_07_19_10_27_53","1","1","7",35.3,2.61191136817715,"PveF1_AmuD1_PloB1"
"481","Alkalinity_preT7_5_31_07_19_10_36_50","2","1","7",35.3,2.63685138108146,"PveA1_AmuB1_PloC1"
"482","Alkalinity_preT7_5_31_07_19_10_44_07","3","1","7",35.3,2.62646380247703,"PveB1_AmuA1_PloD1"
"483","Alkalinity_preT7_5_31_07_19_10_50_39","4","1","7",35.3,2.65033800516554,"PdaA1_AcyB1_PcyB1"
"484","Alkalinity_preT7_5_31_07_19_10_57_43","5","1","7",35.3,2.64790110345479,"PdaB1_AcyD1_PcyC1"
"485","Alkalinity_preT7_5_31_07_19_11_06_06","6","1","7",35.3,2.64495724694535,"PdaD1_AcyA1_PcyA1"
"486","Alkalinity_preT7_5_31_07_19_11_13_47","7","1","7",35.3,2.61829068144766,"SpiA1_MdiC1_PruD1"
"487","Alkalinity_preT7_5_31_07_19_11_21_28","8","1","7",35.3,2.5911649828239,"SpiB1_MdiA1_PruE2"
"488","Alkalinity_preT7_5_31_07_19_11_27_50","9","1","7",35.3,2.62273768011974,"SpiD1_MdiD1_PruA1"
"489","Alkalinity_preT7_5_31_07_19_11_34_34","10","1","7",35.3,2.66761380057953,"control"
"490","Alkalinity_preT7_5_31_07_19_12_38_24","1","2","7",35.3,2.58454197255682,"PveF3_AmuD2_PloB2"
"491","Alkalinity_preT7_5_31_07_19_12_46_18","2","2","7",35.3,2.59247684212494,"PveA2_AmuB2_PloC2"
"492","Alkalinity_preT7_5_31_07_19_12_53_09","3","2","7",35.3,2.58313093477433,"PveB3_AmuA2_PloD2"
"493","Alkalinity_preT7_5_31_07_19_13_00_58","4","2","7",35.3,2.63587816917764,"PdaA2_AcyB3_PcyB2"
"494","Alkalinity_preT7_5_31_07_19_13_10_28","5","2","7",35.3,2.61843843011202,"PdaB2_AcyD2_PcyC3"
"495","Alkalinity_preT7_5_31_07_19_13_17_47","6","2","7",35.3,2.62912784937593,"PdaD2_AcyA2_PcyA2"
"496","Alkalinity_preT7_5_31_07_19_13_25_21","7","2","7",35.3,2.59522286896147,"SpiA2_MdiC3_PruD3"
"497","Alkalinity_preT7_5_31_07_19_13_33_24","8","2","7",35.3,2.57001334047726,"SpiB2_MdiA3_PruE3"
"498","Alkalinity_preT7_5_31_07_19_13_39_58","9","2","7",35.3,2.59402210604604,"SpiD2_MdiD3_PruA3"
"499","Alkalinity_preT7_5_31_07_19_13_47_21","10","2","7",35.3,2.66242168746939,"control"
"500","Alkalinity_preT7_5_31_07_19_14_48_47","1","3","7",35.3,2.58270058948785,"PveF4_AmuD3_PloB3"
"501","Alkalinity_preT7_5_31_07_19_14_58_31","2","3","7",35.3,2.58166961752221,"PveA4_AmuB4_PloC3"
"502","Alkalinity_preT7_5_31_07_19_15_04_57","3","3","7",35.3,2.58840386405146,"PveB4_AmuA3_PloD3"
"503","Alkalinity_preT7_5_31_07_19_15_11_15","4","3","7",35.3,2.62526753162311,"PdaA4_AcyB4_PcyB4"
"504","Alkalinity_preT7_5_31_07_19_15_17_21","5","3","7",35.3,2.61530452573312,"PdaB4_AcyD3_PcyC4"
"505","Alkalinity_preT7_5_31_07_19_15_25_01","6","3","7",35.3,2.63375917062471,"PdaD4_AcyA3_PcyA4"
"506","Alkalinity_preT7_5_31_07_19_15_32_14","7","3","7",35.3,2.58239551137845,"SpiA4_MdiC4_PruD4"
"507","Alkalinity_preT7_5_31_07_19_15_39_21","8","3","7",35.3,2.59119994146885,"SpiB3_MdiA4_PruE4"
"508","Alkalinity_preT7_5_31_07_19_15_45_34","9","3","7",35.3,2.60646681169324,"SpiD4_MdiD4_PruA4"
"509","Alkalinity_preT7_5_31_07_19_15_52_14","10","3","7",35.3,2.6409396703435,"control"
