ml;pH;sec;°C
0.000;8.024;0.0;26.3
7.500;5.036;12.0;26.3
7.500;5.096;12.4;26.3
7.542;5.217;13.5;26.3
7.588;5.262;14.7;26.3
7.633;5.261;15.8;26.3
7.679;5.233;17.0;26.3
7.725;5.190;18.1;26.3
7.770;5.140;19.3;26.3
7.816;5.083;20.4;26.3
7.861;5.022;21.5;26.3
7.907;4.954;22.7;26.3
7.953;4.885;23.8;26.3
7.998;4.816;25.0;26.3
8.044;4.751;26.1;26.3
8.090;4.686;27.3;26.3
8.135;4.619;28.4;26.3
8.159;4.573;29.2;26.3
8.179;4.416;39.0;26.3
8.199;4.390;42.8;26.3
8.219;4.366;46.3;26.3
8.239;4.343;49.7;26.3
8.259;4.322;53.1;26.3
8.279;4.299;56.5;26.3
8.299;4.276;60.0;26.3
8.319;4.254;63.4;26.3
8.339;4.232;66.8;26.3
8.359;4.209;70.2;26.3
8.379;4.188;73.5;26.3
8.399;4.169;76.9;26.3
8.419;4.149;79.9;26.2
8.439;4.131;83.2;26.3
8.459;4.113;86.4;26.3
8.479;4.096;89.6;26.3
8.499;4.079;92.9;26.3
8.519;4.061;96.1;26.3
8.539;4.043;99.1;26.3
8.559;4.027;102.5;26.3
8.579;4.010;106.0;26.3
8.599;3.995;109.2;26.3
8.619;3.980;112.2;26.3
8.639;3.967;114.9;26.3
8.659;3.954;117.9;26.3
8.679;3.940;121.0;26.3
8.699;3.926;124.2;26.3
8.719;3.912;127.1;26.3
8.739;3.900;129.7;26.3
8.759;3.886;132.6;26.3
8.779;3.872;135.8;26.3
8.799;3.858;138.7;26.3
8.819;3.845;141.5;26.3
8.839;3.835;144.2;26.3
8.859;3.823;146.8;26.3
8.879;3.812;149.5;26.3
8.899;3.802;152.2;26.3
8.919;3.790;154.8;26.3
8.939;3.779;157.5;26.3
8.959;3.767;160.3;26.3
8.979;3.757;163.0;26.3
8.999;3.747;165.7;26.3
9.019;3.737;168.3;26.3
9.039;3.728;171.0;26.3
9.059;3.719;173.6;26.3
9.079;3.709;176.3;26.3
9.099;3.700;179.0;26.3
9.119;3.692;181.6;26.3
9.139;3.684;184.3;26.3
9.159;3.675;187.0;26.3
9.179;3.666;189.6;26.3
9.199;3.658;192.3;26.3
9.219;3.650;194.9;26.3
9.239;3.643;197.6;26.3
9.259;3.636;200.3;26.3
9.279;3.629;202.9;26.3
9.299;3.622;205.6;26.3
9.319;3.614;208.2;26.2
9.339;3.606;210.9;26.2
9.359;3.599;213.6;26.3
9.379;3.592;216.2;26.3
9.399;3.586;218.9;26.3
9.419;3.579;221.6;26.3
9.439;3.572;224.2;26.2
9.459;3.566;226.9;26.3
9.479;3.560;229.5;26.3
9.499;3.554;232.2;26.3
9.519;3.547;234.9;26.3
9.539;3.541;237.5;26.3
9.559;3.535;240.2;26.3
9.579;3.529;242.8;26.3
9.599;3.523;245.5;26.3
9.619;3.517;248.2;26.3
9.639;3.511;250.8;26.2
9.659;3.506;253.5;26.3
9.679;3.501;256.2;26.3
9.699;3.496;258.8;26.3
9.719;3.490;261.5;26.3
9.719;3.490;261.7;26.3
9.739;3.485;264.3;26.3
9.739;3.484;264.5;26.3
