ml;pH;sec;°C
0.000;7.886;0.0;26.0
7.500;5.289;12.0;26.0
7.500;5.142;12.4;26.0
7.544;5.028;13.5;26.0
7.590;4.950;14.7;26.0
7.636;4.873;15.8;26.0
7.681;4.807;17.0;26.0
7.727;4.764;18.1;26.0
7.773;4.704;19.3;26.0
7.818;4.677;20.4;26.0
7.864;4.598;21.5;26.0
7.873;4.583;21.9;26.0
7.893;4.556;27.8;26.2
7.913;4.536;30.7;26.2
7.933;4.507;33.3;26.2
7.953;4.492;36.2;26.2
7.973;4.465;39.0;26.2
7.993;4.433;41.7;26.2
8.013;4.409;44.4;26.2
8.033;4.388;47.0;26.2
8.053;4.370;49.9;26.2
8.073;4.351;52.9;26.2
8.093;4.330;55.8;26.2
8.113;4.309;58.8;26.2
8.133;4.282;61.8;26.2
8.153;4.258;64.5;26.3
8.173;4.240;67.7;26.2
8.193;4.216;70.4;26.2
8.213;4.194;73.3;26.3
8.233;4.177;76.3;26.2
8.253;4.160;79.1;26.3
8.273;4.136;82.0;26.2
8.293;4.120;84.7;26.2
8.313;4.100;87.3;26.3
8.333;4.079;90.0;26.2
8.353;4.062;92.6;26.2
8.373;4.046;95.7;26.2
8.393;4.026;98.3;26.2
8.413;4.012;101.0;26.2
8.433;3.997;103.7;26.2
8.453;3.982;106.5;26.2
8.473;3.966;109.4;26.2
8.493;3.952;112.2;26.2
8.513;3.938;115.1;26.2
8.533;3.922;117.7;26.2
8.553;3.909;120.4;26.3
8.573;3.894;123.3;26.2
8.593;3.881;125.9;26.2
8.613;3.869;128.6;26.3
8.633;3.855;131.2;26.2
8.653;3.842;133.9;26.2
8.673;3.832;136.6;26.3
8.693;3.822;139.2;26.3
8.713;3.810;141.9;26.2
8.733;3.799;144.5;26.2
8.753;3.789;147.2;26.2
8.773;3.777;149.9;26.2
8.793;3.766;152.5;26.2
8.813;3.756;155.2;26.2
8.833;3.746;157.9;26.2
8.853;3.737;160.5;26.2
8.873;3.729;163.2;26.2
8.893;3.718;165.8;26.2
8.913;3.711;168.5;26.3
8.933;3.701;171.2;26.2
8.953;3.692;173.8;26.2
8.973;3.682;176.5;26.2
8.993;3.675;179.2;26.2
9.013;3.665;181.8;26.2
9.033;3.658;184.5;26.2
9.053;3.650;187.1;26.2
9.073;3.644;189.8;26.2
9.093;3.636;192.5;26.2
9.113;3.628;195.1;26.2
9.133;3.620;197.8;26.2
9.153;3.612;200.5;26.2
9.173;3.605;203.1;26.2
9.193;3.598;205.8;26.2
9.213;3.592;208.4;26.2
9.233;3.584;211.1;26.2
9.253;3.577;213.8;26.2
9.273;3.571;216.4;26.2
9.293;3.565;219.1;26.2
9.313;3.558;221.7;26.2
9.333;3.551;224.4;26.2
9.353;3.546;227.1;26.2
9.373;3.540;229.7;26.2
9.393;3.533;232.4;26.2
9.413;3.527;235.1;26.2
9.433;3.522;237.7;26.2
9.453;3.516;240.4;26.2
9.473;3.510;243.0;26.2
9.493;3.504;245.7;26.2
9.513;3.499;248.4;26.2
9.533;3.494;251.0;26.2
9.553;3.488;253.7;26.2
9.553;3.489;253.9;26.2
