ml;pH;sec;°C
0.000;7.985;0.0;26.4
7.500;4.512;12.0;26.4
7.500;4.920;17.9;26.6
7.500;4.920;17.9;26.6
7.500;4.920;18.1;26.6
7.545;4.871;19.2;26.6
7.591;4.807;20.4;26.6
7.636;4.757;21.5;26.6
7.682;4.738;22.7;26.6
7.728;4.681;23.8;26.6
7.773;4.632;25.0;26.6
7.819;4.611;26.1;26.6
7.843;4.568;26.9;26.6
7.843;4.609;30.9;26.6
7.843;4.609;30.9;26.6
7.843;4.609;31.1;26.6
7.881;4.570;32.2;26.6
7.901;4.548;39.8;26.6
7.921;4.521;42.4;26.6
7.941;4.502;46.8;26.6
7.961;4.473;49.5;26.6
7.981;4.456;52.1;26.7
8.001;4.429;54.8;26.7
8.021;4.408;57.5;26.6
8.041;4.386;61.8;26.6
8.061;4.365;66.0;26.6
8.081;4.346;68.9;26.6
8.101;4.322;71.5;26.7
8.121;4.301;74.2;26.7
8.141;4.274;76.9;26.7
8.161;4.250;79.5;26.7
8.181;4.230;82.2;26.7
8.201;4.207;84.8;26.7
8.221;4.188;87.5;26.7
8.241;4.170;91.5;26.7
8.261;4.151;94.2;26.7
8.281;4.134;96.8;26.7
8.301;4.115;100.6;26.7
8.321;4.097;103.3;26.7
8.341;4.076;105.9;26.7
8.361;4.058;108.6;26.7
8.381;4.039;111.3;26.7
8.401;4.023;113.9;26.7
8.421;4.006;116.6;26.7
8.441;3.989;119.3;26.7
8.461;3.973;121.9;26.7
8.481;3.959;124.6;26.7
8.501;3.944;127.2;26.7
8.521;3.928;129.9;26.7
8.541;3.913;132.6;26.7
8.561;3.899;135.2;26.7
8.581;3.886;137.9;26.7
8.601;3.872;140.5;26.7
8.621;3.860;143.2;26.7
8.641;3.847;145.9;26.7
8.661;3.835;148.5;26.7
8.681;3.824;151.2;26.7
8.701;3.812;154.6;26.7
8.721;3.801;157.3;26.7
8.741;3.790;159.9;26.7
8.761;3.779;162.6;26.7
8.781;3.767;165.3;26.7
8.801;3.757;167.9;26.7
8.821;3.747;171.2;26.7
8.841;3.737;173.8;26.7
8.861;3.729;176.5;26.7
8.881;3.720;179.1;26.7
8.901;3.710;181.8;26.7
8.921;3.700;184.5;26.7
8.941;3.692;187.1;26.7
8.961;3.682;190.4;26.7
8.981;3.674;193.4;26.7
9.001;3.666;196.1;26.7
9.021;3.658;198.7;26.7
9.041;3.649;201.4;26.7
9.061;3.642;204.0;26.7
9.081;3.635;206.7;26.7
9.101;3.628;209.4;26.8
9.121;3.619;212.0;26.7
9.141;3.611;214.7;26.7
9.161;3.604;217.4;26.7
9.181;3.597;220.0;26.7
9.201;3.590;222.7;26.7
9.221;3.583;225.3;26.7
9.241;3.577;228.0;26.7
9.261;3.570;231.0;26.7
9.281;3.564;233.7;26.7
9.301;3.557;236.4;26.7
9.321;3.551;239.0;26.7
9.341;3.544;241.7;26.7
9.361;3.537;244.3;26.7
9.381;3.531;247.0;26.7
9.401;3.525;249.7;26.7
9.421;3.520;252.3;26.7
9.441;3.514;255.0;26.7
9.461;3.508;257.7;26.7
9.481;3.503;260.3;26.7
9.501;3.497;263.0;26.7
9.521;3.491;265.6;26.7
9.541;3.486;268.3;26.7
9.541;3.486;268.5;26.7
