ml;pH;sec;°C
0.000;8.000;0.0;26.2
7.500;4.794;12.0;26.2
7.500;4.902;12.4;26.2
7.542;5.052;13.5;26.2
7.587;5.073;14.7;26.2
7.633;5.053;15.8;26.2
7.679;5.020;17.0;26.2
7.724;4.965;18.1;26.2
7.770;4.863;19.3;26.2
7.815;4.827;20.4;26.2
7.861;4.786;21.5;26.2
7.907;4.733;22.7;26.2
7.952;4.666;23.8;26.2
7.998;4.594;25.0;26.2
8.007;4.572;25.3;26.2
8.027;4.503;30.5;26.2
8.047;4.477;33.3;26.2
8.067;4.454;36.0;26.2
8.087;4.422;38.7;26.2
8.107;4.403;41.5;26.2
8.127;4.377;44.2;26.2
8.147;4.354;47.0;26.2
8.167;4.328;49.7;26.2
8.187;4.305;52.3;26.2
8.207;4.283;55.0;26.2
8.227;4.261;57.7;26.2
8.247;4.240;60.3;26.2
8.267;4.218;63.0;26.2
8.287;4.202;65.7;26.2
8.307;4.181;68.3;26.2
8.327;4.159;71.0;26.2
8.347;4.139;73.6;26.2
8.367;4.119;76.3;26.2
8.387;4.100;79.0;26.2
8.407;4.081;81.6;26.2
8.427;4.064;84.3;26.2
8.447;4.047;86.9;26.2
8.467;4.032;89.6;26.2
8.487;4.016;92.3;26.3
8.507;3.999;94.9;26.2
8.527;3.984;97.6;26.2
8.547;3.968;100.3;26.2
8.567;3.952;102.9;26.2
8.587;3.937;105.6;26.2
8.607;3.924;108.2;26.2
8.627;3.911;110.9;26.2
8.647;3.898;113.6;26.3
8.667;3.886;116.2;26.2
8.687;3.874;118.9;26.2
8.707;3.861;121.5;26.2
8.727;3.849;124.2;26.2
8.747;3.837;126.9;26.2
8.767;3.824;129.5;26.2
8.787;3.814;132.2;26.2
8.807;3.802;134.9;26.2
8.827;3.792;137.5;26.2
8.847;3.782;140.2;26.2
8.867;3.771;142.8;26.2
8.887;3.762;145.5;26.2
8.907;3.753;148.2;26.2
8.927;3.743;150.8;26.2
8.947;3.732;153.5;26.2
8.967;3.723;156.1;26.2
8.987;3.714;158.8;26.2
9.007;3.706;161.5;26.2
9.027;3.696;164.1;26.2
9.047;3.688;166.8;26.2
9.067;3.680;169.5;26.2
9.087;3.672;172.1;26.2
9.107;3.664;174.8;26.2
9.127;3.656;177.4;26.2
9.147;3.648;180.1;26.2
9.167;3.640;182.8;26.2
9.187;3.632;185.4;26.2
9.207;3.624;188.1;26.2
9.227;3.617;190.7;26.2
9.247;3.611;193.4;26.2
9.267;3.604;196.1;26.2
9.287;3.597;198.7;26.2
9.307;3.590;201.4;26.2
9.327;3.584;204.1;26.2
9.347;3.577;206.7;26.2
9.367;3.569;209.4;26.2
9.387;3.564;212.0;26.2
9.407;3.557;214.7;26.2
9.427;3.550;217.4;26.2
9.447;3.544;220.0;26.2
9.467;3.539;222.7;26.2
9.487;3.533;225.4;26.2
9.507;3.527;228.0;26.2
9.527;3.521;230.7;26.2
9.547;3.515;233.3;26.2
9.567;3.509;236.0;26.2
9.587;3.503;238.7;26.2
9.607;3.498;241.3;26.2
9.627;3.493;244.0;26.2
9.647;3.488;246.6;26.2
9.647;3.487;246.8;26.2
