ml;pH;sec;°C
0.000;7.959;0.0;26.4
7.500;4.943;12.0;26.4
7.500;4.929;12.4;26.4
7.542;4.864;13.5;26.4
7.587;4.731;14.7;26.4
7.633;4.638;15.8;26.4
7.672;4.567;17.0;26.4
7.672;4.597;19.6;26.4
7.672;4.597;19.6;26.4
7.672;4.595;19.8;26.4
7.695;4.544;20.6;26.4
7.715;4.508;27.4;26.4
7.735;4.477;31.6;26.3
7.755;4.450;35.6;26.4
7.775;4.424;39.8;26.4
7.795;4.400;43.6;26.4
7.815;4.375;47.2;26.4
7.835;4.349;49.9;26.3
7.855;4.329;53.3;26.4
7.875;4.309;56.7;26.4
7.895;4.285;60.5;26.4
7.915;4.263;64.3;26.4
7.935;4.240;67.9;26.4
7.955;4.218;71.7;26.4
7.975;4.196;75.3;26.4
7.995;4.175;78.9;26.4
8.015;4.155;82.5;26.4
8.035;4.137;86.0;26.4
8.055;4.117;90.0;26.4
8.075;4.099;93.4;26.4
8.095;4.082;96.8;26.4
8.115;4.064;100.0;26.4
8.135;4.046;103.3;26.4
8.155;4.028;106.7;26.4
8.175;4.011;110.1;26.4
8.195;3.995;113.5;26.4
8.215;3.980;117.0;26.4
8.235;3.965;120.0;26.4
8.255;3.951;122.7;26.4
8.275;3.938;126.1;26.4
8.295;3.924;129.3;26.4
8.315;3.911;132.5;26.4
8.335;3.896;135.8;26.4
8.355;3.882;139.0;26.3
8.375;3.870;142.2;26.4
8.395;3.857;145.5;26.4
8.415;3.845;148.7;26.4
8.435;3.833;152.1;26.3
8.455;3.822;155.4;26.4
8.475;3.812;158.2;26.4
8.495;3.801;161.2;26.4
8.515;3.790;164.3;26.3
8.535;3.779;167.5;26.4
8.555;3.768;170.7;26.4
8.575;3.758;173.8;26.4
8.595;3.748;177.0;26.4
8.615;3.739;180.1;26.3
8.635;3.729;183.1;26.3
8.655;3.721;186.1;26.4
8.675;3.712;189.4;26.4
8.695;3.703;192.2;26.3
8.715;3.694;195.3;26.4
8.735;3.685;198.3;26.4
8.755;3.676;201.4;26.3
8.775;3.668;204.4;26.3
8.795;3.659;207.6;26.3
8.815;3.652;210.3;26.3
8.835;3.643;213.5;26.3
8.855;3.637;216.8;26.3
8.875;3.630;219.6;26.4
8.895;3.622;222.6;26.3
8.915;3.615;225.7;26.3
8.935;3.608;228.7;26.4
8.955;3.599;231.6;26.3
8.975;3.593;234.8;26.3
8.995;3.586;237.9;26.3
9.015;3.579;240.7;26.3
9.035;3.573;243.4;26.3
9.055;3.566;246.0;26.4
9.075;3.560;248.7;26.3
9.095;3.554;251.7;26.3
9.115;3.548;254.6;26.3
9.135;3.541;257.6;26.3
9.155;3.535;260.3;26.3
9.175;3.529;263.3;26.4
9.195;3.522;266.0;26.3
9.215;3.517;268.7;26.3
9.235;3.511;271.3;26.4
9.255;3.506;274.0;26.3
9.275;3.501;276.6;26.3
9.295;3.496;279.7;26.4
9.315;3.489;282.3;26.3
9.315;3.489;282.5;26.3
