ml;pH;sec;°C
0.000;8.061;0.0;26.2
7.500;5.562;12.0;26.2
7.500;5.497;12.4;26.2
7.545;5.435;13.5;26.2
7.591;5.352;14.7;26.2
7.636;5.262;15.8;26.2
7.682;5.174;17.0;26.2
7.728;5.090;18.1;26.2
7.773;5.002;19.3;26.2
7.819;4.925;20.4;26.2
7.864;4.844;21.5;26.2
7.910;4.782;22.7;26.2
7.956;4.713;23.8;26.2
8.001;4.655;25.0;26.2
8.048;4.579;26.3;26.2
8.068;4.498;33.3;26.3
8.088;4.470;36.0;26.3
8.108;4.449;38.8;26.3
8.128;4.426;42.1;26.3
8.148;4.398;44.9;26.3
8.168;4.375;47.8;26.3
8.188;4.350;50.6;26.3
8.208;4.326;53.5;26.3
8.228;4.304;56.3;26.3
8.248;4.280;59.0;26.3
8.268;4.263;61.8;26.3
8.288;4.243;64.7;26.3
8.308;4.222;67.5;26.3
8.328;4.201;70.2;26.3
8.348;4.179;72.9;26.3
8.368;4.156;75.5;26.3
8.388;4.139;78.4;26.3
8.408;4.118;81.0;26.3
8.428;4.100;83.7;26.3
8.448;4.084;86.4;26.3
8.468;4.067;89.0;26.3
8.488;4.051;91.7;26.3
8.508;4.034;94.4;26.4
8.528;4.018;97.0;26.3
8.548;4.000;99.7;26.3
8.568;3.984;102.3;26.4
8.588;3.971;105.0;26.3
8.608;3.957;107.7;26.3
8.628;3.943;110.3;26.4
8.648;3.931;113.0;26.3
8.668;3.917;115.7;26.3
8.688;3.905;118.3;26.3
8.708;3.891;121.0;26.4
8.728;3.879;123.6;26.3
8.748;3.866;126.3;26.3
8.768;3.854;129.0;26.4
8.788;3.841;131.6;26.4
8.808;3.830;134.3;26.3
8.828;3.820;136.9;26.3
8.848;3.810;139.6;26.4
8.868;3.799;142.3;26.3
8.888;3.789;144.9;26.3
8.908;3.778;147.6;26.3
8.928;3.769;150.2;26.4
8.948;3.757;152.9;26.3
8.968;3.747;155.6;26.3
8.988;3.738;158.2;26.3
9.008;3.729;160.9;26.4
9.028;3.718;163.6;26.3
9.048;3.709;166.2;26.3
9.068;3.701;168.9;26.4
9.088;3.692;171.5;26.4
9.108;3.683;174.2;26.3
9.128;3.673;176.9;26.3
9.148;3.665;179.5;26.3
9.168;3.657;182.2;26.4
9.188;3.648;184.8;26.3
9.208;3.639;187.5;26.3
9.228;3.632;190.2;26.4
9.248;3.625;192.8;26.4
9.268;3.618;195.5;26.3
9.288;3.611;198.2;26.3
9.308;3.604;200.8;26.4
9.328;3.596;203.5;26.3
9.348;3.588;206.1;26.3
9.368;3.582;208.8;26.4
9.388;3.575;211.5;26.4
9.408;3.568;214.1;26.3
9.428;3.562;216.8;26.3
9.448;3.556;219.4;26.4
9.468;3.550;222.1;26.4
9.488;3.544;224.8;26.3
9.508;3.537;227.4;26.3
9.528;3.531;230.1;26.4
9.548;3.525;232.8;26.4
9.568;3.518;235.4;26.3
9.588;3.513;238.1;26.3
9.608;3.507;240.7;26.4
9.628;3.502;243.4;26.3
9.648;3.496;246.1;26.3
9.668;3.491;248.7;26.4
9.688;3.486;251.4;26.4
9.688;3.486;251.6;26.4
