ml;pH;sec;°C
0.000;7.946;0.0;26.0
7.500;5.197;12.0;26.0
7.500;5.229;12.4;26.0
7.544;5.345;13.5;26.0
7.590;5.323;14.7;26.0
7.636;5.281;15.8;26.0
7.681;5.200;17.0;26.0
7.727;5.116;18.1;26.0
7.773;5.040;19.3;26.0
7.818;4.961;20.4;26.0
7.864;4.902;21.5;26.0
7.909;4.825;22.7;26.0
7.955;4.746;23.8;26.0
8.001;4.662;25.0;26.0
8.047;4.582;26.3;26.0
8.067;4.471;36.9;25.9
8.087;4.451;39.6;25.9
8.107;4.420;42.3;25.9
8.127;4.396;44.9;25.9
8.147;4.380;47.6;25.9
8.167;4.348;50.2;25.9
8.187;4.326;52.9;25.9
8.207;4.303;55.6;25.9
8.227;4.276;59.2;25.9
8.247;4.257;61.8;25.9
8.267;4.240;64.5;25.9
8.287;4.223;67.2;25.9
8.307;4.200;69.8;25.9
8.327;4.178;72.5;25.9
8.347;4.160;75.2;25.9
8.367;4.136;77.8;25.8
8.387;4.114;81.2;25.9
8.407;4.097;83.9;25.9
8.427;4.076;87.7;25.8
8.447;4.064;90.4;25.9
8.467;4.045;94.0;25.9
8.487;4.031;96.6;25.8
8.507;4.017;99.3;25.9
8.527;3.999;102.0;25.9
8.547;3.981;105.2;25.9
8.567;3.969;107.9;25.9
8.587;3.953;110.5;25.9
8.607;3.938;113.2;25.9
8.627;3.925;115.8;25.8
8.647;3.914;118.5;25.9
8.667;3.900;121.2;25.9
8.687;3.889;123.8;25.8
8.707;3.876;126.5;25.8
8.727;3.862;129.2;25.9
8.747;3.852;131.8;25.9
8.767;3.839;134.5;25.8
8.787;3.825;137.3;25.9
8.807;3.816;140.0;25.8
8.827;3.804;142.6;25.8
8.847;3.793;145.9;25.8
8.867;3.784;148.5;25.9
8.887;3.775;151.2;25.9
8.907;3.765;153.9;25.8
8.927;3.755;156.5;25.8
8.947;3.745;159.2;25.9
8.967;3.737;161.9;25.8
8.987;3.725;164.5;25.8
9.007;3.718;167.2;25.9
9.027;3.710;169.8;25.9
9.047;3.701;172.5;25.8
9.067;3.693;175.2;25.8
9.087;3.685;177.8;25.9
9.107;3.678;180.5;25.9
9.127;3.669;183.1;25.9
9.147;3.660;185.8;25.8
9.167;3.652;188.5;25.8
9.187;3.645;191.1;25.9
9.207;3.638;193.8;25.9
9.227;3.630;196.5;25.9
9.247;3.623;199.1;25.8
9.267;3.616;201.8;25.8
9.287;3.610;204.4;25.9
9.307;3.603;207.1;25.9
9.327;3.595;209.8;25.8
9.347;3.588;212.4;25.8
9.367;3.582;215.1;25.8
9.387;3.575;217.7;25.9
9.407;3.569;220.4;25.8
9.427;3.562;223.1;25.8
9.447;3.556;225.7;25.8
9.467;3.550;228.8;25.9
9.487;3.545;231.4;25.9
9.507;3.539;234.1;25.8
9.527;3.532;236.8;25.8
9.547;3.526;239.4;25.9
9.567;3.521;242.1;25.9
9.587;3.515;244.7;25.8
9.607;3.508;247.4;25.8
9.627;3.503;250.1;25.8
9.647;3.499;252.7;25.9
9.667;3.493;255.4;25.9
9.687;3.488;258.0;25.8
9.687;3.488;258.2;25.8
