ml;pH;sec;°C
0.000;7.976;0.0;26.0
7.500;5.584;12.0;26.0
7.500;5.598;12.4;26.0
7.543;5.562;13.5;26.0
7.588;5.457;14.7;26.0
7.634;5.345;15.8;26.0
7.680;5.232;17.0;26.0
7.725;5.118;18.1;26.0
7.771;5.008;19.2;26.0
7.816;4.915;20.4;26.0
7.862;4.830;21.5;26.0
7.908;4.756;22.7;26.0
7.953;4.683;23.8;26.0
7.999;4.599;25.0;26.0
8.008;4.577;25.3;26.0
8.028;4.514;30.3;26.1
8.048;4.483;32.9;26.1
8.068;4.459;35.6;26.1
8.088;4.433;38.3;26.1
8.108;4.407;40.9;26.1
8.128;4.381;43.6;26.1
8.148;4.356;46.3;26.1
8.168;4.332;48.9;26.1
8.188;4.308;51.6;26.2
8.208;4.282;54.2;26.1
8.228;4.256;56.9;26.1
8.248;4.236;59.6;26.1
8.268;4.214;62.2;26.1
8.288;4.193;64.9;26.1
8.308;4.171;67.6;26.1
8.328;4.150;70.2;26.2
8.348;4.128;72.9;26.1
8.368;4.108;75.5;26.1
8.388;4.089;78.2;26.2
8.408;4.070;80.9;26.1
8.428;4.051;83.5;26.1
8.448;4.034;86.8;26.1
8.468;4.019;89.4;26.1
8.488;4.003;92.1;26.2
8.508;3.988;94.7;26.1
8.528;3.970;97.4;26.2
8.548;3.955;100.1;26.2
8.568;3.940;102.7;26.1
8.588;3.925;105.4;26.1
8.608;3.911;108.1;26.2
8.628;3.898;110.7;26.2
8.648;3.885;113.4;26.1
8.668;3.873;116.0;26.2
8.688;3.861;118.7;26.2
8.708;3.848;121.4;26.1
8.728;3.835;124.0;26.1
8.748;3.823;127.1;26.2
8.768;3.810;129.7;26.1
8.788;3.799;132.4;26.1
8.808;3.789;135.1;26.2
8.828;3.778;137.7;26.1
8.848;3.768;140.4;26.1
8.868;3.759;143.0;26.2
8.888;3.749;145.7;26.2
8.908;3.739;148.4;26.1
8.928;3.729;151.0;26.2
8.948;3.720;153.7;26.2
8.968;3.709;156.4;26.1
8.988;3.700;159.0;26.1
9.008;3.691;161.7;26.2
9.028;3.683;164.3;26.2
9.048;3.674;167.0;26.1
9.068;3.667;169.7;26.2
9.088;3.659;172.3;26.2
9.108;3.650;175.0;26.1
9.128;3.642;177.6;26.1
9.148;3.634;180.3;26.2
9.168;3.625;183.0;26.1
9.188;3.618;185.6;26.1
9.208;3.611;188.3;26.2
9.228;3.603;191.0;26.1
9.248;3.597;193.6;26.2
9.268;3.590;196.3;26.2
9.288;3.583;198.9;26.1
9.308;3.576;201.6;26.2
9.328;3.570;204.3;26.2
9.348;3.563;206.9;26.1
9.368;3.556;209.6;26.1
9.388;3.550;212.3;26.2
9.408;3.543;214.9;26.2
9.428;3.537;217.6;26.2
9.448;3.531;220.2;26.1
9.468;3.525;222.9;26.2
9.488;3.520;225.6;26.2
9.508;3.514;228.2;26.2
9.528;3.507;230.9;26.1
9.548;3.501;233.5;26.1
9.568;3.495;236.2;26.2
9.588;3.490;238.9;26.2
9.608;3.485;241.5;26.2
9.608;3.484;241.7;26.2
