ml;pH;sec;°C
0.000;7.930;0.0;25.5
7.500;5.139;12.0;25.5
7.500;5.172;12.4;25.5
7.544;5.184;13.5;25.5
7.590;5.086;14.7;25.5
7.636;5.020;15.8;25.5
7.681;4.894;17.0;25.5
7.727;4.841;18.1;25.5
7.772;4.766;19.3;25.5
7.818;4.676;20.4;25.5
7.864;4.666;21.5;25.5
7.909;4.598;22.7;25.5
7.926;4.567;23.3;25.5
7.926;4.689;27.7;25.5
7.926;4.689;27.7;25.5
7.926;4.689;27.8;25.5
7.972;4.547;29.2;25.5
7.972;4.635;33.5;25.5
7.972;4.635;33.5;25.5
7.972;4.635;33.7;25.5
8.002;4.551;34.7;25.5
8.002;4.599;38.8;25.6
8.002;4.599;38.8;25.6
8.002;4.599;39.0;25.6
8.025;4.551;39.8;25.6
8.045;4.553;48.2;25.5
8.065;4.534;52.5;25.5
8.085;4.512;56.7;25.6
8.105;4.490;61.1;25.5
8.125;4.468;65.5;25.6
8.145;4.443;70.2;25.6
8.165;4.419;74.4;25.5
8.185;4.396;78.8;25.5
8.205;4.373;82.9;25.6
8.225;4.351;87.3;25.6
8.245;4.330;91.5;25.6
8.265;4.308;95.5;25.6
8.285;4.287;99.3;25.6
8.305;4.265;103.5;25.6
8.325;4.243;107.3;25.6
8.345;4.219;111.5;25.6
8.365;4.199;115.3;25.6
8.385;4.177;119.1;25.6
8.405;4.156;122.9;25.5
8.425;4.138;126.3;25.6
8.445;4.119;130.3;25.5
8.465;4.101;133.9;25.6
8.485;4.084;136.9;25.6
8.505;4.066;140.2;25.5
8.525;4.049;143.6;25.6
8.545;4.030;147.2;25.6
8.565;4.013;150.4;25.5
8.585;3.996;153.7;25.6
8.605;3.981;156.9;25.6
8.625;3.966;160.5;25.6
8.645;3.952;163.9;25.6
8.665;3.938;167.4;25.5
8.685;3.926;170.8;25.6
8.705;3.912;174.0;25.6
8.725;3.899;177.2;25.6
8.745;3.884;180.9;25.5
8.765;3.871;184.1;25.5
8.785;3.859;187.7;25.5
8.805;3.848;190.9;25.6
8.825;3.836;194.2;25.6
8.845;3.826;197.2;25.6
8.865;3.815;200.4;25.6
8.885;3.805;203.9;25.5
8.905;3.794;206.9;25.5
8.925;3.783;209.9;25.6
8.945;3.772;213.2;25.6
8.965;3.762;216.2;25.6
8.985;3.750;219.4;25.6
9.005;3.739;222.7;25.5
9.025;3.729;225.9;25.5
9.045;3.719;229.0;25.5
9.065;3.709;232.2;25.6
9.085;3.700;235.2;25.6
9.105;3.692;238.3;25.6
9.125;3.681;241.5;25.6
9.145;3.672;244.5;25.6
9.165;3.663;247.4;25.5
9.185;3.655;250.4;25.6
9.205;3.646;253.3;25.6
9.225;3.639;255.9;25.6
9.245;3.631;258.6;25.6
9.265;3.624;261.5;25.6
9.285;3.617;264.5;25.6
9.305;3.609;267.5;25.5
9.325;3.602;270.6;25.6
9.345;3.594;273.4;25.5
9.365;3.587;276.7;25.6
9.385;3.580;279.9;25.6
9.405;3.573;282.9;25.6
9.425;3.566;286.0;25.6
9.445;3.560;289.0;25.6
9.465;3.554;291.7;25.6
9.485;3.548;294.7;25.6
9.505;3.541;297.8;25.6
9.525;3.535;300.8;25.6
9.545;3.528;303.7;25.6
9.565;3.522;306.7;25.6
9.585;3.516;309.8;25.6
9.605;3.511;312.4;25.6
9.625;3.505;315.3;25.6
9.645;3.499;318.1;25.6
9.665;3.494;320.8;25.6
9.685;3.488;323.8;25.6
9.685;3.488;324.0;25.6
