ml;pH;sec;°C
0.000;7.999;0.0;26.0
7.500;5.080;12.0;26.0
7.500;5.235;12.4;26.0
7.543;5.460;13.5;26.0
7.588;5.494;14.7;26.0
7.634;5.464;15.8;26.0
7.680;5.404;17.0;26.0
7.725;5.346;18.1;26.0
7.771;5.274;19.2;26.0
7.816;5.174;20.4;26.0
7.862;5.064;21.5;26.0
7.908;4.955;22.7;26.0
7.953;4.889;23.8;26.0
7.999;4.815;25.0;26.0
8.045;4.700;26.1;26.0
8.090;4.641;27.3;26.0
8.122;4.580;28.2;26.0
8.142;4.420;38.7;25.9
8.162;4.394;41.3;25.9
8.182;4.364;44.0;25.9
8.202;4.339;46.6;25.9
8.222;4.322;49.3;26.0
8.242;4.298;52.0;25.9
8.262;4.275;55.6;26.0
8.282;4.255;58.2;25.9
8.302;4.226;60.9;25.9
8.322;4.210;63.6;26.0
8.342;4.190;66.4;25.9
8.362;4.165;70.2;26.0
8.382;4.147;72.9;25.9
8.402;4.123;76.5;26.0
8.422;4.108;79.1;25.9
8.442;4.087;81.8;25.9
8.462;4.075;84.5;26.0
8.482;4.059;87.1;25.9
8.502;4.038;90.4;26.0
8.522;4.024;93.0;25.9
8.542;4.007;95.7;25.9
8.562;3.992;98.3;26.0
8.582;3.974;101.0;26.0
8.602;3.960;103.7;25.9
8.622;3.943;106.3;25.9
8.642;3.931;109.0;26.0
8.662;3.917;111.7;26.0
8.682;3.905;114.3;26.0
8.702;3.893;117.0;25.9
8.722;3.880;119.6;26.0
8.742;3.868;122.3;26.0
8.762;3.853;125.0;25.9
8.782;3.841;127.6;25.9
8.802;3.830;130.9;25.9
8.822;3.820;133.5;26.0
8.842;3.810;136.2;26.0
8.862;3.799;138.8;25.9
8.882;3.787;141.5;25.9
8.902;3.778;144.2;26.0
8.922;3.765;147.6;26.0
8.942;3.756;150.2;25.9
8.962;3.745;152.9;26.0
8.982;3.734;155.6;26.0
9.002;3.723;158.2;26.0
9.022;3.713;160.9;25.9
9.042;3.703;163.6;25.9
9.062;3.696;166.2;26.0
9.082;3.686;168.9;26.0
9.102;3.677;171.5;25.9
9.122;3.667;174.2;25.9
9.142;3.658;176.9;26.0
9.162;3.651;179.5;26.0
9.182;3.641;182.2;25.9
9.202;3.633;184.8;26.0
9.222;3.625;187.5;26.0
9.242;3.618;190.2;26.0
9.262;3.612;192.8;26.0
9.282;3.604;195.5;26.0
9.302;3.597;198.2;26.0
9.322;3.589;200.8;26.0
9.342;3.583;203.5;26.0
9.362;3.575;206.1;26.0
9.382;3.567;208.8;26.0
9.402;3.562;211.5;25.9
9.422;3.554;214.1;26.0
9.442;3.547;216.8;26.0
9.462;3.542;219.5;25.9
9.482;3.536;222.1;26.0
9.502;3.531;224.8;26.0
9.522;3.524;227.4;26.0
9.542;3.518;230.1;25.9
9.562;3.512;232.8;26.0
9.582;3.506;235.4;26.0
9.602;3.500;238.1;26.0
9.622;3.495;240.7;26.0
9.642;3.489;243.4;26.0
9.642;3.489;243.6;26.0
