ml;pH;sec;°C
0.000;7.939;0.0;25.6
7.500;4.797;12.0;25.6
7.500;4.817;12.4;25.6
7.544;4.945;13.5;25.6
7.590;4.960;14.7;25.6
7.636;4.984;15.8;25.6
7.681;4.971;17.0;25.6
7.727;4.926;18.1;25.6
7.773;4.847;19.3;25.6
7.818;4.779;20.4;25.6
7.864;4.735;21.5;25.6
7.910;4.662;22.7;25.6
7.955;4.629;23.8;25.6
8.001;4.591;25.0;25.6
8.009;4.587;25.3;25.6
8.029;4.549;30.5;25.6
8.049;4.515;33.1;25.6
8.069;4.494;35.8;25.6
8.089;4.473;38.5;25.6
8.109;4.451;41.1;25.6
8.129;4.425;43.8;25.6
8.149;4.400;46.4;25.6
8.169;4.378;49.1;25.6
8.189;4.348;51.8;25.6
8.209;4.325;56.0;25.6
8.229;4.306;58.6;25.6
8.249;4.284;61.3;25.6
8.269;4.262;64.1;25.6
8.289;4.232;66.8;25.6
8.309;4.215;69.5;25.6
8.329;4.196;73.1;25.6
8.349;4.179;75.9;25.6
8.369;4.150;78.6;25.6
8.389;4.136;81.2;25.6
8.409;4.117;83.9;25.6
8.429;4.097;87.5;25.6
8.449;4.082;90.2;25.6
8.469;4.065;92.8;25.6
8.489;4.050;95.5;25.6
8.509;4.032;98.2;25.6
8.529;4.014;100.8;25.6
8.549;3.997;103.5;25.6
8.569;3.981;106.2;25.6
8.589;3.966;108.8;25.6
8.609;3.950;111.5;25.6
8.629;3.935;115.1;25.6
8.649;3.920;117.7;25.6
8.669;3.908;121.4;25.6
8.689;3.895;124.2;25.6
8.709;3.881;127.3;25.6
8.729;3.868;129.9;25.6
8.749;3.853;133.1;25.6
8.769;3.841;135.8;25.7
8.789;3.828;138.5;25.6
8.809;3.815;141.1;25.6
8.829;3.806;143.8;25.6
8.849;3.794;146.5;25.6
8.869;3.784;149.1;25.6
8.889;3.773;151.8;25.7
8.909;3.762;155.0;25.6
8.929;3.751;157.9;25.6
8.949;3.742;160.7;25.6
8.969;3.729;163.4;25.6
8.989;3.721;166.0;25.7
9.009;3.711;168.7;25.6
9.029;3.702;171.7;25.6
9.049;3.695;174.4;25.7
9.069;3.686;177.1;25.7
9.089;3.677;179.7;25.6
9.109;3.669;182.4;25.6
9.129;3.660;185.6;25.6
9.149;3.652;188.3;25.6
9.169;3.643;190.9;25.6
9.189;3.635;193.6;25.7
9.209;3.627;196.3;25.7
9.229;3.620;198.9;25.6
9.249;3.612;201.6;25.6
9.269;3.606;204.3;25.6
9.289;3.599;206.9;25.7
9.309;3.592;210.0;25.6
9.329;3.584;212.6;25.6
9.349;3.577;215.8;25.6
9.369;3.570;218.5;25.6
9.389;3.563;221.2;25.7
9.409;3.558;223.8;25.6
9.429;3.550;226.5;25.6
9.449;3.545;229.2;25.6
9.469;3.539;231.8;25.7
9.489;3.532;234.7;25.6
9.509;3.526;237.3;25.7
9.529;3.519;240.0;25.6
9.549;3.513;242.8;25.6
9.569;3.507;245.9;25.6
9.589;3.502;248.6;25.7
9.609;3.497;251.2;25.7
9.629;3.491;253.9;25.6
9.649;3.484;256.5;25.6
9.649;3.485;256.7;25.6
