ml;pH;sec;°C
0.000;7.983;0.0;26.2
7.500;5.275;12.0;26.2
7.500;5.327;12.4;26.2
7.543;5.436;13.5;26.2
7.589;5.437;14.7;26.2
7.635;5.390;15.8;26.2
7.680;5.328;17.0;26.2
7.726;5.249;18.1;26.2
7.772;5.142;19.3;26.2
7.817;5.068;20.4;26.2
7.863;4.993;21.5;26.2
7.908;4.906;22.7;26.2
7.954;4.828;23.8;26.2
8.000;4.748;25.0;26.2
8.045;4.659;26.1;26.2
8.092;4.577;27.4;26.2
8.112;4.398;38.7;26.1
8.132;4.371;42.1;26.1
8.152;4.345;45.5;26.1
8.172;4.321;48.9;26.1
8.192;4.298;52.5;26.1
8.212;4.277;55.8;26.1
8.232;4.253;59.8;26.1
8.252;4.230;62.4;26.1
8.272;4.212;65.1;26.1
8.292;4.191;68.9;26.1
8.312;4.169;72.5;26.1
8.332;4.147;75.7;26.1
8.352;4.125;79.3;26.1
8.372;4.104;83.0;26.1
8.392;4.086;86.2;26.1
8.412;4.068;88.9;26.1
8.432;4.049;92.5;26.1
8.452;4.032;95.1;26.1
8.472;4.017;98.4;26.1
8.492;4.001;101.4;26.1
8.512;3.983;104.4;26.1
8.532;3.967;107.7;26.1
8.552;3.951;110.3;26.1
8.572;3.937;113.4;26.1
8.592;3.921;116.8;26.1
8.612;3.908;120.0;26.1
8.632;3.893;122.7;26.1
8.652;3.880;125.5;26.1
8.672;3.871;128.2;26.1
8.692;3.858;130.9;26.1
8.712;3.845;133.7;26.1
8.732;3.835;136.4;26.1
8.752;3.821;139.0;26.1
8.772;3.810;141.7;26.1
8.792;3.799;144.4;26.1
8.812;3.787;147.0;26.1
8.832;3.777;149.7;26.1
8.852;3.766;152.4;26.1
8.872;3.757;155.0;26.1
8.892;3.747;157.7;26.1
8.912;3.737;160.3;26.1
8.932;3.725;163.0;26.1
8.952;3.717;165.7;26.1
8.972;3.708;168.3;26.1
8.992;3.700;171.0;26.1
9.012;3.690;173.6;26.1
9.032;3.683;176.3;26.1
9.052;3.674;179.0;26.1
9.072;3.666;181.6;26.1
9.092;3.657;184.3;26.1
9.112;3.650;187.0;26.1
9.132;3.642;189.6;26.1
9.152;3.634;192.3;26.1
9.172;3.625;194.9;26.1
9.192;3.617;197.6;26.1
9.212;3.610;200.3;26.1
9.232;3.603;202.9;26.1
9.252;3.594;205.6;26.1
9.272;3.589;208.3;26.1
9.292;3.583;210.9;26.1
9.312;3.577;213.6;26.1
9.332;3.569;216.2;26.1
9.352;3.562;218.9;26.1
9.372;3.556;221.6;26.1
9.392;3.549;224.2;26.1
9.412;3.543;226.9;26.1
9.432;3.537;229.5;26.1
9.452;3.531;232.2;26.1
9.472;3.525;234.9;26.1
9.492;3.519;237.5;26.1
9.512;3.513;240.2;26.1
9.532;3.507;242.9;26.1
9.552;3.501;245.5;26.1
9.572;3.495;248.2;26.1
9.592;3.489;250.8;26.1
9.592;3.489;251.0;26.1
