ml;pH;sec;°C
0.000;7.986;0.0;25.7
7.500;4.587;12.0;25.7
7.500;4.681;12.4;25.7
7.543;4.833;13.5;25.7
7.589;4.798;14.7;25.7
7.634;4.820;15.8;25.7
7.680;4.795;17.0;25.7
7.726;4.720;18.1;25.7
7.771;4.678;19.2;25.7
7.817;4.665;20.4;25.7
7.862;4.632;21.5;25.7
7.908;4.591;22.7;25.7
7.917;4.566;23.1;25.7
7.917;4.627;26.5;25.8
7.917;4.627;26.5;25.8
7.917;4.627;26.7;25.8
7.953;4.574;27.8;25.8
7.973;4.557;33.9;25.8
7.993;4.531;37.7;25.9
8.013;4.509;41.9;25.9
8.033;4.486;44.5;25.9
8.053;4.466;48.3;25.9
8.073;4.447;51.0;25.9
8.093;4.422;54.4;25.9
8.113;4.395;58.8;25.9
8.133;4.370;62.4;25.9
8.153;4.344;66.2;25.9
8.173;4.323;69.1;25.9
8.193;4.297;72.5;25.9
8.213;4.276;75.5;25.9
8.233;4.253;78.8;25.9
8.253;4.233;81.4;25.9
8.273;4.211;84.5;26.0
8.293;4.192;87.1;25.9
8.313;4.170;89.8;25.9
8.333;4.148;92.5;25.9
8.353;4.126;95.9;25.9
8.373;4.107;99.3;25.9
8.393;4.087;102.9;25.9
8.413;4.070;105.8;26.0
8.433;4.052;109.0;25.9
8.453;4.035;112.4;25.9
8.473;4.020;115.3;25.9
8.493;4.005;118.3;25.9
8.513;3.989;121.0;26.0
8.533;3.972;123.6;26.0
8.553;3.956;126.3;26.0
8.573;3.941;129.3;26.0
8.593;3.925;132.2;26.0
8.613;3.912;134.8;26.0
8.633;3.900;137.7;26.0
8.653;3.886;140.7;26.0
8.673;3.873;143.6;26.0
8.693;3.862;146.6;26.0
8.713;3.850;149.3;26.0
8.733;3.837;152.0;26.0
8.753;3.825;154.6;26.0
8.773;3.813;157.3;26.0
8.793;3.801;160.1;26.0
8.813;3.790;163.4;26.0
8.833;3.780;166.0;26.0
8.853;3.770;168.9;26.0
8.873;3.759;172.1;26.0
8.893;3.751;174.8;26.0
8.913;3.740;177.4;26.0
8.933;3.730;180.3;26.0
8.953;3.721;182.9;26.0
8.973;3.711;185.6;26.0
8.993;3.701;188.5;26.0
9.013;3.693;191.1;26.0
9.033;3.684;193.8;26.0
9.053;3.676;196.4;26.0
9.073;3.669;199.1;26.0
9.093;3.660;201.8;26.0
9.113;3.652;204.4;26.0
9.133;3.644;207.1;26.0
9.153;3.635;209.9;26.0
9.173;3.628;212.6;26.0
9.193;3.620;215.3;26.0
9.213;3.612;218.1;26.0
9.233;3.605;220.8;26.0
9.253;3.599;223.4;26.1
9.273;3.592;226.1;26.0
9.293;3.585;228.8;26.0
9.313;3.578;231.4;26.0
9.333;3.571;234.1;26.0
9.353;3.563;236.9;26.0
9.373;3.557;239.6;26.0
9.393;3.551;242.3;26.0
9.413;3.546;244.9;26.0
9.433;3.539;247.6;26.0
9.453;3.533;250.3;26.0
9.473;3.527;252.9;26.0
9.493;3.521;255.6;26.0
9.513;3.515;258.2;26.0
9.533;3.509;260.9;26.0
9.553;3.503;263.6;26.0
9.573;3.497;266.2;26.0
9.593;3.491;268.9;26.0
9.613;3.486;271.5;26.0
9.613;3.486;271.7;26.0
