ml;pH;sec;°C
0.000;7.964;0.0;25.7
7.500;4.498;12.0;25.7
7.500;5.017;20.2;25.7
7.500;5.017;20.2;25.7
7.500;5.018;20.4;25.7
7.543;5.002;21.5;25.7
7.588;4.910;22.7;25.7
7.634;4.856;23.8;25.7
7.679;4.821;24.9;25.7
7.725;4.779;26.1;25.7
7.771;4.723;27.2;25.7
7.816;4.709;28.4;25.7
7.862;4.651;29.5;25.7
7.908;4.625;30.7;25.7
7.924;4.571;31.2;25.7
7.924;4.667;35.4;25.7
7.924;4.667;35.4;25.7
7.924;4.668;35.6;25.7
7.969;4.621;36.7;25.7
7.993;4.556;37.5;25.7
7.993;4.593;40.9;25.7
7.993;4.593;40.9;25.7
7.993;4.593;41.1;25.7
8.015;4.567;41.9;25.7
8.035;4.546;48.2;25.7
8.055;4.525;52.1;25.7
8.075;4.503;54.8;25.7
8.095;4.486;57.5;25.7
8.115;4.458;60.5;25.7
8.135;4.434;63.2;25.7
8.155;4.410;65.8;25.7
8.175;4.384;68.5;25.8
8.195;4.361;72.3;25.7
8.215;4.337;76.1;25.7
8.235;4.319;78.8;25.7
8.255;4.295;82.6;25.8
8.275;4.276;85.2;25.7
8.295;4.255;87.9;25.7
8.315;4.233;90.5;25.7
8.335;4.209;93.2;25.7
8.355;4.186;97.2;25.7
8.375;4.168;99.9;25.8
8.395;4.147;103.1;25.7
8.415;4.131;105.8;25.8
8.435;4.109;109.2;25.7
8.455;4.092;111.8;25.7
8.475;4.075;115.5;25.8
8.495;4.058;118.9;25.7
8.515;4.041;121.5;25.8
8.535;4.025;124.2;25.8
8.555;4.007;126.9;25.7
8.575;3.991;129.5;25.7
8.595;3.973;132.9;25.8
8.615;3.958;136.4;25.7
8.635;3.946;139.0;25.7
8.655;3.929;141.7;25.8
8.675;3.917;144.4;25.7
8.695;3.900;147.0;25.7
8.715;3.887;150.2;25.8
8.735;3.871;152.9;25.7
8.755;3.860;155.9;25.7
8.775;3.846;158.6;25.8
8.795;3.834;161.3;25.7
8.815;3.823;163.9;25.7
8.835;3.811;166.6;25.7
8.855;3.801;169.3;25.8
8.875;3.788;172.5;25.7
8.895;3.778;175.1;25.7
8.915;3.767;178.6;25.8
8.935;3.757;181.2;25.7
8.955;3.746;183.9;25.7
8.975;3.735;187.1;25.8
8.995;3.725;190.4;25.8
9.015;3.716;193.0;25.8
9.035;3.709;195.7;25.8
9.055;3.699;198.7;25.7
9.075;3.691;201.4;25.7
9.095;3.682;204.4;25.8
9.115;3.674;207.1;25.8
9.135;3.664;209.9;25.8
9.155;3.656;212.6;25.8
9.175;3.648;215.3;25.7
9.195;3.640;217.9;25.7
9.215;3.631;220.6;25.7
9.235;3.625;223.2;25.8
9.255;3.617;225.9;25.8
9.275;3.609;228.9;25.7
9.295;3.603;231.8;25.8
9.315;3.595;234.5;25.7
9.335;3.588;237.1;25.7
9.355;3.580;239.8;25.8
9.375;3.574;242.4;25.8
9.395;3.567;245.1;25.7
9.415;3.560;247.8;25.7
9.435;3.554;250.4;25.7
9.455;3.547;253.1;25.8
9.475;3.542;255.7;25.8
9.495;3.536;258.4;25.8
9.515;3.529;261.1;25.7
9.535;3.522;263.7;25.7
9.555;3.517;266.4;25.7
9.575;3.511;269.1;25.8
9.595;3.506;271.7;25.8
9.615;3.500;274.4;25.7
9.635;3.494;277.0;25.7
9.655;3.489;279.7;25.7
9.655;3.489;279.9;25.7
