ml;pH;sec;°C
0.000;7.963;0.0;25.8
7.500;4.967;12.0;25.8
7.500;4.971;12.4;25.8
7.542;5.025;13.5;25.8
7.588;5.026;14.7;25.8
7.633;4.967;15.8;25.8
7.679;4.920;17.0;25.8
7.725;4.874;18.1;25.8
7.770;4.822;19.3;25.8
7.816;4.756;20.4;25.8
7.862;4.696;21.5;25.8
7.907;4.651;22.7;25.8
7.954;4.578;24.0;25.8
7.974;4.531;28.8;25.8
7.994;4.501;31.4;25.9
8.014;4.475;34.1;25.9
8.034;4.450;36.7;25.9
8.054;4.427;39.4;25.8
8.074;4.403;42.1;25.8
8.094;4.379;44.7;25.9
8.114;4.358;47.4;25.9
8.134;4.333;50.1;25.9
8.154;4.311;52.7;25.8
8.174;4.289;55.4;25.8
8.194;4.264;58.0;25.9
8.214;4.244;60.7;25.9
8.234;4.224;63.4;25.9
8.254;4.203;66.0;25.9
8.274;4.185;68.7;25.8
8.294;4.165;71.4;25.9
8.314;4.145;74.0;25.9
8.334;4.128;76.7;25.8
8.354;4.107;79.3;25.8
8.374;4.089;82.0;25.9
8.394;4.071;84.7;25.9
8.414;4.054;87.3;25.9
8.434;4.038;90.0;25.9
8.454;4.022;92.6;25.8
8.474;4.008;95.3;25.8
8.494;3.992;98.0;25.9
8.514;3.978;100.6;25.9
8.534;3.961;103.3;25.9
8.554;3.947;106.0;25.9
8.574;3.932;108.6;25.9
8.594;3.918;111.3;25.9
8.614;3.906;113.9;25.9
8.634;3.894;116.6;25.9
8.654;3.882;119.3;25.9
8.674;3.870;121.9;25.9
8.694;3.859;124.6;25.9
8.714;3.848;127.2;25.9
8.734;3.835;129.9;25.8
8.754;3.824;132.6;25.8
8.774;3.813;135.2;25.8
8.794;3.802;137.9;25.9
8.814;3.792;140.5;25.9
8.834;3.783;143.2;25.9
8.854;3.773;145.9;25.8
8.874;3.764;148.5;25.8
8.894;3.755;151.2;25.9
8.914;3.745;153.9;25.9
8.934;3.736;156.5;25.9
8.954;3.726;159.2;25.8
8.974;3.717;161.8;25.8
8.994;3.708;164.5;25.9
9.014;3.700;167.2;25.9
9.034;3.691;169.8;25.9
9.054;3.683;172.5;25.8
9.074;3.675;175.2;25.8
9.094;3.668;177.8;25.9
9.114;3.660;180.5;25.9
9.134;3.652;183.1;25.9
9.154;3.643;185.8;25.8
9.174;3.634;188.5;25.8
9.194;3.626;191.1;25.9
9.214;3.618;193.8;25.9
9.234;3.611;196.4;25.9
9.254;3.603;199.1;25.9
9.274;3.596;201.8;25.8
9.294;3.589;204.4;25.9
9.314;3.582;207.1;25.9
9.334;3.576;209.7;25.9
9.354;3.568;212.4;25.9
9.374;3.561;215.1;25.9
9.394;3.555;217.7;25.8
9.414;3.548;220.4;25.9
9.434;3.542;223.1;25.9
9.454;3.537;225.7;25.9
9.474;3.530;228.4;25.8
9.494;3.524;231.0;25.9
9.514;3.518;233.7;25.9
9.534;3.512;236.4;25.9
9.554;3.506;239.0;25.9
9.574;3.500;241.7;25.8
9.594;3.494;244.3;25.8
9.614;3.489;247.0;25.9
9.614;3.489;247.2;25.9
