ml;pH;sec;°C
0.000;8.004;0.0;26.4
7.500;4.307;12.0;26.4
7.500;4.996;19.4;26.4
7.500;4.996;19.4;26.4
7.500;4.996;19.6;26.4
7.543;4.979;20.8;26.4
7.588;4.923;21.9;26.4
7.634;4.890;23.0;26.4
7.680;4.806;24.2;26.4
7.725;4.782;25.3;26.4
7.771;4.718;26.5;26.4
7.817;4.711;27.6;26.4
7.862;4.682;28.8;26.4
7.908;4.652;29.9;26.4
7.954;4.596;31.0;26.4
7.962;4.532;31.4;26.4
7.982;4.501;37.5;26.3
8.002;4.483;40.2;26.3
8.022;4.467;42.8;26.4
8.042;4.445;45.5;26.4
8.062;4.419;48.1;26.4
8.082;4.398;50.8;26.4
8.102;4.378;53.5;26.3
8.122;4.354;56.1;26.3
8.142;4.320;58.8;26.4
8.162;4.299;61.5;26.4
8.182;4.283;64.3;26.3
8.202;4.251;67.0;26.3
8.222;4.233;69.6;26.3
8.242;4.219;72.3;26.4
8.262;4.196;75.0;26.4
8.282;4.178;77.6;26.4
8.302;4.157;80.9;26.3
8.322;4.137;83.5;26.3
8.342;4.118;86.2;26.4
8.362;4.101;88.8;26.4
8.382;4.082;91.5;26.4
8.402;4.063;94.3;26.3
8.422;4.047;97.0;26.3
8.442;4.028;99.7;26.4
8.462;4.016;102.3;26.4
8.482;4.001;105.0;26.4
8.502;3.987;108.0;26.4
8.522;3.970;110.7;26.3
8.542;3.953;113.4;26.3
8.562;3.940;116.0;26.3
8.582;3.926;119.6;26.3
8.602;3.912;122.3;26.3
8.622;3.899;125.0;26.3
8.642;3.887;128.6;26.3
8.662;3.876;131.2;26.3
8.682;3.865;133.9;26.3
8.702;3.851;136.6;26.3
8.722;3.839;139.2;26.3
8.742;3.827;141.9;26.4
8.762;3.816;145.5;26.3
8.782;3.805;148.7;26.3
8.802;3.794;152.3;26.4
8.822;3.785;155.0;26.4
8.842;3.775;157.7;26.4
8.862;3.766;160.3;26.3
8.882;3.757;163.0;26.3
8.902;3.747;165.6;26.3
8.922;3.736;168.3;26.3
8.942;3.727;171.0;26.3
8.962;3.717;173.6;26.3
8.982;3.708;176.3;26.3
9.002;3.699;179.0;26.3
9.022;3.691;181.6;26.3
9.042;3.682;184.3;26.4
9.062;3.676;186.9;26.4
9.082;3.668;189.6;26.3
9.102;3.659;192.3;26.3
9.122;3.651;195.7;26.3
9.142;3.643;199.3;26.3
9.162;3.635;202.0;26.3
9.182;3.628;204.6;26.3
9.202;3.621;207.3;26.3
9.222;3.614;209.9;26.3
9.242;3.608;212.6;26.3
9.262;3.601;215.3;26.3
9.282;3.593;217.9;26.3
9.302;3.587;220.6;26.3
9.322;3.581;223.3;26.3
9.342;3.575;225.9;26.3
9.362;3.568;228.6;26.3
9.382;3.562;231.2;26.3
9.402;3.555;233.9;26.3
9.422;3.548;236.6;26.3
9.442;3.543;239.2;26.3
9.462;3.537;241.9;26.3
9.482;3.531;244.5;26.3
9.502;3.525;247.2;26.3
9.522;3.520;249.9;26.3
9.542;3.514;252.5;26.3
9.562;3.509;255.2;26.3
9.582;3.502;257.9;26.3
9.602;3.497;260.5;26.3
9.622;3.492;263.2;26.3
9.642;3.486;265.8;26.3
9.642;3.486;266.0;26.3
