ml;pH;sec;°C
0.000;8.063;0.0;26.4
7.500;5.249;12.0;26.4
7.500;5.340;12.4;26.4
7.545;5.508;13.5;26.4
7.591;5.543;14.7;26.4
7.636;5.517;15.8;26.4
7.682;5.462;17.0;26.4
7.727;5.393;18.1;26.4
7.773;5.308;19.2;26.4
7.819;5.217;20.4;26.4
7.864;5.121;21.5;26.4
7.910;5.031;22.7;26.4
7.956;4.932;23.8;26.4
8.001;4.833;25.0;26.4
8.047;4.738;26.1;26.4
8.093;4.645;27.2;26.4
8.124;4.569;28.2;26.4
8.144;4.324;40.9;26.5
8.164;4.298;44.5;26.4
8.184;4.275;48.2;26.4
8.204;4.253;51.6;26.4
8.224;4.230;55.2;26.4
8.244;4.210;58.6;26.4
8.264;4.189;62.0;26.4
8.284;4.170;65.5;26.4
8.304;4.151;68.7;26.4
8.324;4.131;71.9;26.4
8.344;4.112;75.3;26.4
8.364;4.093;78.8;26.4
8.384;4.075;82.0;26.4
8.404;4.057;85.2;26.4
8.424;4.040;88.5;26.4
8.444;4.025;91.5;26.4
8.464;4.010;94.7;26.4
8.484;3.996;97.4;26.4
8.504;3.980;100.4;26.4
8.524;3.965;103.3;26.4
8.544;3.951;106.1;26.4
8.564;3.935;109.2;26.4
8.584;3.922;112.0;26.4
8.604;3.908;114.9;26.4
8.624;3.895;117.9;26.4
8.644;3.883;120.8;26.4
8.664;3.872;123.4;26.4
8.684;3.861;126.1;26.4
8.704;3.850;128.8;26.4
8.724;3.837;131.6;26.4
8.744;3.826;134.3;26.4
8.764;3.815;136.9;26.4
8.784;3.804;139.6;26.4
8.804;3.793;142.3;26.4
8.824;3.783;144.9;26.4
8.844;3.774;147.6;26.4
8.864;3.764;150.2;26.5
8.884;3.754;152.9;26.4
8.904;3.745;155.6;26.4
8.924;3.737;158.2;26.4
8.944;3.727;160.9;26.4
8.964;3.718;163.6;26.4
8.984;3.708;166.2;26.4
9.004;3.701;168.9;26.5
9.024;3.692;171.5;26.4
9.044;3.684;174.2;26.4
9.064;3.677;176.9;26.4
9.084;3.670;179.5;26.4
9.104;3.662;182.2;26.5
9.124;3.654;184.8;26.4
9.144;3.646;187.5;26.4
9.164;3.639;190.2;26.4
9.184;3.631;192.8;26.4
9.204;3.624;195.5;26.4
9.224;3.617;198.2;26.4
9.244;3.611;200.8;26.4
9.264;3.604;203.5;26.4
9.284;3.598;206.1;26.4
9.304;3.592;208.8;26.4
9.324;3.585;211.5;26.5
9.344;3.579;214.1;26.4
9.364;3.572;216.8;26.4
9.384;3.565;219.4;26.4
9.404;3.560;222.1;26.4
9.424;3.553;224.8;26.4
9.444;3.547;227.4;26.4
9.464;3.542;230.1;26.4
9.484;3.537;232.8;26.5
9.504;3.530;235.4;26.4
9.524;3.524;238.1;26.4
9.544;3.519;240.7;26.4
9.564;3.514;243.4;26.4
9.584;3.507;246.1;26.4
9.604;3.502;248.7;26.4
9.624;3.497;251.4;26.5
9.644;3.491;254.1;26.4
9.664;3.486;256.7;26.4
9.664;3.486;256.9;26.4
