ml;pH;sec;°C
0.000;8.017;0.0;26.3
7.500;6.110;12.0;26.3
7.500;6.016;12.4;26.3
7.545;5.858;13.5;26.3
7.590;5.708;14.7;26.3
7.636;5.555;15.8;26.3
7.682;5.412;17.0;26.3
7.727;5.276;18.1;26.3
7.773;5.146;19.2;26.3
7.819;5.026;20.4;26.3
7.864;4.905;21.5;26.3
7.910;4.802;22.7;26.3
7.955;4.711;23.8;26.3
8.001;4.620;25.0;26.3
8.025;4.570;25.7;26.3
8.045;4.386;36.4;26.3
8.065;4.360;39.6;26.3
8.085;4.339;42.5;26.3
8.105;4.313;45.9;26.3
8.125;4.290;49.3;26.3
8.145;4.266;52.0;26.3
8.165;4.243;55.0;26.3
8.185;4.221;58.4;26.3
8.205;4.201;61.3;26.3
8.225;4.181;64.1;26.3
8.245;4.161;67.2;26.3
8.265;4.142;70.0;26.3
8.285;4.125;72.7;26.3
8.305;4.104;75.5;26.3
8.325;4.087;78.2;26.3
8.345;4.070;80.9;26.3
8.365;4.050;83.5;26.3
8.385;4.034;86.2;26.3
8.405;4.017;88.8;26.3
8.425;4.003;91.5;26.3
8.445;3.987;94.2;26.3
8.465;3.973;96.8;26.3
8.485;3.959;99.5;26.3
8.505;3.945;102.1;26.3
8.525;3.931;104.8;26.3
8.545;3.916;107.5;26.3
8.565;3.903;110.1;26.3
8.585;3.890;112.8;26.3
8.605;3.877;115.4;26.2
8.625;3.863;118.1;26.3
8.645;3.853;120.8;26.3
8.665;3.841;123.4;26.3
8.685;3.829;126.1;26.3
8.705;3.816;128.8;26.3
8.725;3.804;131.4;26.3
8.745;3.793;134.1;26.3
8.765;3.782;136.7;26.3
8.785;3.771;139.4;26.3
8.805;3.760;142.1;26.3
8.825;3.750;144.7;26.3
8.845;3.740;147.4;26.3
8.865;3.731;150.0;26.3
8.885;3.722;152.7;26.3
8.905;3.712;155.4;26.3
8.925;3.703;158.0;26.3
8.945;3.694;160.7;26.3
8.965;3.685;163.4;26.3
8.985;3.675;166.0;26.3
9.005;3.667;168.7;26.3
9.025;3.659;171.3;26.3
9.045;3.651;174.0;26.3
9.065;3.643;176.7;26.3
9.085;3.637;179.3;26.3
9.105;3.628;182.0;26.3
9.125;3.620;184.6;26.3
9.145;3.613;187.3;26.3
9.165;3.606;190.0;26.3
9.185;3.599;192.6;26.3
9.205;3.592;195.3;26.3
9.225;3.584;198.0;26.3
9.245;3.578;200.6;26.3
9.265;3.572;203.3;26.3
9.285;3.566;205.9;26.3
9.305;3.559;208.6;26.3
9.325;3.552;211.3;26.3
9.345;3.546;213.9;26.3
9.365;3.540;216.6;26.3
9.385;3.533;219.2;26.3
9.405;3.527;221.9;26.3
9.425;3.521;224.6;26.3
9.445;3.516;227.2;26.3
9.465;3.511;229.9;26.3
9.485;3.505;232.6;26.3
9.505;3.499;235.2;26.3
9.525;3.494;237.9;26.3
9.545;3.488;240.5;26.3
9.545;3.488;240.7;26.3
