ml;pH;sec;°C
0.000;7.917;0.0;25.7
7.500;4.946;12.0;25.7
7.500;5.033;12.4;25.7
7.544;5.262;13.5;25.7
7.590;5.334;14.7;25.7
7.635;5.335;15.8;25.7
7.681;5.303;17.0;25.7
7.727;5.251;18.1;25.7
7.772;5.192;19.3;25.7
7.818;5.122;20.4;25.7
7.863;5.047;21.5;25.7
7.909;4.971;22.7;25.7
7.955;4.896;23.8;25.7
8.000;4.812;25.0;25.7
8.046;4.737;26.1;25.7
8.092;4.664;27.3;25.7
8.137;4.592;28.4;25.7
8.146;4.568;28.8;25.7
8.166;4.377;40.4;25.5
8.186;4.350;44.2;25.6
8.206;4.325;47.6;25.6
8.226;4.302;50.6;25.6
8.246;4.280;54.1;25.6
8.266;4.258;57.5;25.6
8.286;4.238;60.7;25.6
8.306;4.218;64.1;25.6
8.326;4.196;67.4;25.6
8.346;4.174;70.8;25.5
8.366;4.155;74.0;25.6
8.386;4.136;77.3;25.6
8.406;4.117;80.3;25.5
8.426;4.100;83.3;25.6
8.446;4.082;86.6;25.6
8.466;4.066;89.6;25.6
8.486;4.050;92.7;25.6
8.506;4.034;95.7;25.6
8.526;4.018;98.7;25.6
8.546;4.002;102.0;25.6
8.566;3.987;105.0;25.6
8.586;3.972;108.0;25.6
8.606;3.958;110.9;25.6
8.626;3.943;113.9;25.6
8.646;3.931;116.8;25.6
8.666;3.917;119.6;25.5
8.686;3.905;122.3;25.6
8.706;3.891;125.2;25.5
8.726;3.878;128.0;25.6
8.746;3.864;130.9;25.6
8.766;3.851;133.7;25.6
8.786;3.839;136.4;25.6
8.806;3.827;139.0;25.6
8.826;3.815;141.7;25.6
8.846;3.804;144.4;25.5
8.866;3.793;147.0;25.6
8.886;3.784;149.7;25.6
8.906;3.773;152.3;25.6
8.926;3.762;155.0;25.6
8.946;3.752;157.7;25.6
8.966;3.742;160.3;25.6
8.986;3.732;163.0;25.6
9.006;3.722;165.7;25.6
9.026;3.713;168.3;25.6
9.046;3.705;171.0;25.6
9.066;3.697;173.6;25.6
9.086;3.688;176.3;25.6
9.106;3.679;179.0;25.5
9.126;3.671;181.6;25.6
9.146;3.663;184.3;25.6
9.166;3.655;186.9;25.6
9.186;3.647;189.6;25.6
9.206;3.639;192.3;25.6
9.226;3.632;194.9;25.6
9.246;3.625;197.6;25.6
9.266;3.618;200.3;25.6
9.286;3.610;202.9;25.6
9.306;3.605;205.6;25.6
9.326;3.597;208.2;25.6
9.346;3.589;210.9;25.6
9.366;3.583;213.6;25.6
9.386;3.576;216.2;25.6
9.406;3.570;218.9;25.6
9.426;3.563;221.6;25.6
9.446;3.557;224.2;25.6
9.466;3.552;226.9;25.6
9.486;3.545;229.5;25.6
9.506;3.539;232.2;25.6
9.526;3.533;234.9;25.6
9.546;3.527;237.5;25.6
9.566;3.521;240.2;25.6
9.586;3.515;242.8;25.6
9.606;3.509;245.5;25.6
9.626;3.504;248.2;25.6
9.646;3.498;250.8;25.6
9.666;3.494;253.5;25.6
9.686;3.487;256.2;25.6
9.686;3.488;256.3;25.6
