ml;pH;sec;°C
0.000;7.977;0.0;26.1
7.500;5.159;12.0;26.1
7.500;5.167;12.4;26.1
7.545;5.187;13.5;26.1
7.590;5.148;14.7;26.1
7.636;5.093;15.8;26.1
7.682;4.996;17.0;26.1
7.727;4.938;18.1;26.1
7.773;4.874;19.2;26.1
7.819;4.812;20.4;26.1
7.864;4.754;21.5;26.1
7.910;4.704;22.7;26.1
7.955;4.640;23.8;26.1
7.994;4.576;25.0;26.1
7.994;4.592;28.0;26.1
7.994;4.592;28.0;26.1
7.994;4.592;28.2;26.1
8.016;4.576;29.0;26.1
8.036;4.530;34.8;26.1
8.056;4.501;37.5;26.1
8.076;4.482;40.2;26.1
8.096;4.457;42.8;26.1
8.116;4.435;45.5;26.1
8.136;4.412;49.9;26.1
8.156;4.385;52.5;26.1
8.176;4.359;55.2;26.1
8.196;4.341;59.2;26.1
8.216;4.315;61.8;26.1
8.236;4.293;64.5;26.1
8.256;4.277;68.1;26.1
8.276;4.256;70.8;26.1
8.296;4.236;75.0;26.1
8.316;4.214;77.6;26.2
8.336;4.189;80.3;26.1
8.356;4.171;82.9;26.1
8.376;4.147;85.6;26.1
8.396;4.132;89.4;26.1
8.416;4.113;92.8;26.1
8.436;4.096;96.1;26.1
8.456;4.078;98.7;26.1
8.476;4.063;101.4;26.1
8.496;4.046;104.0;26.1
8.516;4.030;106.7;26.1
8.536;4.012;109.9;26.1
8.556;3.997;112.6;26.1
8.576;3.981;115.8;26.1
8.596;3.966;119.1;26.1
8.616;3.953;122.5;26.1
8.636;3.940;126.1;26.1
8.656;3.926;129.5;26.1
8.676;3.913;132.2;26.1
8.696;3.900;134.8;26.1
8.716;3.887;138.1;26.1
8.736;3.875;140.7;26.1
8.756;3.861;143.4;26.1
8.776;3.849;146.1;26.2
8.796;3.838;148.7;26.2
8.816;3.826;151.4;26.1
8.836;3.815;154.0;26.1
8.856;3.805;157.3;26.2
8.876;3.794;159.9;26.1
8.896;3.784;163.0;26.1
8.916;3.773;165.6;26.1
8.936;3.761;168.3;26.2
8.956;3.750;171.3;26.2
8.976;3.739;174.0;26.1
8.996;3.730;177.2;26.2
9.016;3.720;179.9;26.1
9.036;3.711;182.6;26.1
9.056;3.702;185.2;26.1
9.076;3.694;187.9;26.1
9.096;3.685;190.5;26.1
9.116;3.676;193.2;26.2
9.136;3.667;195.9;26.2
9.156;3.658;198.5;26.1
9.176;3.650;201.2;26.1
9.196;3.641;203.8;26.1
9.216;3.635;206.9;26.1
9.236;3.628;209.6;26.2
9.256;3.619;212.2;26.2
9.276;3.613;214.9;26.1
9.296;3.606;217.9;26.1
9.316;3.598;220.6;26.1
9.336;3.591;223.2;26.2
9.356;3.584;225.9;26.2
9.376;3.576;228.6;26.1
9.396;3.570;231.2;26.1
9.416;3.563;233.9;26.1
9.436;3.557;236.6;26.2
9.456;3.551;239.6;26.2
9.476;3.545;242.3;26.1
9.496;3.539;244.9;26.1
9.516;3.532;247.6;26.1
9.536;3.526;250.2;26.1
9.556;3.520;252.9;26.2
9.576;3.514;255.8;26.1
9.596;3.508;258.4;26.1
9.616;3.503;261.1;26.2
9.636;3.497;263.7;26.2
9.656;3.492;266.4;26.1
9.676;3.487;269.3;26.2
9.676;3.487;269.4;26.2
