ml;pH;sec;°C
0.000;8.016;0.0;26.4
7.500;5.118;12.0;26.4
7.500;5.130;12.4;26.4
7.545;5.239;13.5;26.4
7.590;5.256;14.7;26.4
7.636;5.208;15.8;26.4
7.682;5.181;17.0;26.4
7.727;5.119;18.1;26.4
7.773;5.061;19.2;26.4
7.819;5.002;20.4;26.4
7.864;4.915;21.5;26.4
7.910;4.844;22.7;26.4
7.956;4.753;23.8;26.4
8.001;4.659;25.0;26.4
8.047;4.604;26.1;26.4
8.063;4.569;26.7;26.4
8.083;4.413;37.3;26.3
8.103;4.387;40.0;26.4
8.123;4.363;42.6;26.4
8.143;4.337;45.9;26.3
8.163;4.316;48.7;26.4
8.183;4.289;51.6;26.4
8.203;4.266;55.0;26.3
8.223;4.243;57.7;26.3
8.243;4.221;60.3;26.4
8.263;4.199;63.0;26.4
8.283;4.182;65.6;26.4
8.303;4.161;68.3;26.3
8.323;4.144;71.0;26.3
8.343;4.121;73.6;26.4
8.363;4.103;76.3;26.4
8.383;4.085;79.0;26.4
8.403;4.065;81.6;26.3
8.423;4.048;84.3;26.3
8.443;4.031;86.9;26.4
8.463;4.016;89.6;26.4
8.483;4.003;92.3;26.4
8.503;3.983;94.9;26.3
8.523;3.970;97.6;26.3
8.543;3.955;100.2;26.4
8.563;3.937;102.9;26.4
8.583;3.924;105.6;26.4
8.603;3.911;108.2;26.3
8.623;3.898;110.9;26.3
8.643;3.886;113.6;26.4
8.663;3.873;116.2;26.4
8.683;3.862;118.9;26.3
8.703;3.850;121.5;26.3
8.723;3.837;124.2;26.4
8.743;3.824;126.9;26.4
8.763;3.812;129.5;26.3
8.783;3.802;132.2;26.3
8.803;3.792;134.8;26.4
8.823;3.781;137.5;26.4
8.843;3.771;140.2;26.4
8.863;3.761;142.8;26.4
8.883;3.751;145.5;26.4
8.903;3.742;148.2;26.4
8.923;3.733;150.8;26.4
8.943;3.723;153.5;26.4
8.963;3.712;156.1;26.4
8.983;3.704;158.8;26.4
9.003;3.695;161.5;26.4
9.023;3.686;164.1;26.4
9.043;3.678;166.8;26.4
9.063;3.670;169.4;26.3
9.083;3.663;172.1;26.4
9.103;3.655;174.8;26.4
9.123;3.647;177.4;26.4
9.143;3.638;180.1;26.3
9.163;3.630;182.8;26.4
9.183;3.623;185.4;26.4
9.203;3.615;188.3;26.3
9.223;3.608;190.9;26.4
9.243;3.602;193.6;26.4
9.263;3.595;196.3;26.4
9.283;3.588;198.9;26.4
9.303;3.582;201.6;26.4
9.323;3.575;204.2;26.4
9.343;3.568;206.9;26.4
9.363;3.560;209.6;26.4
9.383;3.555;212.2;26.4
9.403;3.548;214.9;26.4
9.423;3.542;217.5;26.4
9.443;3.536;220.2;26.4
9.463;3.530;222.9;26.4
9.483;3.525;225.5;26.4
9.503;3.518;228.2;26.4
9.523;3.512;230.9;26.4
9.543;3.507;233.5;26.4
9.563;3.501;236.2;26.4
9.583;3.495;238.8;26.3
9.603;3.490;241.5;26.4
9.603;3.490;241.7;26.4
9.623;3.484;244.3;26.3
9.623;3.485;244.5;26.3
