ml;pH;sec;°C
0.000;8.013;0.0;25.8
7.500;5.644;12.0;25.8
7.500;5.591;12.4;25.8
7.544;5.674;13.5;25.8
7.589;5.660;14.7;25.8
7.635;5.619;15.8;25.8
7.681;5.552;17.0;25.8
7.726;5.456;18.1;25.8
7.772;5.372;19.2;25.8
7.818;5.292;20.4;25.8
7.863;5.190;21.5;25.8
7.909;5.107;22.7;25.8
7.955;5.026;23.8;25.8
8.000;4.952;25.0;25.8
8.046;4.851;26.1;25.8
8.091;4.777;27.3;25.8
8.137;4.717;28.4;25.8
8.183;4.658;29.5;25.8
8.222;4.577;30.7;25.8
8.242;4.478;39.6;25.8
8.262;4.454;42.3;25.8
8.282;4.426;44.9;25.8
8.302;4.405;48.0;25.9
8.322;4.382;51.0;25.8
8.342;4.356;54.1;25.8
8.362;4.335;57.7;25.8
8.382;4.311;60.7;25.8
8.402;4.284;63.8;25.9
8.422;4.268;66.8;25.9
8.442;4.245;69.5;25.8
8.462;4.228;72.5;25.8
8.482;4.209;75.3;25.8
8.502;4.188;78.4;25.8
8.522;4.166;81.2;25.8
8.542;4.145;84.1;25.9
8.562;4.126;86.8;25.8
8.582;4.110;89.6;25.9
8.602;4.091;92.3;25.8
8.622;4.076;95.1;25.9
8.642;4.059;98.2;25.8
8.662;4.043;101.0;25.9
8.682;4.025;103.9;25.9
8.702;4.010;106.5;25.9
8.722;3.994;109.9;25.8
8.742;3.980;112.6;25.9
8.762;3.964;115.5;25.8
8.782;3.949;118.1;25.9
8.802;3.933;121.0;25.8
8.822;3.918;123.6;25.9
8.842;3.906;126.3;25.8
8.862;3.895;129.2;25.9
8.882;3.883;131.8;25.8
8.902;3.868;134.5;25.8
8.922;3.855;137.1;25.9
8.942;3.844;139.8;25.9
8.962;3.831;142.5;25.8
8.982;3.820;145.1;25.9
9.002;3.810;147.8;25.9
9.022;3.798;150.4;25.9
9.042;3.788;153.1;25.8
9.062;3.777;155.8;25.9
9.082;3.768;158.4;25.9
9.102;3.759;161.1;25.9
9.122;3.748;163.8;25.8
9.142;3.738;166.4;25.8
9.162;3.729;169.1;25.9
9.182;3.720;171.7;25.9
9.202;3.710;174.4;25.9
9.222;3.701;177.1;25.8
9.242;3.695;179.7;25.9
9.262;3.686;182.4;25.9
9.282;3.678;185.0;25.9
9.302;3.670;187.7;25.8
9.322;3.662;190.4;25.9
9.342;3.654;193.0;25.9
9.362;3.645;195.7;25.8
9.382;3.638;198.4;25.9
9.402;3.631;201.0;25.9
9.422;3.624;203.7;25.9
9.442;3.616;206.3;25.8
9.462;3.610;209.0;25.9
9.482;3.604;211.7;25.9
9.502;3.597;214.3;25.8
9.522;3.590;217.0;25.9
9.542;3.583;219.6;25.9
9.562;3.576;222.3;25.8
9.582;3.570;225.0;25.8
9.602;3.563;227.6;25.9
9.622;3.557;230.3;25.9
9.642;3.551;233.0;25.8
9.662;3.545;235.6;25.8
9.682;3.540;238.3;25.9
9.702;3.533;240.9;25.9
9.722;3.528;243.6;25.9
9.742;3.522;246.3;25.8
9.762;3.516;248.9;25.8
9.782;3.511;251.6;25.9
9.802;3.505;254.2;25.9
9.822;3.500;256.9;25.8
9.842;3.495;259.6;25.9
9.862;3.490;262.2;25.9
9.862;3.489;262.4;25.9
