ml;pH;sec;°C
0.000;8.088;0.0;27.0
7.500;5.162;12.0;27.0
7.500;5.164;12.4;27.0
7.543;5.155;13.5;27.0
7.588;5.043;14.7;27.0
7.634;4.943;15.8;27.0
7.680;4.852;17.0;27.0
7.725;4.755;18.1;27.0
7.771;4.682;19.2;27.0
7.817;4.605;20.4;27.0
7.833;4.576;21.0;27.0
7.853;4.525;25.7;26.9
7.873;4.493;28.4;26.9
7.893;4.470;31.0;26.9
7.913;4.444;33.7;26.9
7.933;4.419;36.4;26.9
7.953;4.395;39.0;26.9
7.973;4.372;42.4;26.9
7.993;4.346;45.1;26.9
8.013;4.319;47.8;26.9
8.033;4.301;50.4;26.9
8.053;4.280;54.2;26.9
8.073;4.258;56.9;26.9
8.093;4.235;59.6;26.9
8.113;4.215;62.2;26.9
8.133;4.194;64.9;26.9
8.153;4.173;67.5;26.9
8.173;4.154;70.2;26.9
8.193;4.135;72.9;26.9
8.213;4.118;76.3;26.9
8.233;4.101;79.0;26.9
8.253;4.084;81.6;26.9
8.273;4.068;84.3;26.9
8.293;4.050;86.9;26.9
8.313;4.033;89.6;26.9
8.333;4.018;92.6;26.8
8.353;4.000;95.3;26.9
8.373;3.985;98.0;26.9
8.393;3.971;100.6;26.9
8.413;3.956;103.3;26.8
8.433;3.941;106.0;26.8
8.453;3.931;108.6;26.9
8.473;3.918;111.7;26.9
8.493;3.905;114.3;26.8
8.513;3.893;117.0;26.8
8.533;3.880;119.6;26.9
8.553;3.867;122.3;26.9
8.573;3.855;125.0;26.8
8.593;3.844;128.0;26.8
8.613;3.832;130.7;26.9
8.633;3.822;133.3;26.9
8.653;3.812;136.6;26.9
8.673;3.802;139.8;26.8
8.693;3.793;142.5;26.9
8.713;3.783;145.1;26.9
8.733;3.772;148.3;26.9
8.753;3.762;151.0;26.9
8.773;3.752;153.7;26.9
8.793;3.744;156.9;26.9
8.813;3.734;159.9;26.8
8.833;3.726;162.6;26.9
8.853;3.718;165.7;26.9
8.873;3.710;168.9;26.9
8.893;3.702;171.5;26.9
8.913;3.694;174.8;26.9
8.933;3.685;177.4;26.9
8.953;3.677;180.1;26.9
8.973;3.669;182.8;26.8
8.993;3.662;185.8;26.9
9.013;3.654;188.5;26.9
9.033;3.647;191.1;26.9
9.053;3.640;193.8;26.8
9.073;3.634;196.4;26.8
9.093;3.627;199.1;26.9
9.113;3.620;201.8;26.9
9.133;3.613;204.4;26.8
9.153;3.607;207.3;26.9
9.173;3.600;209.9;26.8
9.193;3.593;212.6;26.8
9.213;3.587;215.3;26.9
9.233;3.581;217.9;26.9
9.253;3.575;220.6;26.8
9.273;3.569;223.3;26.8
9.293;3.563;226.3;26.9
9.313;3.557;229.3;26.8
9.333;3.550;232.0;26.8
9.353;3.544;234.7;26.8
9.373;3.539;237.3;26.9
9.393;3.532;240.0;26.8
9.413;3.526;242.7;26.8
9.433;3.520;245.3;26.9
9.453;3.513;248.0;26.9
9.473;3.507;250.6;26.8
9.493;3.502;253.3;26.8
9.513;3.496;256.0;26.9
9.533;3.490;258.6;26.8
9.553;3.484;261.3;26.8
9.553;3.485;261.5;26.8
