ml;pH;sec;°C
0.000;8.081;0.0;26.4
7.500;6.044;12.0;26.4
7.500;5.872;12.4;26.4
7.544;5.628;13.5;26.4
7.589;5.424;14.7;26.4
7.635;5.250;15.8;26.4
7.681;5.104;17.0;26.4
7.726;4.973;18.1;26.4
7.772;4.854;19.3;26.4
7.818;4.723;20.4;26.4
7.863;4.638;21.5;26.4
7.895;4.570;22.5;26.4
7.915;4.475;29.9;26.4
7.935;4.447;33.1;26.4
7.955;4.419;36.4;26.5
7.975;4.393;39.6;26.5
7.995;4.370;42.6;26.5
8.015;4.344;45.5;26.5
8.035;4.321;48.3;26.5
8.055;4.303;51.4;26.5
8.075;4.281;54.2;26.5
8.095;4.258;57.1;26.4
8.115;4.237;59.9;26.5
8.135;4.216;62.8;26.5
8.155;4.193;65.6;26.5
8.175;4.174;68.3;26.5
8.195;4.153;71.3;26.5
8.215;4.135;74.0;26.4
8.235;4.117;76.9;26.5
8.255;4.100;79.7;26.5
8.275;4.083;82.6;26.5
8.295;4.065;85.2;26.5
8.315;4.049;88.3;26.5
8.335;4.032;91.1;26.5
8.355;4.015;93.8;26.4
8.375;4.001;96.6;26.5
8.395;3.985;99.5;26.5
8.415;3.971;102.2;26.5
8.435;3.957;104.8;26.5
8.455;3.943;107.5;26.4
8.475;3.931;110.1;26.5
8.495;3.918;112.8;26.5
8.515;3.907;115.5;26.5
8.535;3.892;118.1;26.5
8.555;3.879;121.0;26.5
8.575;3.868;123.6;26.5
8.595;3.857;126.3;26.5
8.615;3.845;129.0;26.4
8.635;3.835;131.6;26.5
8.655;3.825;134.3;26.5
8.675;3.816;136.9;26.5
8.695;3.806;139.6;26.5
8.715;3.794;142.3;26.5
8.735;3.784;144.9;26.5
8.755;3.773;147.6;26.5
8.775;3.764;150.3;26.5
8.795;3.755;152.9;26.5
8.815;3.744;155.6;26.5
8.835;3.737;158.2;26.5
8.855;3.727;160.9;26.5
8.875;3.718;163.6;26.5
8.895;3.709;166.2;26.5
8.915;3.700;168.9;26.5
8.935;3.689;171.6;26.5
8.955;3.681;174.2;26.5
8.975;3.673;176.9;26.5
8.995;3.663;179.5;26.5
9.015;3.655;182.2;26.5
9.035;3.648;184.9;26.5
9.055;3.640;187.5;26.5
9.075;3.633;190.2;26.5
9.095;3.626;192.8;26.5
9.115;3.619;195.5;26.5
9.135;3.610;198.2;26.4
9.155;3.603;200.8;26.5
9.175;3.597;203.5;26.5
9.195;3.590;206.2;26.5
9.215;3.583;208.8;26.5
9.235;3.577;211.5;26.5
9.255;3.571;214.1;26.5
9.275;3.565;216.8;26.5
9.295;3.559;219.5;26.5
9.315;3.553;222.1;26.5
9.335;3.547;224.8;26.5
9.355;3.541;227.4;26.5
9.375;3.534;230.1;26.5
9.395;3.529;232.8;26.5
9.415;3.523;235.4;26.5
9.435;3.518;238.1;26.5
9.455;3.512;240.8;26.5
9.475;3.507;243.4;26.5
9.495;3.503;246.1;26.5
9.515;3.497;248.7;26.5
9.535;3.491;251.4;26.5
9.555;3.486;254.1;26.5
9.555;3.486;254.3;26.5
